YR,ST,FIPS5,ROWS_ALL,APPS,APPS_WIDE,DENIED,ORIG,ORIG_RS,ORIG_HOEPA,ORIG_LIEN1,ORIG_LIEN1_RS,AVG_RS
2015,AL,01055,3658,2613,3114,833,1671,209,0,1541,205,3.306220
2016,PA,42123,1076,885,1019,238,625,75,0,529,67,2.760000
2016,NC,37053,2796,1901,2308,448,1375,34,0,1325,30,2.823529
2016,MO,29145,2565,1868,2206,494,1282,139,0,1194,133,3.100719
2016,VA,51065,1737,1211,1482,352,813,14,0,760,14,2.357143
2016,VA,51109,2403,1699,2060,428,1197,52,0,1126,50,2.615385
2016,NC,37103,349,244,312,104,128,19,0,123,18,3.368421
2015,MO,29101,2050,1403,1638,284,1055,66,0,1011,65,2.454545
2016,WA,53037,2796,2125,2580,401,1635,82,0,1593,79,2.280488
2016,IL,17179,5861,4807,5348,898,3761,180,2,3596,175,2.233333
2017,WI,55069,1167,885,1067,226,605,32,0,560,30,2.375000
2016,WI,55045,1855,1551,1761,277,1225,61,0,1111,57,3.639344
2016,VT,50005,1108,876,1053,234,600,52,2,552,45,2.826923
2016,PA,42069,7156,5629,6628,1625,3780,223,0,3237,216,2.273543
2016,CA,06021,1053,756,962,234,499,22,0,484,22,2.000000
2017,TX,48203,2234,1637,2028,505,1043,212,0,977,210,3.198113
2016,TX,48395,524,378,482,154,201,41,0,190,41,3.756098
2015,CT,09015,4883,3475,4207,930,2430,120,0,2238,112,2.558333
2017,IN,18081,9178,6418,7617,1062,5070,441,0,4775,418,2.414966
2017,MA,25019,922,717,831,102,590,0,0,582,0,
2017,AL,01053,950,734,883,279,414,66,2,368,66,3.772727
2015,GA,13015,5084,3515,4286,942,2457,155,0,2336,154,2.212903
2016,LA,22061,1465,1124,1313,291,791,103,4,698,96,4.077670
2015,PA,42103,3381,2336,2938,770,1455,71,0,1400,70,2.309859
2016,TX,48199,2602,1917,2337,614,1222,237,0,1173,236,4.084388
2015,TX,48041,7903,5438,6398,966,4236,252,0,4031,248,2.976190
2015,ID,16013,1365,1012,1257,218,746,23,0,733,22,2.173913
2015,NV,32007,2454,1681,2069,382,1226,163,0,1195,155,2.533742
2017,VA,51085,5965,3965,4848,638,3160,93,2,2973,85,2.817204
2016,CA,06049,272,184,246,70,104,10,0,100,10,2.600000
2016,MI,26029,1249,1007,1173,269,700,32,1,675,31,2.375000
2015,NH,33005,2488,1766,2105,456,1226,72,1,1175,69,2.569444
2017,OH,39161,812,653,736,166,464,58,1,405,56,2.310345
2016,TX,48361,2996,2160,2591,591,1471,260,0,1364,255,3.523077
2015,NY,36107,1367,1136,1235,276,793,74,0,603,72,2.945946
2016,KS,20037,1105,857,987,222,599,77,0,570,75,2.389610
2016,MS,28163,781,642,709,232,390,54,1,245,50,4.592593
2017,KY,21185,3477,2497,3021,378,2002,62,1,1917,60,2.500000
2015,AR,05121,664,537,592,145,381,57,0,347,56,2.614035
2016,IA,19039,348,274,309,78,189,10,0,180,9,2.600000
2015,TX,48273,681,481,558,143,309,41,0,297,41,2.878049
2015,VA,51195,1059,819,1018,286,498,171,9,403,169,3.438596
2015,ID,16039,1096,778,955,161,593,21,0,576,19,2.428571
2015,WY,56001,1358,1006,1151,143,845,26,1,816,24,3.153846
2017,PA,42103,3610,2441,3155,656,1679,126,0,1611,124,2.404762
2016,NC,37105,2355,1650,1994,471,1115,63,0,1086,63,2.587302
2017,NC,37199,732,537,670,154,361,18,0,352,18,2.888889
2017,ID,16019,6056,4502,5224,596,3658,109,0,3322,72,3.000000
2017,KS,20035,1105,831,967,174,616,83,0,556,83,2.493976
2017,MO,29031,3340,2478,2879,442,1953,95,0,1842,92,2.547368
2017,VA,51175,747,533,659,151,367,22,0,321,21,2.636364
2015,OH,39159,3304,2508,2872,423,1969,108,1,1862,92,2.675926
2016,WY,56029,1480,1054,1163,202,772,25,0,733,24,2.640000
2015,IA,19127,1112,846,973,173,632,30,1,598,28,2.233333
2015,NE,31039,183,142,150,20,115,6,0,104,6,2.000000
2015,NV,32005,3061,2271,2739,415,1767,57,0,1735,52,2.649123
2015,WI,55021,2902,2336,2710,478,1782,65,1,1675,58,3.292308
2017,ND,38105,1108,821,974,135,659,58,0,634,58,2.396552
2015,MO,29005,117,96,108,39,55,5,0,51,5,2.000000
2016,MN,27065,795,624,700,144,440,49,1,411,46,2.469388
2015,NC,37113,1542,1118,1385,354,727,30,0,711,29,2.733333
2015,NY,36017,1103,904,1005,302,547,45,0,444,39,4.022222
2017,OR,41071,6103,4051,5189,699,3192,154,1,3102,143,2.857143
2017,MN,27075,349,259,311,38,205,12,0,199,12,2.500000
2015,GA,13069,938,740,861,310,407,80,0,382,78,4.087500
2015,IN,18107,1725,1319,1508,373,889,71,0,826,69,2.507042
2017,ME,23027,1471,1083,1318,260,767,51,0,680,50,2.470588
2017,TX,48245,6303,4465,5347,1099,3154,480,10,3026,477,2.566667
2016,AR,05053,876,600,701,191,379,51,0,350,51,3.607843
2016,NC,37045,3743,2571,3229,925,1552,148,0,1502,146,3.067568
2017,IA,19169,3237,2507,2790,269,2139,125,4,1891,111,3.728000
2015,OH,39059,1078,861,971,261,567,54,0,533,53,2.611111
2017,MA,25015,5397,4109,4908,590,3403,58,0,2582,53,2.465517
2017,KY,21019,1837,1344,1584,326,948,73,0,879,73,3.013699
2015,MD,24045,3468,2358,2875,636,1636,100,0,1552,100,2.460000
2017,TX,48465,1147,842,1030,253,557,69,0,532,69,2.797101
2017,MI,26063,944,784,896,153,599,39,0,544,37,2.923077
2016,NY,36077,1608,1319,1471,401,856,46,1,690,46,2.456522
2017,LA,22061,1557,1173,1384,234,893,94,3,814,88,4.085106
2016,ME,23017,2362,1743,2085,513,1154,98,0,1098,97,2.306122
2017,WY,56007,595,411,505,89,305,14,0,290,14,2.214286
2016,TX,48067,927,698,835,301,369,81,1,333,81,4.172840
2017,TN,47073,2319,1619,2052,438,1090,185,1,1040,184,2.962162
2017,MN,27079,1438,1073,1226,162,882,48,0,807,45,2.229167
2015,IA,19193,3953,3387,3748,788,2469,155,1,2227,143,2.516129
2016,LA,22057,3955,3053,3582,766,2146,325,1,2017,319,3.138462
2017,OH,39147,1422,1137,1295,290,791,41,1,742,40,2.487805
2016,SC,45017,451,334,413,141,176,28,0,163,28,4.285714
2017,MI,26123,2187,1666,1990,367,1251,133,1,1142,131,2.631579
2016,OH,39139,3832,3056,3496,771,2172,173,0,2035,170,2.236994
2015,OR,41053,3995,2859,3460,550,2192,109,0,2134,104,2.302752
2015,FL,12087,4199,3156,3841,834,2200,52,0,2167,50,2.807692
2015,NE,31025,1668,1201,1390,206,950,52,0,862,48,2.942308
2016,ME,23029,1101,905,1038,321,545,56,0,506,56,2.750000
2016,GA,13299,942,723,881,265,440,78,0,399,76,3.410256
2015,ME,23013,1637,1269,1516,357,867,9,0,805,9,2.777778
2017,NC,37157,3040,2081,2657,631,1377,127,0,1316,126,2.543307
2016,SC,45055,3311,2365,2812,751,1505,117,0,1465,116,3.059829
2016,TX,48143,1312,950,1105,239,654,71,0,606,66,2.830986
2016,UT,49027,556,391,490,93,264,14,0,244,12,2.571429
2015,WA,53025,3122,2260,2773,521,1657,150,0,1608,150,2.213333
2017,IN,18137,1052,880,976,187,653,60,0,589,57,2.400000
2017,SC,45075,2413,1753,2188,791,880,132,0,787,132,3.810606
2016,MN,27165,301,273,295,63,199,39,0,178,35,3.384615
2017,NH,33001,3343,2362,2869,509,1716,119,1,1641,113,2.504202
2016,VA,51073,2471,1761,2118,445,1256,59,0,1188,54,3.745763
2017,TX,48183,3811,2781,3339,626,1987,354,0,1890,347,2.584746
2015,MN,27025,3460,2410,2817,437,1904,76,0,1800,71,2.789474
2015,OH,39069,731,593,662,163,401,13,0,379,12,2.923077
2016,NH,33009,2917,2215,2655,633,1503,66,0,1429,62,2.575758
2016,WI,55061,991,791,898,133,622,24,0,583,23,3.041667
2016,GA,13207,1209,893,1076,273,577,46,0,548,45,3.021739
2016,VT,50025,1697,1248,1496,354,838,15,0,817,15,2.666667
2017,WV,54061,3485,2695,3074,473,2070,78,5,1959,73,3.410256
2015,GA,13129,2080,1507,1794,438,1004,73,0,930,72,2.794521
2016,IN,18117,440,330,391,121,195,31,0,190,31,2.677419
2015,OH,39117,1474,1147,1306,313,790,111,0,729,105,3.000000
2015,VA,51099,1605,1133,1340,246,830,30,0,788,25,2.800000
2017,NY,36033,1103,853,986,250,566,52,0,435,51,2.596154
2017,MS,28059,5546,4059,4786,933,2847,208,2,2626,208,2.846154
2016,OK,40097,1428,1068,1227,353,669,75,2,600,73,4.026667
2016,MO,29059,716,542,634,161,364,71,0,348,70,2.732394
2017,MS,28001,709,490,592,193,273,26,2,257,25,3.961538
2017,MN,27095,1458,1057,1245,219,798,59,0,747,59,2.186441
2016,VA,51155,1312,955,1163,293,636,48,0,557,48,3.270833
2017,NC,37027,2661,1818,2301,466,1275,84,0,1236,84,2.476190
2017,GA,13285,2396,1534,1935,440,1038,81,0,973,80,2.518519
2016,PR,72139,1178,922,1051,282,590,36,0,426,35,2.750000
2017,KS,20125,1020,711,850,188,485,74,0,444,71,2.702703
2016,WI,55007,920,742,845,186,516,33,0,490,33,2.303030
2015,IN,18113,1893,1412,1585,331,1028,100,0,953,94,2.320000
2017,TX,48407,1129,785,1028,320,428,95,2,409,95,3.936842
2015,IA,19059,985,785,887,99,670,38,0,641,35,3.026316
2017,KS,20161,2187,1589,1841,231,1306,43,0,1253,42,3.023256
2016,MN,27005,1783,1327,1487,222,1061,52,1,978,52,2.211538
2016,NY,36113,2550,1987,2282,472,1424,48,0,1319,44,2.729167
2015,LA,22049,355,258,325,99,152,19,2,146,19,4.210526
2017,VT,50015,1215,919,1091,182,710,41,0,625,40,2.609756
2015,MI,26009,1069,825,967,223,572,25,0,545,24,2.400000
2015,TX,48005,2266,1795,2116,664,1036,168,0,974,165,3.422619
2016,UT,49039,1304,865,1076,199,636,31,0,616,31,2.193548
2016,MS,28113,1316,997,1201,420,538,121,0,481,118,4.206612
2015,AL,01043,3247,2245,2675,688,1435,301,0,1361,300,4.534884
2016,GA,13031,2355,1712,2057,472,1187,75,0,1149,74,3.346667
2017,NC,37165,909,599,826,284,298,62,0,281,61,3.758065
2016,IN,18047,994,844,948,225,547,38,0,510,35,2.342105
2016,AL,01021,1861,1361,1663,523,757,139,1,694,138,3.870504
2016,NM,35031,937,709,884,355,329,68,0,304,66,5.044118
2017,TX,48019,1141,778,994,219,517,76,0,495,76,2.973684
2015,TX,48499,1383,954,1193,308,594,134,0,572,131,3.223881
2016,MS,28039,936,673,783,200,453,65,0,380,64,3.600000
2016,OR,41015,1286,932,1151,242,639,33,1,637,33,3.303030
2017,OK,40071,1255,881,1003,187,662,145,0,593,142,2.600000
2017,TN,47047,2333,1578,1864,337,1165,114,0,1092,110,2.508772
2017,GA,13039,2900,2051,2535,398,1611,88,0,1507,85,2.761364
2017,TN,47089,2456,1737,2162,524,1115,149,1,1059,147,3.046980
2017,KS,20061,1151,745,921,207,514,14,0,499,13,2.928571
2015,MA,25019,983,789,920,100,655,2,0,640,2,2.500000
2016,NE,31025,1941,1412,1617,274,1074,46,0,964,43,2.847826
2016,ME,23003,1480,1216,1404,453,709,60,0,655,59,2.366667
2016,GA,13075,540,429,491,151,264,34,0,250,34,3.941176
2017,AL,01033,2575,2022,2301,440,1487,169,5,1310,169,2.810651
2017,IA,19095,730,564,634,101,437,7,0,356,7,3.142857
2015,AL,01011,232,186,225,71,109,17,0,55,17,4.764706
2015,OH,39167,1536,1192,1384,278,848,82,0,807,79,2.731707
2015,MT,30067,706,528,627,105,410,12,0,407,11,3.250000
2016,TX,48459,1610,1183,1435,343,770,202,1,729,199,3.311881
2016,MN,27157,1099,920,1015,160,711,35,4,620,35,2.771429
2016,IL,17157,971,791,873,159,595,124,0,545,120,2.879032
2017,AL,01045,1621,1142,1394,297,781,82,3,739,82,2.914634
2016,OK,40013,1409,1122,1326,308,754,124,0,712,120,3.467742
2015,WV,54049,1856,1512,1688,405,1014,46,0,926,45,3.108696
2015,UT,49021,2801,1922,2263,371,1475,53,0,1417,49,2.584906
2016,OH,39167,1783,1384,1605,377,929,88,0,881,86,2.602273
2016,MT,30087,186,140,168,39,100,19,0,77,19,3.473684
2015,AL,01007,677,469,610,173,268,67,0,245,65,4.492537
2016,PA,42111,2400,1917,2228,480,1338,100,4,1166,98,2.680000
2016,TN,47131,998,720,838,218,448,69,0,394,67,2.710145
2015,TX,48031,510,380,458,103,261,31,0,231,31,2.935484
2017,OR,41031,1145,806,991,164,598,40,0,592,40,2.200000
2016,NE,31081,441,349,378,71,264,22,1,241,22,2.227273
2015,ID,16073,398,302,356,88,197,13,0,180,13,2.846154
2016,PR,72033,346,276,309,113,157,9,0,102,9,2.111111
2016,IA,19129,800,615,717,137,461,22,0,423,22,2.181818
2015,MS,28159,505,431,479,118,303,20,0,281,20,5.000000
2015,NY,36025,903,729,837,268,405,32,0,357,32,2.437500
2015,GA,13095,2306,1788,2062,655,1087,70,0,989,70,2.457143
2017,MI,26107,1734,1343,1590,297,982,84,0,897,81,2.416667
2017,VA,51830,366,265,319,41,213,5,0,205,5,2.600000
2017,WV,54107,2351,1903,2202,423,1418,94,0,1335,92,2.691489
2016,TN,47151,835,640,783,237,373,142,0,364,140,3.443662
2016,MS,28145,722,591,686,190,382,30,0,355,29,5.066667
2016,ID,16067,572,439,490,137,275,20,0,267,20,2.700000
2017,VA,51127,1481,1003,1220,160,815,25,0,758,22,2.600000
2015,KY,21001,261,183,221,71,93,15,0,91,15,2.866667
2017,MO,29147,664,515,593,93,408,30,0,396,30,2.233333
2016,SC,45027,1028,808,961,364,408,70,0,361,69,4.171429
2015,PR,72035,747,604,670,195,375,15,1,241,15,2.066667
2017,LA,22119,1306,1004,1193,321,643,131,4,594,129,3.801527
2016,KS,20079,1410,1135,1272,190,893,45,0,829,45,2.355556
2015,WI,55077,761,617,724,169,424,32,1,406,30,3.031250
2016,NC,37013,1601,1113,1430,371,686,62,0,666,62,3.129032
2016,NM,35055,1255,943,1181,380,513,32,0,492,32,3.968750
2016,WV,54011,3099,2488,2883,612,1758,138,1,1631,136,3.086957
2015,VT,50017,907,727,852,208,482,36,1,426,34,2.555556
2016,MI,26031,970,742,897,251,463,36,0,439,34,2.638889
2015,TX,48465,1079,811,960,238,545,62,0,520,62,2.693548
2016,VA,51101,1121,758,899,158,566,34,0,529,33,2.588235
2017,AL,01079,1243,892,1082,314,516,117,5,479,117,4.136752
2016,GA,13039,2888,2145,2634,550,1538,83,0,1433,77,2.927711
2016,VA,51750,392,279,326,56,209,10,0,201,10,3.200000
2015,MD,24001,1898,1469,1669,344,1080,67,0,917,66,2.268657
2015,AR,05057,665,555,618,164,371,46,0,291,46,3.369565
2017,VT,50017,816,624,753,146,457,26,0,409,24,2.384615
2015,VA,51167,693,552,659,169,358,95,1,277,95,2.873684
2016,NC,37187,310,210,276,101,103,10,0,101,10,3.300000
2017,KY,21125,2118,1499,1860,560,875,166,1,827,164,3.716867
2017,TN,47103,1287,837,1040,179,609,98,0,574,95,2.785714
2017,MI,26055,3669,2801,3306,505,2183,109,2,2082,105,2.807339
2015,VA,51007,656,475,571,159,299,25,0,269,24,3.200000
2017,TN,47151,749,569,706,194,335,119,0,325,119,2.932773
2016,CA,06063,1310,917,1175,222,656,34,0,651,34,2.147059
2015,WV,54027,924,753,828,196,523,82,0,493,77,2.914634
2016,WI,55119,1417,723,817,124,580,21,0,521,19,2.428571
2017,NJ,34041,4473,2921,3771,715,2087,132,0,1940,125,2.333333
2017,UT,49007,759,487,623,124,349,35,0,321,28,2.457143
2016,MO,29221,694,504,622,178,300,45,0,284,44,3.444444
2015,MT,30065,158,116,139,40,73,4,0,62,4,3.500000
2017,TX,48003,688,469,590,157,291,64,0,284,64,2.984375
2015,WV,54065,740,567,644,164,392,16,0,341,16,2.187500
2015,NM,35029,677,556,629,225,293,52,0,268,52,4.153846
2016,IL,17123,417,332,378,90,235,12,0,229,12,2.083333
2015,AZ,04007,2559,1708,2169,387,1238,79,0,1217,79,2.443038
2017,MS,28137,1224,898,1082,257,588,97,1,500,92,2.938144
2016,IN,18093,1577,1119,1321,311,745,93,0,708,92,2.322581
2016,KS,20161,2555,1901,2180,297,1533,29,0,1472,27,3.862069
2015,FL,12133,725,543,682,237,279,54,0,262,54,3.740741
2017,MO,29133,290,205,231,61,135,18,0,128,18,2.000000
2017,OH,39063,2479,1973,2279,339,1561,105,0,1507,101,2.485714
2015,VA,51067,2367,1723,2034,454,1225,58,0,1100,56,3.224138
2017,KY,21077,349,255,320,83,158,29,0,142,29,2.793103
2016,PA,42067,792,656,755,173,448,32,0,365,29,2.687500
2017,AR,05097,310,238,285,67,162,30,0,158,30,3.800000
2015,LA,22001,1749,1391,1614,335,987,150,0,852,146,3.233333
2016,MS,28133,403,331,370,117,204,32,0,189,32,4.406250
2016,NC,37039,1528,1066,1293,286,741,36,0,725,36,2.527778
2016,AZ,04001,1261,909,1170,480,397,58,0,379,58,4.396552
2017,MN,27045,815,649,748,118,474,41,2,419,40,2.756098
2015,KY,21103,649,488,574,130,332,38,0,309,37,2.394737
2016,KS,20121,2010,1421,1688,287,1072,67,0,1028,62,2.567164
2017,IA,19025,287,241,272,41,191,10,0,177,10,2.000000
2015,TX,48295,90,55,75,18,36,4,0,29,4,3.500000
2016,NC,37115,908,645,820,188,423,45,1,415,43,3.555556
2016,NC,37195,2549,1902,2275,605,1202,115,0,1170,113,2.739130
2017,VA,51075,1168,807,984,128,636,28,0,604,27,2.500000
2015,IN,18151,1620,1234,1412,288,881,46,0,806,45,2.282609
2017,NY,36025,1193,902,1091,260,606,39,0,548,39,2.435897
2015,NY,36051,1903,1450,1611,353,1048,56,0,823,55,3.410714
2017,IN,18123,639,408,474,78,313,34,0,292,34,2.470588
2016,LA,22091,342,261,320,125,126,35,0,112,35,5.371429
2017,WV,54027,915,692,800,132,529,90,0,511,90,2.633333
2015,KY,21013,570,458,546,190,248,84,0,228,84,3.333333
2015,TX,48223,710,492,596,128,338,56,0,331,55,3.321429
2015,NC,37003,1038,752,905,211,505,48,0,488,48,3.166667
2016,TX,48349,1494,1088,1336,385,645,134,0,625,132,3.649254
2015,KS,20079,1318,1075,1184,175,857,46,0,797,42,2.347826
2015,PR,72007,387,343,357,136,188,10,0,85,10,2.800000
2015,MI,26035,1034,822,929,261,516,50,1,476,50,2.600000
2016,KY,21089,1511,1171,1332,326,785,61,1,711,60,3.540984
2016,MN,27169,1527,1310,1436,194,1050,42,5,946,40,4.142857
2017,PR,72139,890,728,828,254,439,31,0,343,31,2.032258
2017,MO,29085,355,254,306,50,200,41,0,193,41,2.585366
2015,MI,26133,677,514,600,162,330,21,1,298,21,2.619048
2016,NC,37173,518,399,485,124,251,9,0,240,9,3.333333
2016,NE,31155,1103,849,960,141,679,47,1,620,42,2.680851
2017,VT,50021,1657,1202,1448,289,847,37,0,796,36,2.648649
2016,WI,55067,1229,949,1126,165,771,81,1,620,80,2.580247
2015,OH,39149,1616,1247,1421,330,867,73,0,815,68,2.369863
2017,IL,17173,453,346,402,70,262,25,0,237,23,2.720000
2016,TX,48415,477,311,395,93,208,30,0,197,30,3.500000
2016,SD,46023,132,100,121,28,67,5,0,59,4,2.800000
2015,KY,21061,467,382,431,98,258,86,0,244,83,3.232558
2016,IL,17053,498,422,456,84,326,31,0,292,29,2.903226
2016,MS,28123,817,624,748,192,407,151,0,349,151,3.589404
2016,NC,37111,1701,1218,1533,371,790,55,0,765,55,2.854545
2017,MN,27091,558,463,515,105,344,36,0,310,34,2.222222
2016,IN,18151,1927,1491,1713,365,1046,71,0,976,71,2.140845
2015,GA,13145,1871,1294,1586,288,974,52,0,924,52,2.596154
2017,GA,13081,470,342,417,124,211,19,0,191,17,3.526316
2015,SC,45039,637,470,580,205,242,44,0,236,44,3.863636
2017,MO,29175,682,488,615,104,372,29,1,360,29,2.793103
2015,IN,18041,823,689,752,234,397,54,0,367,54,2.185185
2015,NC,37083,1306,925,1212,420,471,57,0,448,57,3.649123
2015,IA,19105,960,764,851,136,600,37,0,505,36,2.459459
2015,KY,21025,145,102,132,60,36,21,0,33,21,5.428571
2017,PR,72129,556,464,506,181,255,9,0,147,9,2.111111
2015,PR,72011,323,282,317,90,177,5,0,120,5,2.000000
2017,MN,27071,329,268,298,45,214,15,0,201,15,2.066667
2017,NM,35035,2189,1403,1787,371,974,99,0,921,98,3.515152
2015,KS,20051,672,447,524,91,348,12,0,340,12,2.750000
2017,GA,13149,432,293,382,129,149,23,0,128,23,3.434783
2017,GA,13305,996,749,918,258,463,84,1,432,82,3.285714
2015,IL,17175,164,138,144,21,110,15,1,105,15,2.800000
2016,OH,39065,833,647,765,216,415,43,0,398,39,2.744186
2015,TX,48225,446,338,412,132,183,44,0,162,43,3.681818
2015,IN,18181,1150,847,983,219,596,52,0,554,52,2.076923
2015,CO,08011,92,74,85,37,35,6,0,29,6,2.666667
2017,LA,22075,656,478,577,160,290,31,0,266,29,4.129032
2015,IL,17181,393,310,356,97,194,14,0,180,14,3.428571
2017,IL,17145,539,429,501,127,277,50,0,240,47,3.120000
2017,NE,31119,906,580,662,102,457,29,0,431,28,2.344828
2016,AL,01099,577,473,542,211,240,25,0,195,24,4.400000
2016,IL,17075,759,618,697,179,399,38,0,380,36,2.552632
2017,CO,08029,1629,1091,1419,226,823,89,0,802,89,2.191011
2015,KY,21219,289,233,257,57,167,30,0,132,28,2.700000
2015,IL,17189,468,359,412,75,270,16,0,248,16,2.500000
2015,TX,48159,349,239,296,60,159,20,0,156,20,2.950000
2017,WV,54059,334,268,325,138,115,38,0,99,38,4.157895
2015,NM,35019,66,40,60,12,24,4,0,24,4,2.750000
2017,VA,51027,435,337,423,117,188,58,0,135,58,2.982759
2016,NC,37143,708,472,610,173,275,26,0,263,24,2.615385
2015,TX,48003,680,444,553,133,297,63,0,290,63,3.507937
2015,VA,51169,516,379,492,131,234,78,0,210,78,3.333333
2016,MO,29223,321,248,295,78,158,66,0,153,66,2.984848
2016,IN,18045,536,433,487,147,253,26,0,235,23,2.730769
2016,IL,17061,381,326,361,93,226,21,0,202,21,2.619048
2017,LA,22013,379,301,358,114,170,62,17,160,62,5.274194
2015,MO,29087,112,92,100,20,67,6,0,62,6,2.833333
2017,KY,21191,504,384,471,144,224,24,0,212,24,2.791667
2015,TX,48405,140,115,136,44,67,21,0,49,21,3.904762
2017,WA,53069,260,176,223,42,123,5,0,120,4,2.400000
2016,NE,31033,384,280,308,65,209,27,0,200,24,2.740741
2017,IA,19083,416,329,382,59,253,35,1,232,35,2.142857
2015,KS,20205,152,114,139,36,69,18,0,61,18,3.277778
2017,WV,54005,506,381,472,156,195,50,0,177,49,3.760000
2017,WA,53051,677,440,557,122,288,29,0,273,27,2.344828
2017,TX,48189,692,464,534,150,298,48,0,279,48,2.208333
2017,GA,13109,313,240,288,82,154,30,0,150,29,3.966667
2015,IA,19087,438,347,394,71,266,15,0,240,13,2.333333
2017,KS,20167,139,112,124,28,80,8,0,76,8,2.500000
2017,KS,20043,253,220,237,51,161,15,0,157,15,2.400000
2016,AL,01063,217,170,204,101,61,14,0,56,14,4.714286
2017,IA,19041,420,329,373,42,279,11,0,271,11,2.000000
2017,PR,72043,349,295,323,124,155,4,0,99,4,2.000000
2016,KY,21077,352,256,303,94,142,23,0,132,23,3.565217
2016,IA,19003,83,65,73,24,39,5,1,37,5,3.400000
2016,WV,54009,644,513,580,141,362,26,0,327,26,2.230769
2015,MI,26003,210,169,195,52,109,6,0,102,4,3.500000
2016,SC,45001,631,452,556,169,262,45,0,250,44,3.755556
2015,NE,31031,159,124,138,22,91,1,0,71,1,3.000000
2016,PA,42023,108,88,104,27,57,13,0,53,13,2.384615
2016,MS,28077,386,316,367,157,137,30,0,101,29,4.000000
2016,GA,13287,200,149,186,60,86,21,0,79,21,2.333333
2017,MO,29143,436,308,368,97,200,18,0,189,18,3.055556
2017,MT,30107,37,22,27,5,16,1,0,15,1,2.000000
2015,IN,18007,279,214,251,52,150,18,5,126,17,4.833333
2017,OK,40023,238,188,221,62,112,13,0,100,12,3.846154
2016,TX,48043,281,195,258,61,126,11,0,122,11,2.636364
2017,IL,17065,186,151,179,44,101,18,0,98,18,3.222222
2017,IL,17155,137,111,124,22,86,8,0,80,8,2.000000
2016,MO,29035,135,97,122,22,72,23,0,70,23,2.565217
2015,SD,46129,154,130,141,29,94,9,0,87,9,2.888889
2017,MS,28025,503,402,467,151,227,23,1,205,23,4.260870
2015,SD,46085,39,33,37,13,19,5,0,18,5,4.400000
2015,AL,01085,314,233,295,103,119,32,0,97,29,5.218750
2016,AR,05147,133,91,114,48,41,7,0,40,7,4.000000
2017,MI,26007,478,378,444,99,264,20,0,239,19,2.350000
2016,WI,55051,294,229,275,58,163,12,0,161,12,2.333333
