id	status	score	a	a_key	c	c_key	a_schema	c_schema	a_rows	c_rows	via	via_count	tags	look_for	charts	traps	found	finding_ids	by	date
H:HEALTH__FED_CMS_OPEN_PAYMENTS~LABOR__FED_OSHA_ITA_300A_SUMMARY_2024	dead	11.8	HEALTH__FED_CMS_OPEN_PAYMENTS	CCN	LABOR__FED_OSHA_ITA_300A_SUMMARY_2024	EIN	HEALTH	LABOR	15385047	398620	CCN to EIN via XWALK_HOSPITAL_CCN_EIN	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_CMS_OPEN_PAYMENTS CCN values that reach a EIN through the crosswalk, and on to FED_OSHA_ITA_300A_SUMMARY_2024 :: flow diagram | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS for matched vs unmatched :: paired bars | gap: TOTAL_DEATHS in FED_OSHA_ITA_300A_SUMMARY_2024 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	371 of 1,251 CCNs land (30%). Within NAICS 6221 hospitals, median injury rate is flat: 3.8/4.5/4.4 by OP tier vs 4.3 not-in-xwalk. TOTAL_DEATHS gap is empty: 2 hospital deaths in all of 300A 2024		sweep3-c	2026-09-24
H:HEALTH__FED_CMS_OPEN_PAYMENTS~LABOR__FED_OSHA_ITA_300A_SUMMARY_2025	dead	11.8	HEALTH__FED_CMS_OPEN_PAYMENTS	CCN	LABOR__FED_OSHA_ITA_300A_SUMMARY_2025	EIN	HEALTH	LABOR	15385047	383283	CCN to EIN via XWALK_HOSPITAL_CCN_EIN	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_CMS_OPEN_PAYMENTS CCN values that reach a EIN through the crosswalk, and on to FED_OSHA_ITA_300A_SUMMARY_2025 :: flow diagram | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS for matched vs unmatched :: paired bars | gap: TOTAL_DEATHS in FED_OSHA_ITA_300A_SUMMARY_2025 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	350 of 1,251 CCNs land (28%). Same route as 300A 2024: injury rate flat by OP tier, hospital deaths ~0, so no gap. Not rerun for 2025		sweep3-c	2026-09-24
H:HEALTH__FED_CMS_OPEN_PAYMENTS~LABOR__FED_OSHA_ITA_CASE_DETAIL_2025	probed	11.8	HEALTH__FED_CMS_OPEN_PAYMENTS	CCN	LABOR__FED_OSHA_ITA_CASE_DETAIL_2025	EIN	HEALTH	LABOR	15385047	330447	CCN to EIN via XWALK_HOSPITAL_CCN_EIN	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_CMS_OPEN_PAYMENTS CCN values that reach a EIN through the crosswalk, and on to FED_OSHA_ITA_CASE_DETAIL_2025 :: flow diagram | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS for matched vs unmatched :: paired bars | gap: ANNUAL_AVERAGE_EMPLOYEES in FED_OSHA_ITA_CASE_DETAIL_2025 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	211 of 1,251 OP2024 CCNs reach CD2025 (17%), 172 EINs. Same hospital-only gap as OP2023: violent-case share 7.9% vs 6.4%, bigger sites (median 1,396 vs 585 workers). EIN is the health system's; open: violence gap within size bands		sweep3-c	2026-09-24
H:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES	probed	11.7	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	UEI	ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES	FRS_ID	ECONOMICS	ENVIRONMENT	128155142	279728	UEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_ASSISTANCE_FULL UEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_ASSISTANCE_FULL for matched vs unmatched :: paired bars | gap: share of FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES rows with a AIR_POLLUTANT_CLASS_DESC, matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	939 of 354,619 grant UEIs reach an ICIS-air facility; $183B to them. Median $1.38M vs $0.73M for other crosswalk UEIs: size. Totals include the $9,999,999,999 ceiling rows		sweep3-c	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2~ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES	probed	11.7	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2	UEI	ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES	FRS_ID	ECONOMICS	ENVIRONMENT	93119582	279728	UEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_CONTRACTS_FULL_R2 UEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL_R2 for matched vs unmatched :: paired bars | gap: share of FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES rows with a AIR_POLLUTANT_CLASS_DESC, matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	4,147 of 582,656 UEIs reach ICIS-air; $602B. Any open violation status: 2.4% of matched vs 1.0% of other sites, but among Major sources 8.6% vs 7.4%: size. Lead list: 98 contractor sites with a live HPV status, e.g. Electric Boat Groton $38B since 2024, Blue Bird 'Violation-Unresolved' $108M		sweep3-c	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES	probed	11.7	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	UEI	ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES	FRS_ID	ECONOMICS	ENVIRONMENT	20000000	279728	UEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_CONTRACTS_FULL UEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL for matched vs unmatched :: paired bars | gap: share of FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES rows with a AIR_POLLUTANT_CLASS_DESC, matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	4,193 of 31,685 crosswalk UEIs reach ICIS-air. Circular: the crosswalk was built from this table. Pollutant class filled 96.9% matched vs 94.4% unmatched, no gap		sweep3-c	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS~ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES	probed	11.7	ECONOMICS__FED_USASPENDING_CONTRACTS	UEI	ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES	FRS_ID	ECONOMICS	ENVIRONMENT	6325622	279728	UEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_CONTRACTS UEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS for matched vs unmatched :: paired bars | gap: share of FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES rows with a AIR_POLLUTANT_CLASS_DESC, matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	1,237 of 92,833 UEIs (1.3%) reach ICIS-air; $52B. Median $198K vs $117K other crosswalk UEIs vs $68K outside it: size. Same HPV lead list as R2		sweep3-c	2026-09-24
H:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	probed	11.6	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	UEI	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	ECONOMICS	FINANCE	128155142	150866	UEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_ASSISTANCE_FULL UEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_ASSISTANCE_FULL for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	677 of 354,619 grant UEIs reach an EPA case facility (key is FACILITY_UIN, FRS-shaped); $132B. Table has no dates or penalty, so no after-check possible		sweep3-c	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2~FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	probed	11.6	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2	UEI	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	ECONOMICS	FINANCE	93119582	150866	UEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_CONTRACTS_FULL_R2 UEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL_R2 for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	2,394 of 582,656 UEIs reach an EPA case; $845B; names agree 20/20. Top by case count are FIFRA product cases at HQs: Dow Agro 61, BASF 42, Medline 11 ($3.6B). No case dates in table		sweep3-c	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	probed	11.6	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	UEI	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	ECONOMICS	FINANCE	20000000	150866	UEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_CONTRACTS_FULL UEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	2,427 of 31,685 crosswalk UEIs reach an EPA case. Circular: crosswalk built from this table. Median $114K vs $60K other crosswalk UEIs: size		sweep3-c	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS~FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	probed	11.6	ECONOMICS__FED_USASPENDING_CONTRACTS	UEI	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	ECONOMICS	FINANCE	6325622	150866	UEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_CONTRACTS UEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	762 of 92,833 UEIs (0.8%) reach an EPA case; $79B. Median $229K vs $118K: size. Case table has no dates, so 'after the case' needs the case-level table		sweep3-c	2026-09-24
H:ENVIRONMENT__FED_EPA_ECHO~PROCUREMENT__FED_SAM_EXCLUSIONS	probed	11.6	ENVIRONMENT__FED_EPA_ECHO	FRS_ID	PROCUREMENT__FED_SAM_EXCLUSIONS	UEI	ENVIRONMENT	PROCUREMENT	3135554	168328	FRS_ID to UEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_EPA_ECHO FRS_ID values that reach a UEI through the crosswalk, and on to FED_SAM_EXCLUSIONS :: flow diagram | gap: TOTAL_PENALTIES in FED_EPA_ECHO for matched vs unmatched :: paired bars | gap: share of FED_SAM_EXCLUSIONS rows with a EXCLUSION_TYPE, matched vs unmatched :: paired bars | after: does FED_EPA_ECHO keep going after ACTIVATION_DATE in FED_SAM_EXCLUSIONS :: before-after line	before-after_line flow_diagram paired_bars	reach-is-not-a-usable-join	Only 13 of 23,084 crosswalk UEIs from ECHO sites are SAM-excluded; names agree 13/13. 7 are EPA bans. A&S Skill Machinist is sweep-c's runner-up. TOTAL_PENALTIES reads 0 on 100,701 of 121,824 sites with a penalty date, so the penalty gap can't be read off it		sweep3-c	2026-09-24
H:ENVIRONMENT__EPA_PENALTY_GAP~PROCUREMENT__FED_SAM_EXCLUSIONS	dead	11.5	ENVIRONMENT__EPA_PENALTY_GAP	FRS_ID	PROCUREMENT__FED_SAM_EXCLUSIONS	UEI	ENVIRONMENT	PROCUREMENT	93808	168328	FRS_ID to UEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of EPA_PENALTY_GAP FRS_ID values that reach a UEI through the crosswalk, and on to FED_SAM_EXCLUSIONS :: flow diagram | gap: TOTAL_PENALTIES in EPA_PENALTY_GAP for matched vs unmatched :: paired bars | gap: share of FED_SAM_EXCLUSIONS rows with a EXCLUSION_TYPE, matched vs unmatched :: paired bars | after: does FED_SAM_EXCLUSIONS keep going after DATE_LAST_INSPECTION in EPA_PENALTY_GAP :: before-after line	before-after_line flow_diagram paired_bars	reach-is-not-a-usable-join	1 of 1,244 crosswalk UEIs lands in SAM: Seattle Barrel, EPA ban pending since 2023-11, formal action 2026-02. That is EPA's own case working, not a gap		sweep3-c	2026-09-24
H:ENVIRONMENT__FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS~PROCUREMENT__FED_USASPENDING_BULK	skip	11.3	ENVIRONMENT__FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS	FRS_ID	PROCUREMENT__FED_USASPENDING_BULK	UEI	ENVIRONMENT	PROCUREMENT	10411826	50000	FRS_ID to UEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS FRS_ID values that reach a UEI through the crosswalk, and on to FED_USASPENDING_BULK :: flow diagram | gap: share of FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS rows with a POLLUTANT_NAME, matched vs unmatched :: paired bars | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_BULK for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	BULK is a 50K-row sample: 10 days of contract actions, 2026-05-26 to 06-04, 10,216 UEIs. 165 reach air emissions. Use CONTRACTS_FULL_R2 (sweep-c: 3,535 UEIs)		sweep3-c	2026-09-24
H:ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES~PROCUREMENT__FED_USASPENDING_BULK	skip	11.3	ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES	FRS_ID	PROCUREMENT__FED_USASPENDING_BULK	UEI	ENVIRONMENT	PROCUREMENT	279728	50000	FRS_ID to UEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES FRS_ID values that reach a UEI through the crosswalk, and on to FED_USASPENDING_BULK :: flow diagram | gap: share of FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES rows with a AIR_POLLUTANT_CLASS_DESC, matched vs unmatched :: paired bars | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_BULK for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	BULK is 10 days of contracts (50K rows); 172 UEIs reach ICIS-air. The R2 row covers this route with full history		sweep3-c	2026-09-24
H:ENVIRONMENT__FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS~PROCUREMENT__FED_USASPENDING_BULK	skip	11.3	ENVIRONMENT__FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	PROCUREMENT__FED_USASPENDING_BULK	UEI	ENVIRONMENT	PROCUREMENT	478855	50000	FRS_ID to UEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS FRS_ID values that reach a UEI through the crosswalk, and on to FED_USASPENDING_BULK :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_BULK for matched vs unmatched :: paired bars | after: does FED_USASPENDING_BULK keep going after ACHIEVED_DATE in FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram paired_bars	reach-is-not-a-usable-join	BULK is 10 days of contracts (50K rows); 57 UEIs reach NPDES informal. A 10-day window can't answer an after-date question. sweep2-c did R2: 1,590 UEIs		sweep3-c	2026-09-24
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~PROCUREMENT__FED_USASPENDING_BULK	skip	11.3	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	PROCUREMENT__FED_USASPENDING_BULK	UEI	FINANCE	PROCUREMENT	150866	50000	FRS_ID to UEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a UEI through the crosswalk, and on to FED_USASPENDING_BULK :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_BULK for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	BULK is 10 days of contracts (50K rows); 136 UEIs reach an EPA case. The R2 row covers it: 2,394 UEIs		sweep3-c	2026-09-24
H:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	dead	11.2	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	UEI	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	ECONOMICS	FINANCE	128155142	21930	UEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_ASSISTANCE_FULL UEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_ASSISTANCE_FULL for matched vs unmatched :: paired bars | after: does FED_USASPENDING_ASSISTANCE_FULL keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram paired_bars	reach-is-not-a-usable-join	96 of 354,619 grant UEIs reach an informal action; $12B. After-check moot: nearly all are one-off RCRA notices at colleges and hospitals from 2002-2015, and the money after is routine research and student aid		sweep3-c	2026-09-24
H:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~HOUSING__FED_CFPB_HMDA	untouched	11.2	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	UEI	HOUSING__FED_CFPB_HMDA	LEI	ECONOMICS	HOUSING	128155142	28301	UEI to LEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_ASSISTANCE_FULL UEI values that reach a LEI through the crosswalk, and on to FED_CFPB_HMDA :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_ASSISTANCE_FULL for matched vs unmatched :: paired bars | gap: LOAN_AMOUNT in FED_CFPB_HMDA for matched vs unmatched :: paired bars | big on both sides: FEDERAL_ACTION_OBLIGATION against LOAN_AMOUNT, one dot per match :: scatter	flow_diagram paired_bars scatter	reach-is-not-a-usable-join				
H:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~HOUSING__FED_CFPB_HMDA_DC_ONLY	skip	11.2	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	UEI	HOUSING__FED_CFPB_HMDA_DC_ONLY	LEI	ECONOMICS	HOUSING	128155142	28301	UEI to LEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_ASSISTANCE_FULL UEI values that reach a LEI through the crosswalk, and on to FED_CFPB_HMDA_DC_ONLY :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_ASSISTANCE_FULL for matched vs unmatched :: paired bars | gap: LOAN_AMOUNT in FED_CFPB_HMDA_DC_ONLY for matched vs unmatched :: paired bars | big on both sides: FEDERAL_ACTION_OBLIGATION against LOAN_AMOUNT, one dot per match :: scatter	flow_diagram paired_bars scatter	reach-is-not-a-usable-join	auto-skip at build: HOUSING__FED_CFPB_HMDA_DC_ONLY is a copy of HOUSING__FED_CFPB_HMDA; the original's rows carry the work		build	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2~FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	untouched	11.2	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2	UEI	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	ECONOMICS	FINANCE	93119582	21930	UEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_CONTRACTS_FULL_R2 UEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL_R2 for matched vs unmatched :: paired bars | after: does FED_USASPENDING_CONTRACTS_FULL_R2 keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram paired_bars	reach-is-not-a-usable-join				
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2~HOUSING__FED_CFPB_HMDA	untouched	11.2	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2	UEI	HOUSING__FED_CFPB_HMDA	LEI	ECONOMICS	HOUSING	93119582	28301	UEI to LEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_CONTRACTS_FULL_R2 UEI values that reach a LEI through the crosswalk, and on to FED_CFPB_HMDA :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL_R2 for matched vs unmatched :: paired bars | gap: LOAN_AMOUNT in FED_CFPB_HMDA for matched vs unmatched :: paired bars | big on both sides: FEDERAL_ACTION_OBLIGATION against LOAN_AMOUNT, one dot per match :: scatter	flow_diagram paired_bars scatter	reach-is-not-a-usable-join				
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2~HOUSING__FED_CFPB_HMDA_DC_ONLY	skip	11.2	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2	UEI	HOUSING__FED_CFPB_HMDA_DC_ONLY	LEI	ECONOMICS	HOUSING	93119582	28301	UEI to LEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_CONTRACTS_FULL_R2 UEI values that reach a LEI through the crosswalk, and on to FED_CFPB_HMDA_DC_ONLY :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL_R2 for matched vs unmatched :: paired bars | gap: LOAN_AMOUNT in FED_CFPB_HMDA_DC_ONLY for matched vs unmatched :: paired bars | big on both sides: FEDERAL_ACTION_OBLIGATION against LOAN_AMOUNT, one dot per match :: scatter	flow_diagram paired_bars scatter	reach-is-not-a-usable-join	auto-skip at build: HOUSING__FED_CFPB_HMDA_DC_ONLY is a copy of HOUSING__FED_CFPB_HMDA; the original's rows carry the work		build	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	untouched	11.2	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	UEI	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	ECONOMICS	FINANCE	20000000	21930	UEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_CONTRACTS_FULL UEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL for matched vs unmatched :: paired bars | after: does FED_USASPENDING_CONTRACTS_FULL keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram paired_bars	reach-is-not-a-usable-join				
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~HOUSING__FED_CFPB_HMDA	untouched	11.2	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	UEI	HOUSING__FED_CFPB_HMDA	LEI	ECONOMICS	HOUSING	20000000	28301	UEI to LEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY PEOPLE CROSS HOP	does it land: share of FED_USASPENDING_CONTRACTS_FULL UEI values that reach a LEI through the crosswalk, and on to FED_CFPB_HMDA :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL for matched vs unmatched :: paired bars | gap: LOAN_AMOUNT in FED_CFPB_HMDA for matched vs unmatched :: paired bars | big on both sides: FEDERAL_ACTION_OBLIGATION against LOAN_AMOUNT, one dot per match :: scatter	flow_diagram paired_bars scatter	reach-is-not-a-usable-join				
