id	status	score	key	key_is	a	b	a_schema	b_schema	a_col	b_col	a_rows	b_rows	tags	look_for	charts	traps	found	finding_ids	by	date
P:EIN:FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS~REVOKED_BUT_DEDUCTIBLE	skip	12.2	EIN	nonprofit or company tax ID	FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS	REVOKED_BUT_DEDUCTIBLE	FINANCE	FINDINGS	EIN	EIN	9701952	22512	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many EIN values, each a nonprofit or company tax ID, sit on both sides; check a name or state agrees :: overlap bar | gap: CONTRIBUTION_AMOUNT in FED_IRS527_SCHEDULE_A_CONTRIBUTIONS for matched vs unmatched :: paired bars | gap: REVENUE_AMT in REVOKED_BUT_DEDUCTIBLE for matched vs unmatched :: paired bars | big on both sides: CONTRIBUTION_AMOUNT against REVENUE_AMT, one dot per match :: scatter	overlap_bar paired_bars scatter	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:EIN:HEALTH__HOSPITAL_OFFICER_PAY~REVOKED_BUT_DEDUCTIBLE	skip	12.2	EIN	nonprofit or company tax ID	HEALTH__HOSPITAL_OFFICER_PAY	REVOKED_BUT_DEDUCTIBLE	HEALTH	FINDINGS	EIN	EIN	526374	22512	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many EIN values, each a nonprofit or company tax ID, sit on both sides; check a name or state agrees :: overlap bar | gap: OTHER_COMPENSATION in HOSPITAL_OFFICER_PAY for matched vs unmatched :: paired bars | gap: REVENUE_AMT in REVOKED_BUT_DEDUCTIBLE for matched vs unmatched :: paired bars | big on both sides: OTHER_COMPENSATION against REVENUE_AMT, one dot per match :: scatter	overlap_bar paired_bars scatter	ein-and-cik-width-mismatch	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:UEI:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~HEALTH__SAM_EXCLUDED_PROVIDERS	probed	12.1	UEI	federal contractor	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	HEALTH__SAM_EXCLUDED_PROVIDERS	ECONOMICS	HEALTH	RECIPIENT_UEI, RECIPIENT_PARENT_UEI	UEI	128155142	16144	HARM MONEY PEOPLE CROSS	land rate: how many UEI values, each a federal contractor, sit on both sides; check a name or state agrees :: overlap bar | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_ASSISTANCE_FULL for matched vs unmatched :: paired bars | gap: share of SAM_EXCLUDED_PROVIDERS rows with a EXCLUSION_TYPE, matched vs unmatched :: paired bars | after: does FED_USASPENDING_ASSISTANCE_FULL keep going after ACTIVATION_DATE in SAM_EXCLUDED_PROVIDERS :: before-after line	before-after_line overlap_bar paired_bars	reach-is-not-a-usable-join	SAM_EXCLUDED_PROVIDERS is 100% inside SAM_EXCLUSIONS by SAM_NUMBER: it's non-HHS/OFAC/OPM exclusions, not health providers. 70 of its UEIs got assistance; 13 paid in window, net +$3.05M, the same EPA-listed pair (Overseas Shipholding, Amerihost).		sweep-b	2026-09-24
P:UEI:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2~HEALTH__SAM_EXCLUDED_PROVIDERS	probed	12.1	UEI	federal contractor	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2	HEALTH__SAM_EXCLUDED_PROVIDERS	ECONOMICS	HEALTH	RECIPIENT_UEI, RECIPIENT_PARENT_UEI	UEI	93119582	16144	HARM MONEY PEOPLE CROSS	land rate: how many UEI values, each a federal contractor, sit on both sides; check a name or state agrees :: overlap bar | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL_R2 for matched vs unmatched :: paired bars | gap: share of SAM_EXCLUDED_PROVIDERS rows with a EXCLUSION_TYPE, matched vs unmatched :: paired bars | after: does FED_USASPENDING_CONTRACTS_FULL_R2 keep going after ACTIVATION_DATE in SAM_EXCLUDED_PROVIDERS :: before-after line	before-after_line overlap_bar paired_bars	reach-is-not-a-usable-join	366 excluded-provider UEIs (384 counting all SAM) got contracts, 94% name agree, $5.19B lifetime. 132 got actions inside the ban window, net -$102M (mostly clawbacks), gross +$16.2M. ATI Government Solutions: SBA suspension 2025-10-21, then +$6.8M new money across DOE, Treasury, DOL, USDA, DoD through 2026-08-11. // F-023 C: ATI Government Solutions' $6.8M after its SBA suspension is modifications on five older contracts, $4.6M a termination settlement	F-023	claude	2026-09-24
P:UEI:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~HEALTH__SAM_EXCLUDED_PROVIDERS	probed	12.1	UEI	federal contractor	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	HEALTH__SAM_EXCLUDED_PROVIDERS	ECONOMICS	HEALTH	RECIPIENT_UEI, RECIPIENT_PARENT_UEI	UEI	20000000	16144	HARM MONEY PEOPLE CROSS	land rate: how many UEI values, each a federal contractor, sit on both sides; check a name or state agrees :: overlap bar | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL for matched vs unmatched :: paired bars | gap: share of SAM_EXCLUDED_PROVIDERS rows with a EXCLUSION_TYPE, matched vs unmatched :: paired bars | after: does FED_USASPENDING_CONTRACTS_FULL keep going after ACTIVATION_DATE in SAM_EXCLUDED_PROVIDERS :: before-after line	before-after_line overlap_bar paired_bars	reach-is-not-a-usable-join	Repeats the SAM_EXCLUSIONS pair: all 4,789 EP UEIs are in SAM_EXCLUSIONS. 333 land (all exclusions: 344). 72 had actions in a ban window, but new base awards (mod 0) in window total only $553K over 16 firms; +$8.9M is mods. Capped table, so floors		sweep2-b	2026-09-24
P:UEI:ECONOMICS__FED_USASPENDING_CONTRACTS~HEALTH__SAM_EXCLUDED_PROVIDERS	probed	12.1	UEI	federal contractor	ECONOMICS__FED_USASPENDING_CONTRACTS	HEALTH__SAM_EXCLUDED_PROVIDERS	ECONOMICS	HEALTH	RECIPIENT_UEI, RECIPIENT_PARENT_UEI	UEI	6325622	16144	HARM MONEY PEOPLE CROSS	land rate: how many UEI values, each a federal contractor, sit on both sides; check a name or state agrees :: overlap bar | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS for matched vs unmatched :: paired bars | gap: share of SAM_EXCLUDED_PROVIDERS rows with a EXCLUSION_TYPE, matched vs unmatched :: paired bars | after: does FED_USASPENDING_CONTRACTS keep going after ACTIVATION_DATE in SAM_EXCLUDED_PROVIDERS :: before-after line	before-after_line overlap_bar paired_bars	reach-is-not-a-usable-join	Repeats the SAM_EXCLUSIONS pair: 103 of its 104 UEIs. 50 had FY2025 actions in a ban window; awards that started after the ban total $222K over 8 firms. Top is Bonus Environmental, an EPA facility listing		sweep2-b	2026-09-24
P:UEI:HEALTH__SAM_EXCLUDED_PROVIDERS~PROCUREMENT__FED_USASPENDING_BULK	skip	12.1	UEI	federal contractor	HEALTH__SAM_EXCLUDED_PROVIDERS	PROCUREMENT__FED_USASPENDING_BULK	HEALTH	PROCUREMENT	UEI	RECIPIENT_UEI, RECIPIENT_PARENT_UEI	16144	50000	HARM MONEY PEOPLE CROSS	land rate: how many UEI values, each a federal contractor, sit on both sides; check a name or state agrees :: overlap bar | gap: share of SAM_EXCLUDED_PROVIDERS rows with a EXCLUSION_TYPE, matched vs unmatched :: paired bars | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_BULK for matched vs unmatched :: paired bars | after: does FED_USASPENDING_BULK keep going after ACTIVATION_DATE in SAM_EXCLUDED_PROVIDERS :: before-after line	before-after_line overlap_bar paired_bars	reach-is-not-a-usable-join	BULK is a 50K-row sample, never for totals. 6 EP UEIs, all already in CONTRACTS_FULL/R2 (ATI, Syrnatec, Sanford Federal); net dollars 0 or negative // BULK is a 50K-row sample, never for totals. 6 EP UEIs land (ATI, Syrnatec, Sanford Federal among them), 9 actions, net dollars 0 or negative. Use CONTRACTS_FULL_R2 // BULK is a 50K-row sample, never for totals. 6 EP UEIs land (ATI, Syrnatec, Sanford Federal among them), 8 actions, net dollars 0 or negative. Use CONTRACTS_FULL_R2		sweep2-b	2026-09-24
P:UEI:HEALTH__SAM_EXCLUDED_PROVIDERS~SCIENCE_RESEARCH__FED_NIH_REPORTER	dead	12.1	UEI	federal contractor	HEALTH__SAM_EXCLUDED_PROVIDERS	SCIENCE_RESEARCH__FED_NIH_REPORTER	HEALTH	SCIENCE_RESEARCH	UEI	ORG_UEI	16144	2122611	HARM MONEY PEOPLE CROSS	land rate: how many UEI values, each a federal contractor, sit on both sides; check a name or state agrees :: overlap bar | gap: share of SAM_EXCLUDED_PROVIDERS rows with a EXCLUSION_TYPE, matched vs unmatched :: paired bars | gap: AWARD_AMOUNT in FED_NIH_REPORTER for matched vs unmatched :: paired bars | after: does FED_NIH_REPORTER keep going after ACTIVATION_DATE in SAM_EXCLUDED_PROVIDERS :: before-after line	before-after_line overlap_bar paired_bars		0 of 4,789 EP UEIs are in NIH RePORTER ORG_UEI. The whole SAM_EXCLUSIONS list lands only 2, neither in EP		sweep2-b	2026-09-24
P:UEI:HEALTH__SAM_EXCLUDED_PROVIDERS~SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS	probed	12.1	UEI	federal contractor	HEALTH__SAM_EXCLUDED_PROVIDERS	SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS	HEALTH	SCIENCE_RESEARCH	UEI	UEI	16144	219503	HARM MONEY PEOPLE CROSS	land rate: how many UEI values, each a federal contractor, sit on both sides; check a name or state agrees :: overlap bar | gap: share of SAM_EXCLUDED_PROVIDERS rows with a EXCLUSION_TYPE, matched vs unmatched :: paired bars | gap: AWARD_AMOUNT in FED_SBIR_STTR_AWARDS for matched vs unmatched :: paired bars | after: does FED_SBIR_STTR_AWARDS keep going after ACTIVATION_DATE in SAM_EXCLUDED_PROVIDERS :: before-after line	before-after_line overlap_bar paired_bars	reach-is-not-a-usable-join	Repeats the live SAM_EXCLUSIONS x SBIR row: 13 of its 14 firms, all 5 Newington CT firms included. 0 SBIR awards dated after any ban. Nothing new; don't double count the live row		sweep2-b	2026-09-24
P:EIN:ECONOMICS__FED_DOL_FORM5500~JUSTICE__FED_COURTLISTENER_SCHOOLS	dead	11.9	EIN	nonprofit or company tax ID	ECONOMICS__FED_DOL_FORM5500	JUSTICE__FED_COURTLISTENER_SCHOOLS	ECONOMICS	JUSTICE	SPONSOR_DFE_EIN, PREPARER_EIN, SPONS_DFE_EIN, ADMIN_EIN, LAST_RPT_SPONS_EIN	EIN	33484	6011	MONEY OFFICIALS PEOPLE CROSS	land rate: how many EIN values, each a nonprofit or company tax ID, sit on both sides; check a name or state agrees :: overlap bar | gap: NET_ASSETS_EOY_AMT in FED_DOL_FORM5500 for matched vs unmatched :: paired bars	overlap_bar paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	160 of 2,568 school EINs land on a Form 5500 sponsor EIN, names agree 83%: universities filing their own staff plans. No dollars to compare, NET_ASSETS_EOY_AMT is empty		sweep2-b	2026-09-24
P:EIN:FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS~JUSTICE__FED_COURTLISTENER_SCHOOLS	dead	11.9	EIN	nonprofit or company tax ID	FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS	JUSTICE__FED_COURTLISTENER_SCHOOLS	FINANCE	JUSTICE	EIN	EIN	9701952	6011	MONEY OFFICIALS PEOPLE CROSS	land rate: how many EIN values, each a nonprofit or company tax ID, sit on both sides; check a name or state agrees :: overlap bar | gap: CONTRIBUTION_AMOUNT in FED_IRS527_SCHEDULE_A_CONTRIBUTIONS for matched vs unmatched :: paired bars	overlap_bar paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	0 shared EINs. The 527 EIN is the political group's own		sweep2-b	2026-09-24
P:EIN:HEALTH__HOSPITAL_OFFICER_PAY~JUSTICE__FED_COURTLISTENER_SCHOOLS	dead	11.9	EIN	nonprofit or company tax ID	HEALTH__HOSPITAL_OFFICER_PAY	JUSTICE__FED_COURTLISTENER_SCHOOLS	HEALTH	JUSTICE	EIN	EIN	526374	6011	MONEY OFFICIALS PEOPLE CROSS	land rate: how many EIN values, each a nonprofit or company tax ID, sit on both sides; check a name or state agrees :: overlap bar | gap: OTHER_COMPENSATION in HOSPITAL_OFFICER_PAY for matched vs unmatched :: paired bars	overlap_bar paired_bars	ein-and-cik-width-mismatch	11 shared EINs, name agrees on 3: hospital nursing colleges filed under the hospital's EIN (Blessing, Sentara, Rush, Mayo). Nothing to compare		sweep2-b	2026-09-24
P:NPI:HEALTH__ADDICTION_PRESCRIBERS_PAID~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__ADDICTION_PRESCRIBERS_PAID	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	NPI	NPI	44335	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: ADDICTION_DRUG_COST in ADDICTION_PRESCRIBERS_PAID for matched vs unmatched :: paired bars | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars | big on both sides: ADDICTION_DRUG_COST against OPIOID_PAY_USD, one dot per match :: scatter	overlap_bar paired_bars scatter	reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:NPI:HEALTH__FED_CLINICALTRIALS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__FED_CLINICALTRIALS	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	NPI	NPI	601694	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: STUDY_DURATION_DAYS in FED_CLINICALTRIALS for matched vs unmatched :: paired bars | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:NPI:HEALTH__FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	NPI	NPI	6637	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:NPI:HEALTH__FED_CMS_FACILITY_AFFILIATION~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__FED_CMS_FACILITY_AFFILIATION	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	NPI	NPI	2260193	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars	overlap_bar paired_bars	facility-affiliation-underreports reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:NPI:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	NPI	NPI	11063	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:NPI:HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	NPI	NPI	2047828	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	NPI	NPI	11508	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:NPI:HEALTH__FED_CMS_HOME_HEALTH_OWNERS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__FED_CMS_HOME_HEALTH_OWNERS	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	NPI	NPI	101188	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: PERCENTAGE_OWNERSHIP in FED_CMS_HOME_HEALTH_OWNERS for matched vs unmatched :: paired bars | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:NPI:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	NPI	NPI	9175	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:NPI:HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	NPI	NPI	12456456	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: MEASURE_SCORE in FED_CMS_MEDICARE_DIALYSIS_FACILITIES for matched vs unmatched :: paired bars | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:NPI:HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	RFRG_NPI	NPI	381228	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: SUPLR_MDCR_ALOWD_AMT in FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER for matched vs unmatched :: paired bars | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars | big on both sides: SUPLR_MDCR_ALOWD_AMT against OPIOID_PAY_USD, one dot per match :: scatter	overlap_bar paired_bars scatter	bene-cc-pct-two-scales dme-referrer-columns-lie reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:NPI:HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_SUPPL~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_SUPPL	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	SUPLR_NPI	NPI	440670	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: AVG_SUPLR_MDCR_ALOWD_AMT in FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_SUPPL for matched vs unmatched :: paired bars | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars | big on both sides: AVG_SUPLR_MDCR_ALOWD_AMT against OPIOID_PAY_USD, one dot per match :: scatter	overlap_bar paired_bars scatter	bene-cc-pct-two-scales dme-referrer-columns-lie reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
P:NPI:HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	NPI	doctor or clinic	HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI	OPIOID_PRESCRIBER_PAID_HIGH_RX	HEALTH	FINDINGS	RNDRNG_NPI	NPI	11039787	6020	DERIVED HARM MONEY PEOPLE CROSS	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: AVG_MDCR_ALOWD_AMT in FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI for matched vs unmatched :: paired bars | gap: OPIOID_PAY_USD in OPIOID_PRESCRIBER_PAID_HIGH_RX for matched vs unmatched :: paired bars | big on both sides: AVG_MDCR_ALOWD_AMT against OPIOID_PAY_USD, one dot per match :: scatter	overlap_bar paired_bars scatter	reach-is-not-a-usable-join	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
