id	status	score	schema	table	rows	level	geo_col	all_levels	metrics	a	b	tags	look_for	charts	traps	hunt_trap	found	finding_ids	by	date
G:EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	skip	12.2	FINDINGS	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	287	county	COUNTY_FIPS	county, ZIP code, state	POST_EXCLUSION_PAYMENTS, TOTAL_PAID_AFTER_EXCLUSION, POST_EXCLUSION_PAYMENTS, TOTAL_PAID_AFTER_EXCLUSION, DISTINCT_PAYERS, SHORTAGE_PRIMARY_CARE +3			MONEY HARM PEOPLE MAP DERIVED	rank every county by POST_EXCLUSION_PAYMENTS per person, using CORE.DIM_COUNTY population :: choropleth map | correlate against every other county number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G:JUSTICE__XC_MAPPING_POLICE_VIOLENCE	probed	12.1	JUSTICE	JUSTICE__XC_MAPPING_POLICE_VIOLENCE	15476	ZIP code	ZIPCODE	ZIP code, state, map point	NATIVE_AMERICAN_PERCENT_OF_THE_POPULATION_ACS, ASIAN_PERCENT_OF_THE_POPULATION_ACS, PACIFIC_ISLANDER_PERCENT_OF_THE_POPULATION_ACS, UNNAMED_52, rows with AGENCY_RESPONSIBLE_FOR_DEATH, rows with CAUSE_OF_DEATH +5			HARM PEOPLE MAP DEMOGRAPHIC OUTCOME TEXT	rank every ZIP code by NATIVE_AMERICAN_PERCENT_OF_THE_POPULATION_ACS per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | which places moved most over DATE_OF_INCIDENT_MONTH_DAY_YEAR :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart	reach-is-not-a-usable-join		killings per million per yr 2013-26: NM 10.7, AK 9.3, OK 7.1 vs RI 0.7, MA 1.0, NY 1.2. 2013-16 vs 2022-25: MA 1.4->0.6, MD 3.3->1.7 fell; ID 2.9->5.9, IN 2.5->4.5 rose. Top ZIP: 93307 Bakersfield 19. NAT_PCT is a 0-1 tract fraction, not a ZIP rate. Boring: guns, rurality, small n		sweep2-d	2026-09-24
G2:county:ECONOMICS__FED_BLS_QCEW~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	ECONOMICS ↔ FINDINGS	FED_BLS_QCEW ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	AREA_FIPS / COUNTY_FIPS_2015		ANNUAL_AVG_ESTABLISHMENTS, ANNUAL_AVG_EMPLOYMENT +5 / OPIOID_PAY_USD, OPIOID_RATE +6	ECONOMICS__FED_BLS_QCEW	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: ANNUAL_AVG_ESTABLISHMENTS against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by ANNUAL_AVG_ESTABLISHMENTS: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	ECONOMICS ↔ FINDINGS	FED_USASPENDING_ASSISTANCE_FULL ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / COUNTY_FIPS_2015		FEDERAL_ACTION_OBLIGATION, TOTAL_OBLIGATED_AMOUNT +18 / OPIOID_PAY_USD, OPIOID_RATE +6	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	ECONOMICS ↔ FINDINGS	FED_USASPENDING_CONTRACTS_FULL ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / COUNTY_FIPS_2015		FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +29 / OPIOID_PAY_USD, OPIOID_RATE +6	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:ENVIRONMENT__EPA_PENALTY_GAP~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	ENVIRONMENT ↔ FINDINGS	EPA_PENALTY_GAP ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	FIPS_CODE / COUNTY_FIPS_2015		TOTAL_PENALTIES, LAST_PENALTY_AMT +8 / OPIOID_PAY_USD, OPIOID_RATE +6	ENVIRONMENT__EPA_PENALTY_GAP	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: TOTAL_PENALTIES against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by TOTAL_PENALTIES: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:ENVIRONMENT__FED_EPA_ECHO~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	ENVIRONMENT ↔ FINDINGS	FED_EPA_ECHO ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	FIPS_CODE / COUNTY_FIPS_2015		TOTAL_PENALTIES, PENALTY_COUNT +12 / OPIOID_PAY_USD, OPIOID_RATE +6	ENVIRONMENT__FED_EPA_ECHO	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: TOTAL_PENALTIES against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by TOTAL_PENALTIES: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:ENVIRONMENT__FED_EPA_FRS_FACILITIES~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	ENVIRONMENT ↔ FINDINGS	FED_EPA_FRS_FACILITIES ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	FIPS_CODE / COUNTY_FIPS_2015		 / OPIOID_PAY_USD, OPIOID_RATE +6	ENVIRONMENT__FED_EPA_FRS_FACILITIES	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: row count against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by row count: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	ENVIRONMENT ↔ FINDINGS	FED_EPA_FRS_FRS_PROGRAM_LINKS ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	FIPS_CODE / COUNTY_FIPS_2015		 / OPIOID_PAY_USD, OPIOID_RATE +6	ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: row count against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by row count: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:ENVIRONMENT__FED_EPA_GHGRP_FACILITY~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	ENVIRONMENT ↔ FINDINGS	FED_EPA_GHGRP_FACILITY ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	COUNTY_FIPS / COUNTY_FIPS_2015		ADDRESS2, BAMM_USED_DESC +2 / OPIOID_PAY_USD, OPIOID_RATE +6	ENVIRONMENT__FED_EPA_GHGRP_FACILITY	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: ADDRESS2 against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by ADDRESS2: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:ENVIRONMENT__FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	ENVIRONMENT ↔ FINDINGS	FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	COUNTY_FIPS / COUNTY_FIPS_2015		 / OPIOID_PAY_USD, OPIOID_RATE +6	ENVIRONMENT__FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: row count against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by row count: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:ENVIRONMENT__FED_EPA_TRI_FACILITY~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	ENVIRONMENT ↔ FINDINGS	FED_EPA_TRI_FACILITY ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	STATE_COUNTY_FIPS_CODE / COUNTY_FIPS_2015		ASGN_TECHNICAL_CONTACT, MAIL +1 / OPIOID_PAY_USD, OPIOID_RATE +6	ENVIRONMENT__FED_EPA_TRI_FACILITY	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: ASGN_TECHNICAL_CONTACT against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by ASGN_TECHNICAL_CONTACT: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	nursing-home-chow-flag-constant reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:FINANCE__FED_FDIC_BANK_DATA~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	FINANCE ↔ FINDINGS	FED_FDIC_BANK_DATA ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	FIPS / COUNTY_FIPS_2015		ASSET, DEP +4 / OPIOID_PAY_USD, OPIOID_RATE +6	FINANCE__FED_FDIC_BANK_DATA	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: ASSET against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by ASSET: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	FINANCE ↔ FINDINGS	FED_FDIC_SOD_BRANCH_DEPOSITS ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	BRANCH_STATE_COUNTY_FIPS, INSTITUTION_STATE_COUNTY_FIPS / COUNTY_FIPS_2015		BRANCH_DEPOSITS_THOUSANDS, INSTITUTION_ASSETS_THOUSANDS +5 / OPIOID_PAY_USD, OPIOID_RATE +6	FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: BRANCH_DEPOSITS_THOUSANDS against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by BRANCH_DEPOSITS_THOUSANDS: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:HEALTH__FED_CDC_DRUG_POISONING_COUNTY~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	HEALTH ↔ FINDINGS	FED_CDC_DRUG_POISONING_COUNTY ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	FIPS / COUNTY_FIPS_2015		POPULATION, rows with ESTIMATED_AGE_ADJUSTED_DEATH_RATE_11_CATEGORIES_IN_RANGES / OPIOID_PAY_USD, OPIOID_RATE +6	HEALTH__FED_CDC_DRUG_POISONING_COUNTY	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: POPULATION against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by POPULATION: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:HEALTH__FED_CDC_INJURY_VIOLENCE_COUNTY~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	HEALTH ↔ FINDINGS	FED_CDC_INJURY_VIOLENCE_COUNTY ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	GEOID / COUNTY_FIPS_2015		COUNT_SUP, RATE +2 / OPIOID_PAY_USD, OPIOID_RATE +6	HEALTH__FED_CDC_INJURY_VIOLENCE_COUNTY	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: COUNT_SUP against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by COUNT_SUP: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	cdc-injury-count-sup-is-the-count cdc-injury-county-has-overdose-2019-2024 reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:HEALTH__FED_DEA_ARCOS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	HEALTH ↔ FINDINGS	FED_DEA_ARCOS ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	REPORTER_COUNTY_FIPS, BUYER_COUNTY_FIPS / COUNTY_FIPS_2015		QUANTITY, DOSAGE_UNITS +4 / OPIOID_PAY_USD, OPIOID_RATE +6	HEALTH__FED_DEA_ARCOS	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: QUANTITY against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by QUANTITY: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:HEALTH__FED_HRSA_HPSA_PRIMARY_CARE~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	HEALTH ↔ FINDINGS	FED_HRSA_HPSA_PRIMARY_CARE ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	COMMON_STATE_COUNTY_FIPS_CODE, STATE_COUNTY_FIPS_CODE / COUNTY_FIPS_2015		HPSA_SCORE, PC_MCTA_SCORE +8 / OPIOID_PAY_USD, OPIOID_RATE +6	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: HPSA_SCORE against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by HPSA_SCORE: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:HEALTH__FED_HRSA_SHORTAGE_AREAS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	HEALTH ↔ FINDINGS	FED_HRSA_SHORTAGE_AREAS ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	COMMON_STATE_COUNTY_FIPS_CODE / COUNTY_FIPS_2015		rows with HPSA_DISCIPLINE_CLASS / OPIOID_PAY_USD, OPIOID_RATE +6	HEALTH__FED_HRSA_SHORTAGE_AREAS	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: rows with HPSA_DISCIPLINE_CLASS against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by rows with HPSA_DISCIPLINE_CLASS: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	HEALTH ↔ FINDINGS	FED_HRSA_UDS_SERVICE_DELIVERY_SITES ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	STATE_COUNTY_FIPS_CODE, STATE_FIPS_CONGRESSIONAL_DISTRICT_CODE / COUNTY_FIPS_2015		OPERATING_HOURS_PER_WEEK / OPIOID_PAY_USD, OPIOID_RATE +6	HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: OPERATING_HOURS_PER_WEEK against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by OPERATING_HOURS_PER_WEEK: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	HOUSING ↔ FINDINGS	FED_FEMA_IA_HOUSING_REGISTRATIONS ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	FIPS / COUNTY_FIPS_2015		GROSS_INCOME, FLOOD_DAMAGE_AMOUNT +29 / OPIOID_PAY_USD, OPIOID_RATE +6	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: GROSS_INCOME against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by GROSS_INCOME: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:HOUSING__FED_USDA_RD_MFH_ACTIVE_PROJECTS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	HOUSING ↔ FINDINGS	FED_USDA_RD_MFH_ACTIVE_PROJECTS ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	STATE_COUNTY_FIPS_CODE / COUNTY_FIPS_2015		PROJECT_SIZE_UNITS, TOTAL_1_BEDROOM_UNITS +8 / OPIOID_PAY_USD, OPIOID_RATE +6	HOUSING__FED_USDA_RD_MFH_ACTIVE_PROJECTS	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: PROJECT_SIZE_UNITS against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by PROJECT_SIZE_UNITS: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:JUSTICE__RACIAL_JAIL_DISPARITY~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	JUSTICE ↔ FINDINGS	RACIAL_JAIL_DISPARITY ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	FIPS / COUNTY_FIPS_2015		BLACK_JAIL_RATE, WHITE_JAIL_RATE +7 / OPIOID_PAY_USD, OPIOID_RATE +6	JUSTICE__RACIAL_JAIL_DISPARITY	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: BLACK_JAIL_RATE against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by BLACK_JAIL_RATE: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
G2:county:JUSTICE__XC_VERA_INCARCERATION_TRENDS~OPIOID_PRESCRIBER_PAID_HIGH_RX	skip	11.9	JUSTICE ↔ FINDINGS	XC_VERA_INCARCERATION_TRENDS ↔ OPIOID_PRESCRIBER_PAID_HIGH_RX	6020	county pair	COUNTY_FIPS / COUNTY_FIPS_2015		METRO_AREA, LAND_AREA +75 / OPIOID_PAY_USD, OPIOID_RATE +6	JUSTICE__XC_VERA_INCARCERATION_TRENDS	OPIOID_PRESCRIBER_PAID_HIGH_RX	DERIVED HARM MONEY PEOPLE CROSS PANEL	roll both to county: METRO_AREA against OPIOID_PAY_USD, per person :: scatter | top tenth of counties by METRO_AREA: where do they sit on OPIOID_PAY_USD :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
