model,layer,subject,family,class,thing_token,map_evidence,map_confidence,grain_phrase,spine_entity,natural_key,n_columns,column_quality,pre_aggregated,sem_date,sem_money,sem_geo,sem_id,sem_code,sem_population,sem_flag,sem_quantity
finance__fed_epa_icis_fec_epa_informal_enforcement_actions,marts,environment,action,event,actions,name token 'actions',medium,,,,10,clean,False,1,0,0,2,3,0,0,0
finance__fed_epa_icis_fec_icis_fec_epa_inspections,marts,environment,inspection,event,inspections,name token 'inspections',medium,,,,16,clean,False,2,0,0,4,5,0,0,0
finance__fed_fatca_ffi,marts,finance,organization,noun,ffi,name token 'ffi',medium,,,,5,star-upstream-resolved,False,0,0,1,1,0,0,0,0
finance__fed_fdic_bank_data,marts,finance,organization,noun,bank,name token 'bank',medium,,,,48,star-upstream-resolved,False,2,0,10,5,2,0,0,0
finance__fed_fdic_sod_branch_deposits,marts,finance,payment,event,deposits,name token 'deposits',medium,,,,85,star-upstream-resolved,False,5,7,25,9,16,0,8,0
finance__fed_fec_bulk,marts,finance,contribution,event,fec,name token 'fec',medium,,,,15,clean,False,0,0,2,2,0,0,0,0
finance__fed_fec_bulk_committees,marts,finance,organization,noun,committees,name token 'committees',medium,,,,16,clean,False,0,0,2,2,0,0,0,0
finance__fed_fec_cand_cmte_linkage,marts,finance,crosswalk,link,linkage,name token 'linkage',medium,,,,7,clean,False,2,0,0,3,0,0,0,0
finance__fed_fec_candidates,marts,finance,person,noun,candidates,name token 'candidates',medium,,,,15,clean,False,1,0,3,1,1,0,0,0
finance__fed_fec_committee_to_candidate,marts,finance,person,noun,candidate,name token 'candidate',medium,,,,23,clean,False,1,1,2,5,2,0,1,2
finance__fed_fec_committees,marts,finance,organization,noun,committees,name token 'committees',medium,,,,15,clean,False,0,0,2,2,0,0,0,0
finance__fed_fec_independent_expenditures,marts,finance,trade,event,transaction,grain says 'one row per independent expenditure transaction',high,independent expenditure transaction,,,23,clean,False,3,1,1,3,1,0,1,3
finance__fed_fec_indiv_contributions,marts,finance,contribution,event,contribution,grain says 'one row per individual contribution',high,individual contribution,,,15,clean,False,1,1,2,3,3,0,0,0
finance__fed_fec_leadership_pac,marts,finance,crosswalk,link,linkage,grain says 'one row per candidate-committee linkage',high,candidate-committee linkage,,,7,clean,False,2,0,0,3,0,0,0,0
finance__fed_fhfa_fhlb_membership,marts,finance,membership,link,membership,name token 'membership',medium,,,,17,star-upstream-resolved,False,2,0,4,5,2,0,0,0
finance__fed_finra_mpid_list,marts,finance,registry,noun,list,name token 'list',medium,,,,13,star-upstream-resolved,False,0,0,1,2,1,0,0,0
finance__fed_irs_soi,marts,finance,aggregate,aggregate,soi,name token 'soi',medium,,,,150,clean,True,1,2,2,0,1,0,0,2
finance__fed_msrb_registrants,marts,finance,organization,noun,registrants,name token 'registrants',medium,,,,8,star-upstream-resolved,False,0,0,1,3,1,0,0,0
finance__fed_ncua_call_reports_foicu,marts,finance,filing,event+noun,reports,name token 'reports',medium,,,,31,star-upstream-resolved,False,4,0,5,4,6,0,1,0
finance__fed_ncua_call_reports_fs220,marts,finance,filing,event+noun,reports,name token 'reports',medium,,,,249,star-upstream-resolved,False,2,0,0,3,0,0,0,0
finance__fed_ncua_charter_merger_events,marts,finance,action,event,events,name token 'events',medium,,,,15,star-upstream-resolved,False,0,2,3,3,1,0,0,0
finance__fed_ncua_federally_insured_cu_list,marts,finance,organization,noun,cu,name token 'cu',medium,,,,26,star-upstream-resolved,False,1,6,5,3,1,0,0,4
finance__fed_occ_national_banks,marts,finance,organization,noun,banks,name token 'banks',medium,,,,10,star-upstream-resolved,False,0,0,3,3,0,0,0,0
finance__fed_occ_thrifts,marts,finance,organization,noun,thrifts,name token 'thrifts',medium,,,,10,star-upstream-resolved,False,0,0,3,3,0,0,0,0
finance__fed_pcaob_form_ap_filings,marts,finance,filing,event+noun,filing,grain says 'one row per filing linking engagement',high,filing linking engagement,,,64,star-upstream-resolved,False,11,0,4,11,1,3,3,1
finance__fed_sec_13f_filers,marts,finance,organization,noun,filers,name token 'filers',medium,,,,22,clean,False,0,0,2,1,0,0,0,0
finance__fed_sec_13f_holdings,marts,finance,ownership,link,holdings,name token 'holdings',medium,,,,16,clean,False,0,0,0,2,0,0,0,0
finance__fed_sec_13f_positions,marts,finance,ownership,link,holding,grain says 'one row per 13f position holding',high,13F position holding,,,15,clean,False,0,0,0,2,0,0,0,0
finance__fed_sec_13f_submission,marts,finance,filing,event+noun,submission,name token 'submission',medium,,,,15,clean,False,0,0,0,2,0,0,0,0
finance__fed_sec_13f_submissions,marts,finance,filing,event+noun,filing,grain says 'one row per 13f submission filing',high,13F submission filing,,,6,clean,False,1,0,0,2,0,0,0,0
finance__fed_sec_business_development_company_report,marts,finance,filing,event+noun,report,name token 'report',medium,,,,10,clean,False,1,0,4,2,2,0,0,0
finance__fed_sec_closed_end_fund_information,marts,finance,program,noun,fund,name token 'fund',medium,,,,10,clean,False,1,0,4,2,2,0,0,0
finance__fed_sec_dera_sub_2024q1,marts,finance,filing,event+noun,,override: DERA sub = EDGAR submissions,high,,,,36,clean,False,2,0,0,2,1,0,0,0
finance__fed_sec_dera_sub_2024q2,marts,finance,filing,event+noun,,override: DERA sub = EDGAR submissions,high,,,,36,clean,False,2,0,0,2,1,0,0,0
finance__fed_sec_dera_sub_2024q3,marts,finance,filing,event+noun,,override: DERA sub = EDGAR submissions,high,,,,36,clean,False,2,0,0,2,1,0,0,0
finance__fed_sec_dera_sub_2024q4,marts,finance,filing,event+noun,,override: DERA sub = EDGAR submissions,high,,,,36,clean,False,2,0,0,2,1,0,0,0
finance__fed_sec_dera_sub_2025q1,marts,finance,filing,event+noun,,override: DERA sub = EDGAR submissions,high,,,,36,clean,False,2,0,0,2,1,0,0,0
finance__fed_sec_dera_sub_2025q2,marts,finance,filing,event+noun,,override: DERA sub = EDGAR submissions,high,,,,36,clean,False,2,0,0,2,1,0,0,0
finance__fed_sec_dera_sub_2025q3,marts,finance,filing,event+noun,,override: DERA sub = EDGAR submissions,high,,,,36,clean,False,2,0,0,2,1,0,0,0
finance__fed_sec_dera_sub_2025q4,marts,finance,filing,event+noun,,override: DERA sub = EDGAR submissions,high,,,,36,clean,False,2,0,0,2,1,0,0,0
finance__fed_sec_dera_sub_2026q1,marts,finance,filing,event+noun,,override: DERA sub = EDGAR submissions,high,,,,36,clean,False,2,0,0,2,1,0,0,0
finance__fed_sec_edgar_company_tickers_exchange,marts,finance,instrument,noun,tickers,name token 'tickers',medium,,,,8,star-upstream-resolved,False,0,0,0,4,0,0,0,0
finance__fed_sec_edgar_financials,marts,finance,filing,event+noun,edgar,name token 'edgar',medium,,,,37,clean,False,2,0,0,2,1,0,0,0
finance__fed_sec_edgar_insiders,marts,finance,filing,event+noun,edgar,name token 'edgar',medium,,,,14,clean,False,4,0,0,2,1,0,0,0
finance__fed_sec_insider_deriv_trans,marts,finance,trade,event,trans,name token 'trans',medium,,,,42,clean,False,8,4,0,1,4,0,0,2
finance__fed_sec_insider_nonderiv_trans,marts,finance,trade,event,transaction,grain says 'one row per insider transaction',high,insider transaction,,,17,clean,False,1,1,0,1,2,0,2,0
finance__fed_sec_insider_reportingowner,marts,finance,role,link,pair,grain says 'one row per filing-owner pair',high,filing-owner pair,,,10,clean,False,0,0,2,2,1,0,0,0
finance__fed_sec_insider_submission,marts,finance,filing,event+noun,filing,grain says 'one row per insider filing',high,insider filing,,,12,clean,False,2,0,0,3,1,0,0,0
finance__fed_sec_investment_company_series_class,marts,finance,organization,noun,company,name token 'company',medium,,,,18,star-upstream-resolved,False,0,0,4,7,3,0,0,0
finance__fed_sec_money_market_fund_information,marts,finance,program,noun,fund,name token 'fund',medium,,,,11,clean,False,0,0,0,4,2,0,0,0
finance__intl_iso_mic_registry,marts,finance,code,code,mic,name token 'mic',medium,,,,20,star-upstream-resolved,False,4,0,2,2,2,0,0,0
finance__intl_osfi_regulated_fi,marts,finance,organization,noun,osfi,name token 'osfi',medium,,,,17,star-upstream-resolved,False,0,0,4,2,3,0,0,0
finance__intl_wb_ids,marts,finance,aggregate,aggregate,wb,name token 'wb',medium,,,,69,clean,True,0,0,1,0,3,0,0,1
foreign_influence__fed_fara_bulk,marts,foreign_influence,filing,event+noun,fara,name token 'fara',medium,,,,33,star-cte-resolved,False,8,0,7,4,1,0,2,0
governance__fed_revolvingdoor_project,marts,governance,ownership,link,position,grain says 'one row per unique personnel position',high,unique personnel position,,,46,star-cte-resolved,False,0,0,0,3,1,0,2,1
government_records__fed_nara_aad,marts,government_records,dataset,noun,aad,name token 'aad',medium,,,,14,star-cte-resolved,False,1,0,2,4,0,0,0,0
government_records__fed_usaspending_tas_filter_tree,marts,government_records,award,event+noun,usaspending,name token 'usaspending',medium,,,,8,star-upstream-resolved,False,0,0,0,2,0,0,0,2
health__fed_cdc_anxiety_depression,marts,health,unresolved,event,,columns only: dated rows,low,,,,14,clean,False,4,0,1,0,1,0,0,0
health__fed_cdc_data_portal,marts,health,dataset,noun,dataset,grain says 'one row per dataset',high,dataset,,,20,clean,False,5,0,0,2,2,0,0,1
health__fed_cdc_drug_poisoning_county,marts,health,place,noun,county,name token 'county',medium,,,,8,clean,False,1,0,4,0,0,1,0,1
health__fed_cdc_health_insurance,marts,health,unresolved,event,,columns only: dated rows,low,,,,16,clean,False,4,0,1,1,1,0,1,0
health__fed_cdc_injury_violence_county,marts,health,place,noun,county,name token 'county',medium,,,,12,clean,False,1,0,2,0,0,0,0,4
health__fed_cdc_leading_causes_state,marts,health,unresolved,event,,columns only: dated rows,low,,,,8,clean,False,1,0,1,1,0,0,0,1
health__fed_cdc_nndss_weekly_2024,marts,health,unresolved,event,,columns only: dated rows,low,,,,16,clean,False,9,0,1,0,0,0,1,1
health__fed_cdc_overdose,marts,health,accident,event,overdose,name token 'overdose',medium,,,,12,clean,False,2,0,2,0,0,0,0,2
health__fed_cdc_suicide_rates,marts,health,measurement,event,rates,name token 'rates',medium,,,,13,clean,False,2,0,0,0,0,0,0,4
health__fed_cdc_wonder,marts,health,unresolved,event,,columns only: dated rows,low,,,,8,clean,False,1,0,0,1,0,1,0,1
health__fed_clinicaltrials,marts,health,unresolved,event,,columns only: dated rows,low,,,,44,star-cte-resolved,False,6,0,0,6,5,1,3,0
health__fed_cms_ambulatory_specialty_model_participants,marts,health,unresolved,noun,,"columns only: named located rows, undated",low,,,,16,clean,False,0,0,1,1,0,0,0,0
health__fed_cms_dialysis,marts,health,unresolved,event,,columns only: dated rows,low,,,,142,clean,False,16,0,5,1,35,29,0,28
health__fed_cms_facility_affiliation,marts,health,membership,link,affiliation,grain says 'one row per provider-facility affiliation',high,provider-facility affiliation,,,9,clean,False,0,0,0,3,1,0,0,0
health__fed_cms_facility_level_minimum_data_set_frequency,marts,health,measurement,event,level,name token 'level',medium,,,,16,clean,False,1,0,3,0,2,3,0,3
health__fed_cms_federally_qualified_health_center_enrollments,marts,health,registration,event+noun,enrollments,name token 'enrollments',medium,,,,21,clean,False,1,0,5,4,5,2,0,0
health__fed_cms_fiscal_intermediary_shared_system_attending_and_rendering,marts,health,program,noun,system,name token 'system',medium,,,,3,clean,False,0,0,0,1,0,0,0,0
health__fed_cms_hcris,marts,health,unresolved,event,,columns only: dated money rows,low,,,,125,clean,False,7,32,3,3,5,7,0,33
health__fed_cms_home_health,marts,health,unresolved,event,,columns only: dated money rows,low,,,,96,clean,False,8,3,7,1,2,28,0,16
health__fed_cms_home_health_agency_enrollments,marts,health,registration,event+noun,enrollments,name token 'enrollments',medium,,,,22,clean,False,1,0,7,3,5,2,0,0
health__fed_cms_hospice,marts,health,unresolved,event,,columns only: dated rows,low,,,,12,clean,False,1,0,6,1,2,0,0,0
health__fed_cms_hospital_compare,marts,health,provider,noun,hospital,name token 'hospital',medium,,,,38,clean,False,0,0,4,2,7,0,0,19
health__fed_cms_hospital_enrollments,marts,health,registration,event+noun,enrollments,name token 'enrollments',medium,,,,39,clean,False,5,0,7,3,5,2,1,0
health__fed_cms_hospital_general,marts,health,provider,noun,hospital,grain says 'one row per hospital',high,hospital,,,38,clean,False,0,0,4,1,7,0,0,19
health__fed_cms_irf,marts,health,unresolved,event,,columns only: dated rows,low,,,,12,clean,False,1,0,6,1,2,0,0,0
health__fed_cms_ltch,marts,health,unresolved,event,,columns only: dated rows,low,,,,13,clean,False,1,0,6,1,2,1,0,0
health__fed_cms_main,marts,health,unresolved,noun,,"columns only: named located rows, undated",low,,,,10,clean,False,0,0,2,2,0,0,0,0
health__fed_cms_medicare_diabetes_prevention_program,marts,health,program,noun,program,name token 'program',medium,,,,13,clean,False,0,0,6,3,2,0,0,0
health__fed_cms_medicare_dialysis_facilities,marts,health,facility,noun,facilities,name token 'facilities',medium,,,,14,clean,False,1,0,2,2,1,0,0,1
health__fed_cms_medicare_durable_medical_equipment_devices_supplies_by_refer,marts,health,product,noun,devices,name token 'devices',medium,,,,97,clean,False,0,12,4,1,1,0,3,39
health__fed_cms_medicare_durable_medical_equipment_devices_supplies_by_suppl,marts,health,product,noun,devices,name token 'devices',medium,,,,32,clean,False,0,3,4,2,3,0,1,0
health__fed_cms_medicare_inpatient_hospitals_by_provider,marts,health,provider,noun,provider,name token 'provider',medium,,,,57,clean,False,0,2,4,0,0,0,0,39
health__fed_cms_medicare_inpatient_hospitals_by_provider_and_service,marts,health,role,link,service,name token 'service',medium,,,,15,clean,False,0,2,4,0,1,0,0,0
health__fed_cms_medicare_outpatient_hospitals_by_provider_and_service,marts,health,role,link,service,name token 'service',medium,,,,18,clean,False,0,3,4,0,1,0,0,1
health__fed_cms_medicare_physician_other_practitioners_by_provider,marts,health,provider,noun,provider,name token 'provider',medium,,,,81,clean,False,0,9,4,1,2,0,3,39
health__fed_cms_medicare_physician_other_practitioners_by_provider_and_servi,marts,health,provider,noun,provider,name token 'provider',medium,,,,28,clean,False,1,3,4,1,3,0,2,0
health__fed_cms_medicare_provider,marts,health,provider,noun,provider,name token 'provider',medium,,,,81,clean,False,0,9,4,1,2,0,3,39
health__fed_cms_nadac,marts,health,product,noun,drug,grain says 'one row per drug',high,drug,,,14,star-cte-resolved,False,3,0,0,0,2,0,1,2
health__fed_cms_nppes,marts,health,provider,noun,,override: NPPES is the national provider registry (columns live only in warehouse),high,,,,3,documented-only-partial,False,0,0,0,2,1,0,0,0
health__fed_cms_nursing_home,marts,health,facility,noun,nursing,name token 'nursing',medium,,,,97,clean,False,24,4,10,5,5,3,0,22
health__fed_cms_nursing_home_deficiencies,marts,health,violation,event,deficiencies,name token 'deficiencies',medium,,,,23,clean,False,3,0,4,2,4,0,0,0
health__fed_cms_nursing_home_fire_deficiencies,marts,health,violation,event,deficiencies,name token 'deficiencies',medium,,,,24,clean,False,3,0,4,2,4,0,0,0
health__fed_cms_nursing_home_penalties,marts,health,enforcement,event,penalties,name token 'penalties',medium,,,,14,clean,False,3,4,4,1,1,0,0,0
health__fed_cms_open_payments,marts,health,payment,event,payment,grain says 'one row per payment record',high,payment record,,,22,clean,False,2,5,2,3,3,0,1,0
health__fed_cms_open_payments_2022,marts,health,payment,event,payment,grain says 'one row per payment record',high,payment record,,,22,clean,False,2,5,2,3,3,0,1,0
health__fed_cms_open_payments_2023,marts,health,payment,event,payment,grain says 'one row per payment record',high,payment record,,,22,clean,False,2,5,2,3,3,0,1,0
health__fed_cms_open_payments_profile_supplement,marts,health,payment,event,payments,name token 'payments',medium,,,,35,star-upstream-resolved,False,1,0,11,5,7,0,0,0
health__fed_cms_opioid_treatment_program_providers,marts,health,provider,noun,providers,name token 'providers',medium,,,,9,clean,False,1,0,5,1,0,0,0,0
health__fed_cms_opt_out_affidavits,marts,health,unresolved,event,,columns only: dated rows,low,,,,13,clean,False,3,0,3,1,2,0,0,0
health__fed_cms_order_and_referring,marts,health,enforcement,event,order,name token 'order',medium,,,,8,clean,False,0,0,0,1,0,0,0,0
health__fed_cms_part_d_prescribers,marts,health,provider,noun,prescriber,grain says 'one row per prescriber',high,prescriber,,,84,clean,False,2,0,4,1,3,0,11,16
health__fed_cms_partd_prescribers,marts,health,provider,noun,prescriber,grain says 'one row per prescriber',high,prescriber,,,20,star-cte-resolved,False,1,3,3,1,1,0,0,5
