NPI,EXCLUSION_TYPE,GENERAL_CATEGORY,SPECIALTY,STATE,EXCLUSION_YEAR,REINSTATEMENT_YEAR,PAY_YEAR,NATURE_OF_PAYMENT,N_PAYMENTS,TOTAL_DOLLARS,AFTER_EXCLUSION_FLAG
1366400798,1128a1,"PHYSICIAN (MD, DO)",ORTHOPEDICS,PA,2023,,2024,Food and Beverage,1,118.5,1
1790010460,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,AZ,2026,,2022,Food and Beverage,1,118.12,0
1053454009,1128a1,"PHYSICIAN (MD, DO)",OPHTHALMOLOGY,SC,2023,,2023,Food and Beverage,7,117.61,1
1689011991,1128b4,IND- LIC HC SERV PRO,DENTIST,WI,2026,,2022,Food and Beverage,3,117.58,0
1760445936,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2022,Food and Beverage,7,117.53,0
1740267459,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,PA,2022,,2024,Food and Beverage,3,66.92,1
1073615118,1128a1,"PHYSICIAN (MD, DO)",ONCOLOGY,CA,2024,,2022,Food and Beverage,1,66.85,0
1477871382,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,OH,2026,,2022,Food and Beverage,3,66.53,0
1265410591,1128b6,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,KS,2019,,2022,Food and Beverage,1,66.23,1
1548263627,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,MS,2025,,2024,Food and Beverage,2,65.86,0
1003907957,1128a1,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,FL,2022,,2023,Food and Beverage,3,65.72,1
1558407411,1128b7,"PHYSICIAN (MD, DO)",PLASTIC SURGERY,CA,2023,,2023,Food and Beverage,3,65.48,1
1780642736,1128b7,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,IL,2022,,2024,Food and Beverage,3,65.3,1
1033111000,1128a1,"PHYSICIAN (MD, DO)",OTORHINOLARYNGOLOGY,NC,2024,,2023,Food and Beverage,3,65.17,0
1710207311,1128a1,IND- LIC HC SERV PRO,DENTIST,CA,2021,,2024,Food and Beverage,1,64.79,1
1184653214,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,AZ,2026,,2022,Food and Beverage,3,64.37,0
1033472386,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OH,2026,,2022,Food and Beverage,1,64.24,0
1548376965,1128b4,IND- LIC HC SERV PRO,OPTOMETRY,CO,2018,,2022,Food and Beverage,1,64.08,1
1396796033,1128a4,"MEDICAL PRACTICE, MD",GENERAL PRACTICE,FL,2008,,2022,Food and Beverage,4,63.64,1
1750385647,1128a1,"PHYSICIAN (MD, DO)",OPHTHALMOLOGY,AZ,2024,,2022,Food and Beverage,1,63.42,0
1033161120,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,MO,2026,,2023,Food and Beverage,3,63.37,0
1235237546,1128a3,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,AL,2024,,2024,Food and Beverage,1,63.22,1
1992988257,1128a1,"PHYSICIAN (MD, DO)",NEPHROLOGY,KY,2026,,2023,Food and Beverage,3,62.97,0
1972596526,1128b4,"PHYSICIAN (MD, DO)",PEDIATRICS,NY,2024,,2022,Food and Beverage,3,62.9,0
1295943595,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,WA,2024,,2022,Education,1,62.5,0
1942301502,1128b4,IND- LIC HC SERV PRO,DENTIST,CO,2026,,2023,Food and Beverage,1,62.5,0
1720089147,1128b4,"PHYSICIAN (MD, DO)",PEDIATRICS,CA,2024,,2023,Food and Beverage,3,62.28,0
1659348548,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,FL,2026,,2022,Food and Beverage,4,62.16,0
1003312018,1128b4,"PHYSICIAN (MD, DO)",SURGERY,MA,2025,,2023,Food and Beverage,3,62.16,0
1124165543,1128b5,IND- LIC HC SERV PRO,DENTIST,CT,2013,,2024,Food and Beverage,1,61.97,1
1629138326,1128b4,"PHYSICIAN (MD, DO)",NEPHROLOGY,CA,2023,,2022,Food and Beverage,3,61.91,0
1720031503,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,GA,2025,,2022,Food and Beverage,4,61.87,0
1871606244,1128b14,IND- LIC HC SERV PRO,OPTOMETRY,IA,2018,,2023,Food and Beverage,2,61.56,1
1982624524,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2021,,2023,Food and Beverage,6,61.25,1
1053819557,1128b4,IND- LIC HC SERV PRO,OPTOMETRY,CA,2024,,2022,Food and Beverage,2,60.96,0
1740206358,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,AL,2020,,2023,Food and Beverage,2,60.73,1
1801014238,1128b4,"PHYSICIAN (MD, DO)",PLASTIC SURGERY,OH,2024,,2022,Food and Beverage,4,60.28,0
1356323059,1128b14,IND- LIC HC SERV PRO,DENTIST,NY,2013,,2024,Food and Beverage,2,59.9,1
1427002393,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,FL,2023,,2022,Food and Beverage,3,59.61,0
1588732077,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,MD,2023,,2023,Food and Beverage,1,59.59,1
1366400798,1128a1,"PHYSICIAN (MD, DO)",ORTHOPEDICS,PA,2023,,2022,Food and Beverage,1,59.52,0
1033263439,1128a1,"PHYSICIAN (MD, DO)",PSYCHIATRY,AK,2021,,2024,Food and Beverage,1,59.34,1
1811085574,1128a2,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2020,,2022,Food and Beverage,3,59.27,1
1497863468,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,NJ,2026,,2023,Food and Beverage,4,59.09,0
1245347574,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,GA,2012,,2022,Food and Beverage,1,58.65,1
1154454601,1128b7,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,IL,2023,,2022,Food and Beverage,3,58.45,0
1134216633,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,TN,2025,,2024,Food and Beverage,2,58.27,0
1831248731,1128a4,"PHYSICIAN (MD, DO)",GYN/OBS,FL,2025,,2023,Food and Beverage,3,58.21,0
1184983066,1128b4,IND- LIC HC SERV PRO,DENTIST,NC,2025,,2023,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",2,57.97,0
1861415374,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2024,,2022,Education,4,57.93,0
1104829639,1128b7,"PHYSICIAN (MD, DO)",CARDIOLOGY,TX,2020,,2022,Food and Beverage,4,56.96,1
1225146640,1128b1,IND- LIC HC SERV PRO,DENTIST,NY,2018,,2023,Food and Beverage,2,56.72,1
1912011792,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,KY,2023,,2023,Food and Beverage,3,56.53,1
1770542151,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,PA,2018,,2022,Food and Beverage,4,56.09,1
1184983066,1128b4,IND- LIC HC SERV PRO,DENTIST,NC,2025,,2022,Entertainment,1,55.63,0
1629158514,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2015,,2022,Food and Beverage,1,55.41,1
1750420303,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,PA,2022,,2024,Education,1,54.95,1
1952470924,1128a1,IND- LIC HC SERV PRO,CHIROPRACTIC,NY,2017,,2024,Food and Beverage,2,54.93,1
1184602849,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CT,2025,,2022,Food and Beverage,2,54.75,0
1750362554,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,OR,2024,,2022,Education,6,54.54,0
1992030050,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,TN,2018,,2024,Food and Beverage,3,54.53,1
1750370466,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,WA,2024,,2023,Food and Beverage,3,54.21,0
1710207311,1128a1,IND- LIC HC SERV PRO,DENTIST,CA,2021,,2024,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1,54.09,1
1992200919,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,FL,2025,,2022,Food and Beverage,1,53.75,0
1124318068,1128a3,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CT,2022,,2024,Food and Beverage,2,53.69,1
1861461469,1128a4,"PHYSICIAN (MD, DO)",GYN/OBS,WV,2022,,2024,Food and Beverage,1,53.68,1
1558352260,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,NY,2020,,2024,Food and Beverage,1,53.63,1
1073511192,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TN,2018,,2023,Food and Beverage,2,53.52,1
1902856065,1128a4,BUS OWNER/EXEC,PHYSICIAN PRACTICE (,VA,2024,,2022,Food and Beverage,4,53.05,0
1356323059,1128b14,IND- LIC HC SERV PRO,DENTIST,NY,2013,,2023,Food and Beverage,2,53.04,1
1386923407,1128a4,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,NJ,2014,,2023,Food and Beverage,1,14.0,1
1285900621,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,PA,2024,,2022,Education,1,14.0,0
1902819550,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NM,2026,,2022,Food and Beverage,1,13.98,0
1205991569,1128a1,"PHYSICIAN (MD, DO)",GYN/OBS,FL,2020,,2022,Food and Beverage,1,13.95,1
1871716290,1128a1,IND- LIC HC SERV PRO,DENTIST,FL,2019,,2023,Education,1,13.85,1
1003896192,1128b3,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,AZ,2023,,2022,Food and Beverage,1,13.79,0
1922134907,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TN,2024,,2024,Food and Beverage,1,13.71,1
1588614606,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,WV,2014,,2024,Food and Beverage,1,13.69,1
1619274743,1128a3,"PHYSICIAN (MD, DO)",NEPHROLOGY,CA,2021,,2023,Food and Beverage,1,13.67,1
1356311591,1128b7,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,IL,2012,,2024,Food and Beverage,1,13.63,1
1487838025,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,AZ,2022,,2022,Food and Beverage,1,13.62,1
1275556268,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2014,,2022,Food and Beverage,1,13.59,1
1447395108,1128a1,"PHYSICIAN (MD, DO)",GYN/OBS,IL,2023,,2022,Gift,1,13.57,0
1750318770,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2013,,2023,Food and Beverage,1,13.56,1
1144242090,1128a1,"PHYSICIAN (MD, DO)",SURGERY,IL,2023,,2023,Food and Beverage,1,13.47,1
1174663777,1128b14,IND- LIC HC SERV PRO,DENTIST,TX,2012,,2023,Food and Beverage,1,13.37,1
1356342786,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,FL,2024,,2023,Food and Beverage,1,13.35,0
1871658310,1128a4,"PHYSICIAN (MD, DO)",CARDIOLOGY,OR,2020,,2024,Food and Beverage,1,13.25,1
1174592455,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2026,,2022,Food and Beverage,1,13.24,0
1215901517,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TN,2025,,2022,Food and Beverage,1,13.22,0
1922346428,1128a1,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,WA,2026,,2022,Food and Beverage,1,13.14,0
1659431724,1128a4,IND- LIC HC SERV PRO,DENTIST,WI,2022,,2023,Education,1,13.11,1
1689084675,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TX,2025,,2022,Food and Beverage,1,13.08,0
1053443705,1128b14,DENTAL PRACTICE,DENTIST,NJ,2009,,2023,Food and Beverage,1,13.08,1
1386060549,1128a4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,PA,2024,,2022,Food and Beverage,1,13.08,0
1265619480,1128b1,IND- LIC HC SERV PRO,DENTIST,TX,2024,,2022,Food and Beverage,1,13.08,0
1285900621,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,PA,2024,,2023,Food and Beverage,1,13.04,0
1053311266,1128b4,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,NY,2025,,2022,Food and Beverage,1,13.03,0
1700821709,1128b4,"PHYSICIAN (MD, DO)",SURGERY,CA,2025,,2023,Food and Beverage,1,12.99,0
1467660365,1128a1,DENTAL PRACTICE,DENTIST,IL,1995,,2023,Food and Beverage,1,12.87,1
1912139957,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,NJ,2014,,2023,Food and Beverage,1,12.83,1
1639117559,1128a1,IND- LIC HC SERV PRO,CHIROPRACTIC,MN,2024,,2022,Food and Beverage,1,12.73,0
1902144272,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,MS,2023,,2023,Food and Beverage,1,12.72,1
1053398503,1128a1,IND- LIC HC SERV PRO,CHIROPRACTIC,SC,2024,,2022,Food and Beverage,1,12.7,0
1366486938,1128a4,"PHYSICIAN (MD, DO)",SURGERY,IN,2020,,2022,Food and Beverage,1,12.69,1
1205829231,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,TX,2015,,2022,Food and Beverage,1,12.63,1
1114989092,1128b4,"PHYSICIAN (MD, DO)",RADIOLOGY,TX,2025,,2022,Food and Beverage,1,12.57,0
1801821715,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,FL,2022,,2022,Food and Beverage,1,12.56,1
1578623203,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OR,2014,,2022,Food and Beverage,1,12.38,1
1457306128,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,PA,2026,,2022,Food and Beverage,1,12.37,0
1417042417,1128a2,IND- LIC HC SERV PRO,DENTIST,PA,2024,,2022,Food and Beverage,1,12.35,0
1295053510,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,NC,2025,,2022,Education,1,12.16,0
1942208715,1128a1,"PHYSICIAN (MD, DO)",SURGERY,MO,2026,,2024,Education,1,12.15,0
1538222658,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,PA,2025,,2024,Education,1,12.15,0
1700983038,1128b4,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,UT,2013,,2022,Food and Beverage,1,12.05,1
1164636932,1128a1,"PHYSICIAN (MD, DO)",ONCOLOGY,FL,2017,,2022,Education,1,11.97,1
1316029002,1128b4,IND- LIC HC SERV PRO,DENTIST,UT,2024,,2022,Food and Beverage,1,11.91,0
1891876520,1128a3,IND- LIC HC SERV PRO,PODIATRY,CA,2023,,2024,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",2,11.88,1
1811067275,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,IL,2022,,2022,Food and Beverage,1,11.79,1
1851520365,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,FL,2024,,2022,Food and Beverage,1,11.78,0
1144380114,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NY,2026,,2022,Education,1,11.71,0
1952370173,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NY,2026,,2022,Education,1,11.71,0
1891774147,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2025,,2022,Food and Beverage,1,11.68,0
1295721876,1128b7,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2024,,2023,Food and Beverage,1,11.37,0
1467660365,1128a1,DENTAL PRACTICE,DENTIST,IL,1995,,2022,Food and Beverage,1,10.67,1
1750449682,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2016,,2023,Food and Beverage,1,10.35,1
1952301699,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,FL,2022,,2022,Travel and Lodging,1,10.0,1
1740238757,1128a2,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,IL,2025,,2023,Education,1,10.0,0
1942208715,1128a1,"PHYSICIAN (MD, DO)",SURGERY,MO,2026,,2022,Education,1,9.05,0
1174548499,1128b3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,PA,2024,,2022,Travel and Lodging,1,9.0,0
1922096221,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TN,2024,,2022,Education,1,6.1,0
1437217601,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,MI,2017,,2023,Food and Beverage,1,5.92,1
1629098496,1128a4,"PHYSICIAN (MD, DO)",PSYCHIATRY,MA,2026,,2022,Education,2,5.23,0
1043213887,1128b4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,MD,2016,,2023,Food and Beverage,1,3.82,1
1114918752,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,PA,2025,,2022,Food and Beverage,1,21.77,0
1073102679,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TN,2024,,2024,Food and Beverage,1,21.64,1
1396867610,1128a1,NURSING PROFESSION,NURSE/NURSES AIDE,OH,2010,,2023,Food and Beverage,1,21.56,1
1003838087,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OH,2015,,2024,Food and Beverage,1,21.56,1
1174688493,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2019,,2024,Food and Beverage,1,21.55,1
1942247689,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,MI,2024,,2024,Food and Beverage,1,21.54,1
1619226438,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,PA,2026,,2024,Food and Beverage,1,21.53,0
1275587123,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,FL,2017,,2024,Food and Beverage,1,21.45,1
1558556480,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2026,,2024,Food and Beverage,1,21.43,0
1295812329,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2023,,2022,Food and Beverage,1,21.39,0
1962693275,1128b4,"MEDICAL PRACTICE, MD",FAMILY PRACTICE,AL,2009,,2024,Food and Beverage,1,21.38,1
1134279920,1128b4,"PHYSICIAN (MD, DO)",PATHOLOGY,WA,2013,,2023,Food and Beverage,1,21.3,1
1306877766,1128a4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TX,2023,,2022,Education,1,21.0,0
1972530418,1128b4,"PHYSICIAN (MD, DO)",PEDIATRICS,CA,2024,,2023,Food and Beverage,1,21.0,0
1497863468,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,NJ,2026,,2022,Education,1,21.0,0
1336248830,1128b4,"PHYSICIAN (MD, DO)",SURGERY,CA,2025,,2022,Education,1,21.0,0
1417068511,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2023,,2022,Education,1,21.0,0
1164780169,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,SD,2023,,2023,Food and Beverage,1,20.96,1
1568523397,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,KY,2016,,2024,Food and Beverage,1,20.83,1
1790792380,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NE,2021,,2022,Food and Beverage,1,20.82,1
1649289935,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2024,,2022,Food and Beverage,1,20.77,0
1306929047,1128a1,IND- LIC HC SERV PRO,CHIROPRACTIC,KY,2024,,2022,Food and Beverage,1,20.77,0
1053452615,1128b4,"PHYSICIAN (MD, DO)",SURGERY,ME,2023,,2023,Food and Beverage,1,20.68,1
1891879003,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2016,,2024,Food and Beverage,1,20.65,1
1801839063,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,FL,2025,,2023,Food and Beverage,1,20.65,0
1265431316,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2020,,2023,Food and Beverage,1,20.64,1
1417928516,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2025,,2022,Food and Beverage,1,20.64,0
1194949735,1128a1,IND- LIC HC SERV PRO,DENTIST,MI,2019,,2023,Food and Beverage,1,20.61,1
1801070313,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,VA,2026,,2023,Education,2,20.6,0
1801828611,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2022,Food and Beverage,1,20.58,0
1295812329,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2023,,2024,Food and Beverage,1,20.5,1
1174776264,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,MA,2017,,2023,Food and Beverage,1,20.42,1
1952365777,1128a2,PODIATRY PRACTICE,PODIATRY,IL,2009,,2022,Food and Beverage,1,20.34,1
1801839063,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,FL,2025,,2022,Food and Beverage,1,20.33,0
1033282207,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,OH,2025,,2022,Food and Beverage,1,20.33,0
1841227436,1128a1,"MEDICAL PRACTICE, MD",GENERAL PRACTICE,CA,2009,,2022,Food and Beverage,1,20.29,1
1316212608,1128b4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,CA,2024,,2022,Food and Beverage,1,20.24,0
1558894998,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,MI,2023,,2024,Food and Beverage,1,20.23,1
1174592455,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2026,,2023,Food and Beverage,1,20.22,0
1639513773,1128a4,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,AZ,2022,,2023,Food and Beverage,1,20.11,1
1609985852,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2022,Education,2,20.1,0
1265529333,1128a2,"PHYSICIAN (MD, DO)",UROLOGY,FL,2025,,2022,Food and Beverage,1,20.05,0
1932177144,1128b4,"PHYSICIAN (MD, DO)",SURGERY,NJ,2023,,2024,Food and Beverage,1,20.02,1
1861518755,1128a3,DENTAL PRACTICE,DENTIST,NY,2011,,2022,Food and Beverage,1,20.02,1
1043310956,1128a1,"MEDICAL PRACTICE, MD",INTERNAL MEDICINE,NY,2000,,2023,Food and Beverage,1,20.0,1
1457658338,1128a1,IND- LIC HC SERV PRO,DENTIST,CA,2025,,2024,Food and Beverage,1,19.97,0
1295767671,1128a2,"PHYSICIAN (MD, DO)",GYN/OBS,NJ,2017,,2023,Food and Beverage,1,19.88,1
1619089166,1128b4,"PHYSICIAN (MD, DO)",NEUROLOGY,TX,2021,,2022,Food and Beverage,1,19.83,1
1437169034,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,MI,2025,,2023,Food and Beverage,1,19.8,0
1861482531,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2022,,2024,Food and Beverage,1,19.67,1
1346403177,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,FL,2026,,2023,Food and Beverage,1,19.67,0
1710901095,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,FL,2022,,2023,Food and Beverage,1,19.65,1
1992799704,1128b7,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,CA,2023,,2023,Food and Beverage,1,19.62,1
1457492340,1128a1,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,FL,2025,,2023,Food and Beverage,1,19.59,0
1932311735,1128a1,IND- LIC HC SERV PRO,OPTOMETRY,LA,2020,,2022,Food and Beverage,1,19.43,1
1407996820,1128a4,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,MO,2025,,2022,Food and Beverage,1,19.4,0
1003907957,1128a1,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,FL,2022,,2024,Food and Beverage,1,19.35,1
1831666171,1128a4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,TX,2024,,2023,Food and Beverage,1,19.29,0
1689049355,1128a4,BUS OWNER/EXEC,CLINIC,OK,2022,,2024,Food and Beverage,1,19.29,1
1780054429,1128a4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TX,2025,,2023,Food and Beverage,1,19.29,0
1306834643,1128b4,"MEDICAL PRACTICE, MD",ORTHOPEDICS,ID,2008,,2023,Food and Beverage,1,19.17,1
1003999145,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2013,,2023,Food and Beverage,1,19.17,1
1841227436,1128a1,"MEDICAL PRACTICE, MD",GENERAL PRACTICE,CA,2009,,2024,Food and Beverage,1,19.16,1
1871551721,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,NJ,2025,,2023,Food and Beverage,1,19.1,0
1710205034,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,AL,2025,,2022,Food and Beverage,2,116.81,0
1497729099,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2021,,2024,Food and Beverage,1,116.51,1
1922062181,1128b7,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,TX,2021,,2022,Food and Beverage,7,115.95,1
1902819352,1128a1,IND- LIC HC SERV PRO,DENTIST,GA,2026,,2022,Food and Beverage,3,115.78,0
1427120583,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,FL,2020,,2024,Food and Beverage,1,115.0,1
1417348186,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,TX,2023,,2022,Food and Beverage,3,114.86,0
1669422523,1128a1,"PHYSICIAN (MD, DO)",SURGERY,WV,2018,,2022,Food and Beverage,1,114.51,1
1174511356,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,IN,2023,,2022,Food and Beverage,7,114.39,0
1932185121,1128a3,"PHYSICIAN (MD, DO)",LABORATORY-IDTF,TN,2012,,2023,Food and Beverage,2,113.88,1
1316931942,1128a1,"PHYSICIAN (MD, DO)",NEUROLOGY,WV,2023,,2022,Food and Beverage,1,113.86,0
1295896041,1128b4,"PHYSICIAN (MD, DO)",PLASTIC SURGERY,CA,2026,,2022,Food and Beverage,6,113.26,0
1053475814,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,MI,2020,,2022,Food and Beverage,1,113.12,1
1386816544,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2023,,2022,Food and Beverage,6,113.04,0
1902010713,1128a2,IND- LIC HC SERV PRO,DENTIST,FL,2023,,2022,Gift,1,112.99,0
1053523910,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,IN,2023,,2023,Food and Beverage,1,112.77,1
1659850501,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,FL,2024,,2024,Food and Beverage,1,112.7,1
1942301502,1128b4,IND- LIC HC SERV PRO,DENTIST,CO,2026,,2022,Travel and Lodging,3,112.66,0
1033472386,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OH,2026,,2024,Food and Beverage,3,111.93,0
1639177918,1128b4,IND- LIC HC SERV PRO,CHIROPRACTIC,NY,2024,,2022,Food and Beverage,1,111.7,0
1184609885,1128a3,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2022,,2024,Food and Beverage,1,111.49,1
1982771697,1128b14,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2013,,2023,Food and Beverage,4,111.49,1
