story_id	lead_ids	primary_lead	headline	number	grade	verdict	novelty_guess	pre_known	sections	tables	watch_out	frozen_sha1
S188	218	218	Sen. Richard Blumenthal filed all 69 of his stock-trade reports on paper, 2021-2026; the warehouse holds none of his trades	69 of 69 periodic transaction reports on paper, Feb 2021 to Aug 2026; since 2024, 43 of the Senate's 44 paper filings are his.	C	narrowed			deep3cd	`POLITICS__FED_SENATE_EFD_FILINGS`, `FINANCE__FED_SENATE_EFD_PTR`, `FINANCE__SENATE_TRADES`	"Legal and public: the scans sit on the Senate site, the habit goes back to 2012, and g12 plus deep-6 already found it; ""since 2024, 43 of 44"" is mostly other senators leaving or switching."	9e32fe1e2a8f
S189	219	219	139 campaign funds for races run by 2016 still hold $7.98M; Robin Tallon's 1992 committee paid out $1.39M in 2023-24	$7.98M cash across 139 committees (median $366; 3 hold 59%; 32 terminated); Tallon for Congress paid out $1,391,737 in the 2024 cycle with $0 from individual donors.	C	narrowed			deep3cd	`POLITICS__FEC_CANDIDATE`, `POLITICS__FEC_CANDIDATE_SUMMARY`	TTL_DISB is all money out, not spending: it includes Byrne's $300K payback to himself and likely investment purchases. This also repeats g28's Tallon lead.	3746054bfebd
S190	220	220	RA Capital filed as director at 21 companies in 2024, OrbiMed 16, Baker Bros 13; eight firms drive biotech's lead	Investment firms filed as director at 91 of 708 biotechs (12.9%) vs 24 of 372 software companies (6.5%) in 2024; without eight firms, biotech is below software in 2022, 2023 and 2024.	C	narrowed			deep3cd	`FINANCE__FED_SEC_INSIDER_REPORTINGOWNER`, `FINANCE__FED_SEC_INSIDER_SUBMISSION`, `FINANCE__FED_SEC_DERA_SUB_2024Q1` (plus Q2-Q4)	"Eight firms carry the whole biotech-vs-software gap, so the ""sector"" test is really a test of RA, OrbiMed and Baker Bros; a 4-year window cuts the gap to 1.4x and counting 10% owners to 1.25x."	2d99454e5b44
S191	221	221	EPA sent Osage County, Oklahoma oil-field wells zero violation notices after April 2023, while still inspecting about 225 a year	Osage injection-well notices: 88 in 2022, 2 in 2023, 0 since April 2023; formal cases on the same wells held at 14-18 a year.	D	broken			deep3cd	`FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS`, `FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS`, `FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES`	"The builder's headline is broken: the 54 Jan-Sep 2024 notices went to small drinking-water systems, not wells, and the Oct 2024 ""stop"" is those notices moving to another EPA system (SFDW went 12 to 172)."	7f95f42d5613
S192	222	222	A third of small, non-exempt US-listed foreign companies missed a new March 2026 insider-stock deadline by 13+ days	China/HK small issuers trail other small foreign issuers by 12 points, not 16, once blank-country firms are placed; vs non-Israel peers p = 0.08, vs Asian/US/Australian peers p = 0.53.	C	narrowed			deep3cd	`FINANCE__FED_SEC_EDGAR_INSIDERS`, `FINANCE__FED_SEC_DERA_SUB_2025Q1` (through `_2026Q1`), `FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE`	"DERA leaves the business-country field blank on ~40% of late-2025 rows, which misfiled 26 China/HK firms as ""other""; what's left of the China gap depends on one peer country, Israel."	e8b7c19a6dca
S193	223	223	Senegal's government foreign-debt payments due in 2026 equal 54% of its 2024 export earnings, top of 108 poorer countries	$4.44B scheduled for 2026 = 54.0% of 2024 exports; Bhutan 50.2%; median of 108 low- and middle-income countries 8.4%.	C	narrowed			deep3cd	`FINANCE__INTL_WB_IDS`	One ~$1.06B bond payment due in 2026 is what puts Senegal ahead of Bhutan; on 2027 or the 2026-28 average it drops to #2. The World Bank publishes this ratio itself.	06b5dd777f78
S194	224	224	Companies late on stock-option award reports in 2017-20 stayed late in 2021-24: roughly 13% vs 1.5% for peers	Builder: 20.3% of 2021-24 awards 30+ days late at the 23 repeat companies vs 1.5% at 1,248 peers; skeptic's rough cut without Security National is about 13% (not re-run). AgEagle: 85 of 117 awards 30+ days late.	C	narrowed			deep3cd	`FINANCE__FED_SEC_INSIDER_DERIV_TRANS`, `FINANCE__FED_SEC_INSIDER_SUBMISSION`, `FINANCE__FED_SEC_INSIDER_REPORTINGOWNER`	"The #1 contributor, Security National, is a stock-dividend re-report artifact; AgEagle's 2021-24 lates sit on catch-up filing days; ""option awards"" also counts warrants, convertible preferred and RSUs."	8b2d2eb41003
S195	225	225	189 old campaign funds paid out $8.57M in the 2024 cycle; 19% went to candidates, parties and PACs, not 2.1%	$8,569,194.71 out from 189 committees (median $1,794.61); the committee-to-committee file shows 19.4% to candidates, parties and PACs (23.5% with loan repayments), not the 2.1% seen in gifts to candidates alone.	C	narrowed			deep3cd	`FINANCE__FED_FEC_BULK`, `POLITICS__FEC_CANDIDATE`, `POLITICS__FEC_CANDIDATE_SUMMARY`, `FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE`	The 2.1% came from checking only gifts to candidates; the committee-to-committee file shows 19.4%. The exact-name filter also let sitting politicians' committees (Ted Cruz, Tom Kean Jr) into the list.	8dab36c1ba2e
S196	226	226	41 super PACs named for police, veterans and sick kids raised $181.5M; roughly 4% reached real political spending	Builder: at most $22.5M (12.5%) to politics, 2017-24; 73% of the itemized ad money paid a phone and caging vendor block, so real political spending is closer to 4%. That six-vendor block is paid only by sympathy-named committees, 24 of 24.	C	narrowed			deep3cd	`FINANCE__FED_FEC_COMMITTEES_DIM`, `POLITICS__FED_FEC_PAC_SUMMARY`, `FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES`	The 66.5% peer is big-donor super PACs; small-dollar peers send only 6.5-8.7%. 46% of the dollars are j8's FEC twins, so it isn't a new lead, and the count is a floor (2 Piaro PACs, $18.75M, were dropped).	4a06e6c4cb36
S197	227	227	3 of 748 big credit unions lost 20%+ of net worth in a year: Civic, Greater Nevada, U.S. Eagle	Net worth -39.5% (Civic FCU, $3.19B), -30.3% (Greater Nevada CU, ratio 3.33%), -20.6% (U.S. Eagle FCU); they rank #2, #4 and #1 of 758 on loans 60+ days late.	C	narrowed			deep3cd	`FINANCE__FED_NCUA_CALL_REPORTS_FS220`, `FINANCE__FED_NCUA_FEDERALLY_INSURED_CU_LIST`, `FINANCE__FED_NCUA_CALL_REPORTS_FOICU`	The late-loan rank isn't a second witness (same call report, same mechanism) and the ACCT_041B label is unconfirmed; Greater Nevada is profitable with low charge-offs yet lost $24.5M of net worth, unexplained.	7d1e26ce14c4
S198	228	228	19 water systems serving 4,347 people buy only from sellers that broke a chemical limit; their own records look clean	19 systems and 4,347 people after cleanup (builder said 99 and 45,518); a buyer carries a chemical violation 8.4% of the time when its seller violated, 0.3% when the seller is clean.	C	narrowed			deep3cd	`ENVIRONMENT__FED_EPA_SDWA_SDWA_FACILITIES`, `ENVIRONMENT__FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT`, `ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS`	The flagship was misread: Saline Valley's arsenic violation sits where it buys Millstone's water, and Harrisburg plus nine towns drink its clean well water. The rule charges the seller by design.	208eafc36403
S199	229	229	EPA's database shows Nebraska with 24 of 66 plants nationwide holding an old, serious air violation never acted on	24 of 66 facilities (36%, 17-36% depending on the cutoff) with a high-priority violation from before July 2024, unresolved, no formal action ever; on Title V major sources alone, 5 of 40.	C	narrowed			deep3cd	`ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_PROGRAMS`, `ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY`, `ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FORMAL_ACTIONS`, `ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES`	ADM Columbus isn't in the 24 and only 4 of the 7 named ethanol plants are; 19 of the 24 aren't Title V sources, and a records gap is likely (Nebraska's formal actions in the database fell 89% at the 2014 system switch).	14294ad30faf
S200	230	230	Diamondback's Permian Basin frack jobs drew 1.6-2.3 times the fresh-groundwater share of other reporting drillers in 2025	"Gap 1.6-2.3x in 2025 against operators that report water, 1.2x across all years; the builder's 40.5% vs 10.4% (about 4x) didn't hold, and ""22% of wells"" is really 9.3%."	C	narrowed			deep3cd	`ENVIRONMENT__FED_FRACFOCUS_WATER_SOURCE`, `ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST`, `LIBRARY_RAW.LANDING.FED_FRACFOCUS_DISCLOSURE_LIST`	The 4x was basin mix (Diamondback's Midland Basin wells vs a peer group 71% in the Delaware Basin) plus a groundwater-only count; the biggest home-county peers file no water rows at all.	4d3f267dccd8
S201	231	231	The Pentagon's tech agency renewed Ivanti's often-hacked phone-management software each spring: $21.8M+ since 2023, on a fixed calendar	$21,771,170 on 6 DISA awards, May 2023 to Apr 2026 (skeptic: really 9 DISA awards; federal EPMM spending at least ~$43.8M); 7 exploited EPMM holes listed in that window.	C	narrowed			deep3cd	`JUSTICE__FED_CISA_KEV`, `ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2`	"The ""$8,043,000 four days after the listing"" is the yearly license renewal for a June 1 start (DISA has ordered in Mar-May every year since 2017); ""paid"" should read ""obligated""."	84c310883920
S202	232	232	US coal power rose 85 terawatt-hours (13%) in 2025, about 1.8 times every other country's coal rise combined	+84.99 TWh (+13.03%); the 23 other risers among 89 countries with 2025 data added 36.26 TWh (2.3x), about 1.8x once Ember's Asia residual for missing countries is added.	C	narrowed			deep3cd	`ENERGY__INTL_EMBER_ELEC`	It is a rebound: 2023-24 lost 179 TWh when gas was cheap, and 2025 wins back 85 while staying 94 TWh below 2022. 105 countries, Indonesia included, have no 2025 data.	a69e595c28a3
S203	233	233	Texas gas plants able to switch to oil rose from 4.9% to 6.0% of capacity after the 2021 freeze	ERCOT 3,508 MW of 63,770 MW gas winter capacity (5.5%; 6.0% on the generator flag), up from 4.9% before Uri; SPP fell 17.2% to 13.6%, MISO 18.5% to 17.8%.	C	narrowed			deep3cd	`ENERGY__FED_EIA860_3_5_MULTIFUEL`, `ENERGY__FED_EIA860_3_1_GENERATOR`, `ENERGY__FED_EIA860_2_PLANT`	"""Less than half of SPP and MISO"" is north vs south: SPP's southern states sit at 4.7% (Oklahoma 1.0%) and MISO's at 6.7%; the switch flags are self-reported by operators."	a8a8b1026be7
S204	234	234	Four unnamed traders held 69.7% of sell positions in one mid-Atlantic power futures contract in early 2026, a record	Top-4 share of the short side, PJM Western Hub off-peak day-ahead futures on ICE: 69.7% in 2026 Q1 (peak week 71.8% on 2026-03-10) vs 47.4% in 2024 Q1, but only about 5 points over the 2014-15 highs.	C	narrowed			deep3cd	`EDUCATION__FED_CFTC_COT_FUTURES`	One exchange only: the same product on Nodal Exchange sits near its low (~32%), 2024 is the series' lowest point, and the CFTC never names the traders.	d5ab3d698c33
S205	235	235	FEMA couldn't confirm occupancy on 28.6% of downtown Lahaina's fire-aid registrations; adjusted, the gap to neighbors is 7.5-9 points	Tract 314.04: 3,261 registrations for 3,223 residents (1.01, 38 over the line); 71.4% verified vs 86.3% and 88.1% in the other two burn tracts.	C	narrowed			deep3cd	`DIM_TRACT`, `HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS`	About 40% of the unverified said it wasn't their primary home; the rest rests on one field (VERIFIED_OCCUPANCY) whose reason codes can't be read, and unburned neighbor 315.03 verifies lower still.	b1f41178f699
S206	236	236	Four people barred from Medicare show up in the offshore leaks at matching US addresses, out of 1,611 name hits	1,611 name-only matches to the federal health-care exclusion list, 4 left with street or ZIP agreeing; 3 tied to Cook Islands asset-protection trusts.	C	narrowed			deep3cd	`CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES`, `CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS`, `CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS`, `HEALTH__FED_HHS_OIG_LEIE`, `PROCUREMENT__FED_SAM_EXCLUSIONS`	"Golden held no trust (his nodes are middleman, protector and ""nominated person""); the leak-vs-others comparison measures ZIP completeness, not behavior; Bressi and Roix match only at ZIP level through SAM."	ad0ea034025f
S207	237	237	Justice Department's Epstein file list for Data Set 10 shrank from 10,071 to 5,569 pages, March to late May 2026	Data Set 10: 10,071 to 5,569 pages (about 225,000 file links out of the listing) by Mar 8; Data Set 9: 10,675 to 770 for about 4 weeks; both back May 22-23.	C	narrowed			deep3cd	`INVESTIGATIONS__XC_WAYBACK_REPLAY_DOJ_DEEP_PAGES`, `INVESTIGATIONS__XC_WAYBACK_REPLAY_DOJ_LISTING`, `OPEN_DATA__XC_WAYBACK_DOJ_EPSTEIN`	"Both ""joins"" are one Wayback crawl read twice, and the pager is flaky (Data Set 9 showed no pager for 16 days, Data Set 10 read 102 on Feb 1); a missing tail fits a search index refilling in file-number order."	62331b08df0a
S208	238	238	Coal operators who hand off a mine leave 16.6% of safety fines unpaid, vs 13.0% for those who close it	Builder: 28.7% unpaid at mines with 3+ operators vs 3.7% at one-operator mines; fair comparison, without Blackjewel/Revelation and Brody: 16.6% vs 13.0%, about 3.6 points.	C	narrowed			deep3cd	`LABOR__FED_MSHA_MINES`, `LABOR__FED_MSHA_VIOLATIONS`	A one-operator mine can't carry departed-operator debt, so the builder's peer couldn't fail; Blackjewel/Revelation (0100767) and Brody (0070543) carry the dollars, and it's Central Appalachia only.	203432743c22
S209	239	239	13 tankers seen in U.S. waters one January 2024 week now sit on government sanctions lists, most renamed	Older tankers (IMO below 9400000): 10 of 218 on government lists (4.6%, not 6.0%); newer: 3 of 732; 3 of the builder's 16 aren't sanctioned.	C	narrowed			deep3cd	`MARITIME__FED_NOAA_AIS`, `JUSTICE__FED_OFAC_SDN`, `JUSTICE__INTL_OPENSANCTIONS_DEFAULT`	"No world base rate (the U.S.-feed rate may sit below it), and ""served U.S. refineries"" is backwards: hits are highest among ships that never stopped (5 of 50) vs 3 of 134 that tied up at a U.S. berth."	e5f667e7aecf
