schema,table,rows,description
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,5734780,"UK company register -- every registered UK company's name, address, category, status, and incorporation or dissolution dates."
CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,15804611,"UK Companies House's list of people with significant control -- the real owners behind a company -- name, nationality, and what kind of control they hold. This is a partial, truncated load of a bigger dataset, so counts are a floor."
OPEN_DATA,OPEN_DATA__INTL_AR_DATOSGOB,3556,"Argentina's national open-data portal catalog -- dataset titles and publishing agency, with some rows carrying an actual data series (a value tied to a date and a province or municipality). Likely thin catalog metadata for most rows."
OPEN_DATA,OPEN_DATA__INTL_CA_OPEN_CANADA,500,"A 500-dataset sample of Canada's national open-data portal catalog -- dataset titles, publishing agency, and topic tags, in English and French; catalog listing only, not the underlying data."
OPEN_DATA,OPEN_DATA__INTL_CH_OPENDATASWISS,5000,"A 5,000-dataset sample of Switzerland's national open-data portal catalog -- dataset titles, publisher, and topic tags; catalog listing only, not the underlying data."
OPEN_DATA,OPEN_DATA__INTL_CL_DATOSGOB,1000,"A 1,000-dataset sample of Chile's national open-data portal catalog -- dataset titles, publishing institution, and topic tags; catalog listing only, not the underlying data."
OPEN_DATA,OPEN_DATA__INTL_DE_GOVDATA,5000,"A 5,000-dataset sample of Germany's national open-data portal catalog -- dataset titles, publisher, and topic tags; catalog listing only, not the underlying data."
OPEN_DATA,OPEN_DATA__INTL_ES_DATOSGOB,1000,"A 1,000-row sample of Spain's national open-data portal catalog -- but the title and description columns are blank due to a loader bug; only publisher, sector, format, and URL are usable."
OPEN_DATA,OPEN_DATA__INTL_FR_DATA_GOUV,130431,"France's national open-data portal catalog -- dataset titles, publishing organization, license, update frequency, view and download counts, and a quality score; catalog metadata about datasets, not the underlying data itself."
OPEN_DATA,OPEN_DATA__INTL_GE_DATAGOV,1,"Georgia's (the country) national open-data portal catalog -- dataset title, publishing institution, and policy area. Only 1 row landed so far."
OPEN_DATA,OPEN_DATA__INTL_GH_DATAGOVGH,10,"Ghana's national open-data portal catalog -- dataset title, publishing ministry or agency, and view/download counts. Only 10 rows landed so far."
OPEN_DATA,OPEN_DATA__INTL_GR_DATAGOV,4988,"A roughly 5,000-dataset sample of Greece's national open-data portal catalog -- dataset titles, publishing organization, and topic tags; catalog listing only, and 12 dataset IDs appear twice."
OPEN_DATA,OPEN_DATA__XC_WAYBACK_DOJ_EPSTEIN,1537348,"Internet Archive Wayback Machine snapshots of Justice Department web pages related to Epstein -- each row is one captured page: original URL, when it was captured, and a content fingerprint to detect changes over time. Built by combining sources."
TRANSPORT,TRANSPORT__FED_DOT_BTS,21,"A federal index of Bureau of Transportation Statistics databases -- one row per BTS dataset with its name, subject, transport mode, and travel year/month, not the underlying trip data itself."
TRANSPORT,TRANSPORT__FED_FAA_ADIP_PRIVATE_AIRPORTS,3589,"The FAA's list of private airports whose information hasn't been updated in the last 3 years; the column headers got mangled when this was loaded, so the data is hard to read directly."
TRANSPORT,TRANSPORT__FED_FAA_AIRCRAFT_REGISTRY,315447,"Every US-registered civil aircraft (2026-08 snapshot) -- tail number, serial number, make/model, who owns it and their address, and its certification and airworthiness dates."
TRANSPORT,TRANSPORT__FED_FRA_CASUALTIES,1150788,"Federal Railroad Administration injury and death reports on the rail system since 1975 -- one row per person hurt or killed, which railroad, what kind of person (worker, passenger, trespasser), and the cause."
TRANSPORT,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,251149,"Federal Railroad Administration reports on accidents at railroad crossings -- vehicles or pedestrians struck by trains, with date, location, weather, whether warning signals were present, and injuries and deaths."
TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,224941,"Federal Railroad Administration reports on train accidents like derailments and collisions -- railroad, location, cause, equipment involved, damage cost, and injuries and deaths."
TRANSPORT,TRANSPORT__FED_FRA_RAIL_DEATHS_BY_RAILROAD,5152,"Yearly count of rail deaths by railroad company and type of person killed (worker, passenger, trespasser), rolled up from FRA's casualty reports since 1975, with the parent company noted."
TRANSPORT,TRANSPORT__FED_FRA_SAFETY,1,"A rail safety incident table (railroad, date, location, cause, casualties) that holds only a single row today -- essentially empty."
TRANSPORT,TRANSPORT__FED_NTSB_AVIATION_AIRCRAFT,31503,"NTSB aviation accident database, one row per aircraft involved in a crash or incident -- registration, make/model, who owned and operated it, and its certification."
TRANSPORT,TRANSPORT__FED_NTSB_AVIATION_EVENTS,30968,"NTSB aviation accident database, one row per crash or incident -- where and when it happened, weather conditions, and how many people were hurt or killed."
TRANSPORT,TRANSPORT__FED_NTSB_AVIATION_INJURY,179179,"NTSB aviation accident database, injury counts broken out by crash, aircraft, type of person aboard, and how badly they were hurt."
_RESTORE_20260907,CIVIL_RIGHTS__FED_NARA_WRA_AAD,1,"Looks like a technical backup copy, not original content -- appears to be a backup of National Archives records on people held in WWII Japanese-American internment camps (name, camp, age, citizenship status); only 1 row present."
_RESTORE_20260907,ECONOMICS__FED_FINCEN_BOI,1,"Looks like a technical backup copy, not original content -- appears to be a backup of FinCEN's beneficial-ownership registry (who actually owns and controls US companies, names and ID numbers); only 1 row present."
_RESTORE_20260907,ECONOMICS__INTL_GFI_TRADE,0,"Looks like a technical backup copy, not original content, and currently empty (0 rows) -- appears to be a backup of Global Financial Integrity's estimates of illicit money flows into and out of countries by year."
_RESTORE_20260907,EDUCATION__FED_ED_EDFACTS,33,"Looks like a technical backup copy, not original content -- appears to be a backup of federal EDFacts school data (enrollment, test proficiency, graduation rates, chronic absenteeism by school and district); only 33 rows present."
_RESTORE_20260907,FINANCE__FED_FARA,30,"Looks like a technical backup copy, not original content -- appears to be a backup of Foreign Agents Registration Act filings (who registered as a foreign agent, for which foreign principal and country, money received and spent); only 30 rows, likely superseded by the fuller FARA table under FOREIGN_INFLUENCE."
_RESTORE_20260907,HEALTH__FED_CMS_HPT_MRF,1,"Looks like a technical backup copy, not original content -- appears to be a backup of hospital price-transparency files (what a hospital charges different insurers for a billing code); only 1 row present."
_RESTORE_20260907,HISTORY__FED_DAVID_RUMSEY,10,"Looks like a technical backup copy, not original content -- appears to be a backup of the David Rumsey historical map collection (map title, publisher, date, geographic coverage, image links); only 10 rows present."
_RESTORE_20260907,JUSTICE__FED_USCOURTS_STATS,50,"Looks like a technical backup copy, not original content -- appears to be a backup of federal court caseload statistics (filings, terminations, pending cases by district, circuit, and case type); only 50 rows, and may be an early duplicate of content that belongs under a broader court-data schema."
_RESTORE_20260907,OPEN_DATA__INTL_BR_DADOS_GOV,10,"Looks like a technical backup copy, not original content -- appears to be a backup of Brazil's national open-data portal catalog (dataset titles, publishing agency, topic, download links); only 10 rows present."
_RESTORE_20260907,PROCUREMENT__INTL_ADB_DATA,41,"Looks like a technical backup copy, not original content -- appears to be a backup of Asian Development Bank project and loan data (country, project name, sector, loan amount, status); only 41 rows present."
_RESTORE_20260907,TRANSPORT__FED_FAA_DATA_PORTAL,3,"Looks like a technical backup copy, not original content -- appears to be a backup of the FAA's open-data-portal catalog (dataset names, categories, access links, geographic scope); only 3 rows present."
CORE,DIM_COUNTY,3222,"A reference lookup table, not investigative content -- every US county with its FIPS code, name, state, 2020 population, and map coordinates."
CORE,DIM_DATE,31411,"A reference lookup table, not investigative content -- a calendar of individual dates with year, quarter, month, weekday, and US fiscal-year labels attached, used to line up other tables against real calendar time."
CORE,DIM_STATE,56,"A reference lookup table, not investigative content -- every US state and territory with its FIPS code, postal abbreviation, name, and whether it's a territory."
CORE,DIM_TRACT,85391,"A reference lookup table, not investigative content -- every US census tract with its ID, county, state, 2020 population, and map coordinates."
CORE,DIM_ZIP_POINT,33486,"A reference lookup table, not investigative content -- every US zip code (ZCTA) with its home county, state, and map coordinates."
CORE,XWALK_ZCTA_COUNTY,46960,"A reference lookup table, not investigative content -- a crosswalk matching zip codes to the counties they overlap, since some zip codes span more than one county."
SCIENCE,SCIENCE__FED_NASA_OPEN_DATA,54,"A catalog of items pulled from NASA's open-data APIs -- title, description, media type, and a link to each item, plus the raw API response; not scientific measurements themselves."
SCIENCE,SCIENCE__FED_NSF_AWARDS,115,"National Science Foundation research grants -- who got the money (institution and lead researcher), how much, when, and a summary of what the research is about."
SCIENCE,SCIENCE__FED_USGS_EARTHQUAKES,443274,"US Geological Survey catalog of earthquakes magnitude 2.5 and up -- one row per quake with time, location, depth, and magnitude."
SCIENCE,SCIENCE__INTL_EMBL_ENSEMBL,643,"Genome database records from the European Ensembl project -- gene and genetic-variant information by species, genome location, and type."
SCIENCE,SCIENCE__INTL_EMBL_ENSEMBL__PREV_20260907,643,"A dated snapshot (2026-09-07) of the Ensembl genome table above -- a prior-version copy kept before an update, same content as SCIENCE__INTL_EMBL_ENSEMBL."
SCIENCE,SCIENCE__XC_OWID_AI_INCIDENTS_ANNUAL,14,"Yearly count of reported AI-related incidents and controversies by country, built by combining sources via Our World in Data's tracker."
SCIENCE_RESEARCH,SCIENCE_RESEARCH__FED_NIH_REPORTER,2122611,"Every NIH research grant application from fiscal year 2000 through 2026 -- which organization and researcher got it, how much money, project dates, and which review panel scored it; a full 27-year crawl of NIH's own database."
SCIENCE_RESEARCH,SCIENCE_RESEARCH__FED_RETRACTION_WATCH,71591,"Scholarly papers that got retracted or corrected -- the journal, the authors and their institutions, the paper's ID numbers, and the stated reason it was pulled or fixed."
SCIENCE_RESEARCH,SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS,219503,"Federal small-business research grants under the SBIR/STTR program -- which agency gave it, what phase and program, how much money, and which company got it."
SCIENCE_RESEARCH,SCIENCE_RESEARCH__XC_BIORXIV_MEDRXIV,432,"Science preprints from bioRxiv/medRxiv -- title, authors, funding source, and whether and when the preprint later got published in a peer-reviewed journal, plus view and download counts."
SCIENCE_RESEARCH,SCIENCE_RESEARCH__XC_OSF_REGISTRATIONS,10,"A tiny 10-row test sample, not the full dataset, of the Open Science Framework's study-registration registry -- pre-registered research plans with their title, category, and status."
SCIENCE_RESEARCH,SCIENCE_RESEARCH__XC_RETRACTION_WATCH_DATABASE,71388,"Retraction Watch's database of retracted or corrected scholarly papers -- journal, authors, institutions, and the reason each paper was pulled or fixed; overlaps with the other Retraction Watch table in this warehouse."
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_CPSC_NEISS,9794971,"Consumer Product Safety Commission emergency-room injury reports -- one row per ER visit tied to a product, with the patient's age, sex, and race, what body part and how they were hurt, and which product was involved."
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,2227941,"Consumer complaints filed with NHTSA about vehicle problems -- make, model, and year, what broke, whether it caused a crash, fire, injury, or death, and the driver's own description."
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,154209,"NHTSA's formal investigations into possible vehicle safety defects -- make and model, the component investigated, when it opened and closed, and whether it led to a recall."
CONSUMER_SAFETY,CONSUMER_SAFETY__FED_NHTSA_RECALLS,241861,"Official vehicle recalls from NHTSA -- make, model, and year, what part was defective, what could go wrong, how it was fixed, and how many vehicles were affected."
HISTORY,HISTORY__FED_DENSHO_DDR,25,"Archival items from Densho's collection on Japanese-American incarceration during WWII -- object title, narrator, camp or facility, topic, and a description."
HISTORY,HISTORY__FED_DOCSOUTH,144,"Historical documents from UNC's 'Documenting the American South' archive -- title, author, publication date, and links to the full text."
HISTORY,HISTORY__FED_SLAVEVOYAGES_TRANSATLANTIC,36108,"The SlaveVoyages transatlantic database -- one row per slave-ship voyage, with ship name, captains, departure and arrival ports and dates, and estimated numbers of enslaved men, women, and children carried and how many survived; column names are the original terse research codes (e.g. ADULT1, TONNAGE)."
HISTORY,HISTORY__FED_WPA_SLAVE_NARRATIVES,100,"Depression-era WPA interviews with formerly enslaved people -- interviewee name, interviewer, date and state of the interview, subjects discussed, and the full transcribed text."
PROCUREMENT,PROCUREMENT__FED_SAM_EXCLUSIONS,168328,"The federal government's do-not-do-business list -- companies and individuals barred from federal contracts or grants, why, which agency excluded them, and whether the ban is still active."
PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,49613,"A sample only, not the full dataset -- a 50,000-row slice of federal contract spending transactions from USAspending (a corpus of hundreds of millions of rows); shows which company got a contract, from which agency, for how much, and what it was for. Don't use for totals -- a dedicated full loader is still needed."
PROCUREMENT,PROCUREMENT__FED_USASPENDING_SUBAWARDS,5000,"A sample only, not the full dataset -- a 5,000-row slice of USAspending's subaward data (money passed from a prime federal contractor down to a subcontractor), landed as raw JSON blobs. For shape and testing only."
PROCUREMENT,PROCUREMENT__INTL_EC_SERCOP,132995,"Ecuador's public procurement system (SERCOP) -- government tenders, who bid, who won, contract value, and dates, published in the open-contracting data format."
EPSTEIN,FCT_DATASET_SIZE_HISTORY,339,"Looks like a page-monitoring/tracking table, not primary investigative data -- tracks how the file count on a specific web page (a numbered 'dataset' listing) changed each time it was checked, not the files themselves."
EPSTEIN,FCT_LIBRARY_SNAPSHOT,619,"Looks like a page-monitoring/tracking table, not primary investigative data -- a log of individual files seen on a tracked web page, when each was first and last spotted and how many times."
EPSTEIN,FCT_WAYBACK_PAGE_CHANGES,203305,"Looks like a page-monitoring/tracking table, not primary investigative data -- records every time an Internet Archive Wayback Machine snapshot of a tracked web page changed, appeared, or vanished, with before/after status codes and content fingerprints."
INVESTIGATIONS,INVESTIGATIONS__INTL_LEIDEN_RUSSIAN_OPS_EUROPE,150,"A Leiden University research catalog of suspected Russian operations and incidents in Europe -- what happened, where, when, the apparent goal, the type of target, and who was allegedly involved."
INVESTIGATIONS,INVESTIGATIONS__XC_WAYBACK_REPLAY_DOJ_DEEP_PAGES,2542,"Archived web pages, not primary investigative data on its own -- links found on deeper, secondary Department of Justice web pages, captured through the Internet Archive Wayback Machine, with link text and when it was fetched."
INVESTIGATIONS,INVESTIGATIONS__XC_WAYBACK_REPLAY_DOJ_LISTING,24897,"Archived web pages, not primary investigative data on its own -- links found on Department of Justice listing and index pages, captured through the Internet Archive Wayback Machine; the larger sibling of the 'deep pages' table above."
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,9,"A small sample (9 rows) of National Archives records pulled from its Access to Archival Databases system -- person name, location, record group, and a description, with the original raw fields kept as-is."
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_USASPENDING_TAS_FILTER_TREE,92,"A reference tree of USAspending's Treasury account categories used to filter federal spending by agency -- not spending data itself, just the category structure and how many accounts sit under each branch."
REVIEW,COHORT_QUEUE,903,"An internal triage list, not raw source data -- groups of similar companies (by industry and size) ranked by how suspicious their injury-rate numbers look, with outlier counts and a sample of receipts, meant to queue up leads for a person to review."
REVIEW,LEAD_QUEUE,17596,"An internal leads queue, not raw source data -- individual matches flagged by an automated detector (for example, a provider who shows up on a health-fraud exclusion list), with the two records being compared, dollar amounts involved, and a review status for a person to work through."
CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,17168287,"Consumer Financial Protection Bureau complaints -- one row per complaint about a financial company, the product and issue involved, how the company responded, and the complaint text if the person shared one."
CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,1000,"Bureau of Justice Statistics crime-victimization survey data -- a surveyed person's demographics, the type of crime they experienced, whether police were told, the weapon and injury involved, and survey weighting used to scale up to national estimates."
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,48103,"Foreign Agents Registration Act filings -- who registered as a foreign agent, which foreign government or company they represent, registration and termination dates, and links to the filed documents; this is the fuller bulk version (compare the tiny FARA table in the backup schema)."
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,405,"The Revolving Door Project's tracker of federal government positions -- the agency, the role, and which industries have a financial interest in that role, used to flag potential conflicts of interest."
HISTORICAL_RECORDS,HISTORICAL_RECORDS__FED_SLAVEVOYAGES_INTRAAMERICAN,11521,"The SlaveVoyages intra-American database -- voyages that moved enslaved people between ports within the Americas rather than across the Atlantic, with ship name, captain, ports, dates, and estimated numbers of people carried by age and sex; column names are the original terse research codes."
JUDICIARY,JUDICIARY__FED_OYEZ,25,"Supreme Court case records from the Oyez project -- case name, term, petitioner and respondent, argument and decision dates, the ruling and vote, and links to audio and transcripts of the oral argument. Small at only 25 rows -- may be an early duplicate of case data that belongs under a broader court-data schema."
LAND_AND_TERRITORY,LAND_AND_TERRITORY__FED_BIA_TRIBAL_GEO,335,"Bureau of Indian Affairs map data on tribal land areas -- the area's name, its acreage, and its boundary shape as map geometry."
LEGAL_ENFORCEMENT,LEGAL_ENFORCEMENT__FED_NAAG_MULTISTATE_SETTLEMENTS,882,"Multistate legal settlements tracked by the National Association of Attorneys General -- the case, which company or companies were sued, which states' attorneys general led it, the total settlement amount, and what industry or issue it involved."
MARITIME,MARITIME__FED_NOAA_AIS,58104610,"NOAA's ship-tracking data (AIS) -- a vessel's position, speed, heading, and identifying details (name, call sign, size) captured at a point in time; tens of millions of position pings."
MONEY_FINANCE,MONEY__DEBT_REPAYMENT_CLIFF,938,"A country-by-year look at how much debt a country owes and repays -- total debt payments, how much is principal versus interest, how that changed from the prior year, and whether the year is flagged as a repayment 'cliff' (a sudden spike due) or peak."
REGULATORY,REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS,94731,"Federal Register filings -- every rule, notice, proposed rule, or executive order published by a federal agency, with its title, summary, publication date, when it takes effect, and links to the full text."
