EIN,EST_KEY,COMPANY,ESTABLISHMENT,CITY,STATE,NAICS,INDUSTRY,SIZE_BAND,EMPLOYEES,HOURS,DEATHS,DART_CASES,DAFW_DAYS,DART_RATE,TRIR,DAYS_PER_CASE,COHORT_N,COHORT_MEDIAN_DART,COHORT_POOLED_DART,FOLD_VS_POOLED,FOLD_VS_MEDIAN,Z_SCORE,PCT_RANK_IN_COHORT
854148297,1406381,Lineage Logistics,CC_100624,CONKLIN,NY,4931,Cold Storage Warehouse,100-249,179,197047,0,39,485,39.58,41.61,32.3,1381,1.74,2.58,15.34,22.80,11.55,1.0
461095586,1184089,InterMountain Management,Holiday Inn Express Glendale,GLENDALE,CA,7211,"Hotel management services (i.e., providing management and operating staff to run hotel)",20-49,32,54855,0,9,183,32.81,32.81,22.9,2335,0.00,2.14,15.33,,7.37,0.9972
770556206,555768,August Roofing Inc,August Roofing Inc.,SIMI VALLEY,CA,2361,"Condominium, single-family, construction general contractors",50-99,62,110140,0,16,295,29.05,30.87,26.8,458,0.00,1.90,15.32,,8.46,1.0
010203130,88838,Casella Waste Systems,Casella Recycling - Lewiston,LEWISTON,ME,5629,Materials recovery facilities (MRF),20-49,32,66852,0,9,112,26.93,29.92,56.0,549,0.00,1.76,15.32,,7.2,1.0
874501789,1294135,NPHII,Oroz Manufacturing,CALDWELL,DC,3254,Botanical extract preparations (except in-vitro diagnostics) manufacturing,20-49,28,53589,0,7,85,26.12,26.12,14.2,166,0.00,1.71,15.29,,6.06,1.0
450351830,1413757,Sanitation Products,Sanitation Products,FARGO,ND,4238,Road construction and maintenance machinery merchant wholesalers,20-49,20,45593,0,6,25,26.32,35.09,12.5,1517,0.00,1.72,15.26,,7.98,1.0
911526682,650964,All the Best Pet Care,All the Best Pet Care,SEATTLE,WA,4539,Pet supply stores,20-49,27,53081,0,7,34,26.37,26.37,4.9,108,0.00,1.73,15.25,,6.04,1.0
832976157,997930,"Amergis Healthcare Staffing Services, Inc.",San Jose Field Office,SAN JOSE,CA,5613,Temporary staffing services,100-249,106,174085,0,29,37,33.32,42.51,1.3,129,0.69,2.19,15.21,48.02,5.56,0.9851
203856297,1256857,Greg Orick II Marine Construction Inc.,Greg Orick II Marine Construction Inc.,NAPLES,FL,2379,Marine construction,50-99,73,107973,0,9,220,16.67,22.23,36.7,174,0.00,1.10,15.19,,6.84,1.0
800061183,1147488,Sevita 310117_NWA ST MICHAEL_SCHOOLS,583421 310117_NWA ST MICHAEL_SCHOOLS,SAINT MICHAEL,MN,6241,Child and Youth Services,20-49,35,39603,0,11,182,55.55,75.75,30.3,559,0.00,3.66,15.19,,6.03,0.9912
330916661,1380778,Torres General Inc,Torres General Inc,EL CAJON,CA,2361,Multifamily building construction general contractors,100-249,164,247100,0,26,34,21.04,21.04,17.0,285,0.55,1.39,15.10,38.61,7.22,1.0
954451904,752857,AARDVARK,AARDVARK HQ,LA VERNE,CA,3399,"Novelties, not specified elsewhere, manufacturing",20-49,33,44484,0,7,4,31.47,31.47,1.3,348,0.00,2.10,15.02,,7.59,1.0
831612469,1418751,Framework Builders LLC,Framework Builders LLC,SEQUIM,WA,2381,"Carpentry, framing",1-19,17,31980,0,7,24,43.78,43.78,6.0,392,0.00,2.92,14.99,,6.77,1.0
237437479,162895,"Goodwill Industries of Southern Nevada, Inc.",Centennial Store,LAS VEGAS,NV,4533,"Thrift shops, used merchandise",20-49,39,71954,0,28,0,77.83,77.83,,730,3.68,5.20,14.98,21.15,11.02,1.0
470830657,933493,AFC - Grand Island,"TLCB, Inc",GRAND ISLAND,NE,2389,Artificial turf installation,20-49,33,58915,0,6,0,20.37,23.76,,1483,0.00,1.36,14.95,,6.07,0.9875
952743174,1382856,CBRE Inc,CBRE - Lam Research - Fremont,FREMONT,CA,5612,Activities related to Real Estate and Facilities Support Services,20-49,36,75039,0,5,259,13.33,15.99,86.3,264,0.00,0.89,14.95,,5.49,0.9796
461638969,1270198,Lakefield Veterinary Group,Lakefield Veterinary Group - 78,SPRING,TX,5419,Veterinary Services,20-49,36,54647,0,7,7,25.62,25.62,7.0,188,0.00,1.72,14.92,,5.65,0.9787
020369938,277795,Marbucco Corp dba Granite State Glass,Manchester,MANCHESTER,NH,2381,"Curtain wall, glass, installation",1-19,10,22946,0,5,9,43.58,43.58,3.0,392,0.00,2.92,14.92,,6.73,0.9907
461638969,572801,Lakefield Veterinary Group,Lakefield Veterinary Group - 078,SPRING,TX,5419,Animal hospitals,20-49,36,54647,0,7,7,25.62,25.62,7.0,188,0.00,1.72,14.92,,5.65,0.9787
391520326,479725,INTEC,"Insulation Technologies, Inc.   DBA: Intec",WEST ALLIS,WI,2383,Building insulation contractors,20-49,40,73634,0,12,2,32.59,35.31,2.0,1031,0.00,2.19,14.88,,6.2,0.9947
370661233,1364749,Hospital Sisters Health System HSHS ST. ANTHONY S MEMORIAL HOSP,SAE-EFFINGHAM-5 HSHS ST ANTHONY S MEMORIAL HOSP,EFFINGHAM,IL,6221,General Medical and Surgical Hospital,20-49,46,71660,0,6,199,16.75,25.12,66.3,292,0.00,1.13,14.87,,5.79,0.9811
150543657,1308149,"Upstate Cerebral Palsy, Inc.",Chadwicks Campus,CHADWICKS,NY,6111,"Private schools, elementary or secondary",20-49,38,52456,0,9,409,34.31,38.13,45.4,422,0.00,2.32,14.82,,5.59,0.984
810402506,1238124,West Mont,Caldwell Group Home,HELENA,MT,6232,"Group homes, intellectual and developmental disability",20-49,48,42242,0,10,1,47.35,56.82,1.0,827,0.00,3.21,14.77,,7.08,0.9971
813351778,1023122,HORIZON GOODWILL,Charles Town Goodwill Retail Store,CHARLES TOWN,WV,6243,624310 Vocational Rehabilitation Services,20-49,33,44684,0,10,25,44.76,44.76,2.5,384,0.00,3.04,14.74,,7.52,1.0
366005895,670323,City of Genoa,City of Genoa - Public Works Department,GENOA,IL,9241,Waste management program administration,20-49,20,20861,0,5,11,47.94,47.94,11.0,110,0.00,3.26,14.72,,7.47,1.0
274666427,1336043,Inland Xmile,DCS3,COLORADO SPRINGS,CO,4842,,50-99,66,96531,0,20,137,41.44,51.80,19.6,401,1.89,2.82,14.71,21.96,9.58,1.0
874771463,1221863,Viva Senior Living,RADISSON AL OPCO LLC,BALDWINSVILLE,NY,6233,Assisted-living facilities without on-site nursing care facilities,20-49,47,44563,0,14,62,62.83,67.32,4.8,1893,0.00,4.28,14.69,,8.63,1.0
471971756,1370269,BioLife Plasma Services Inc,Bakersfield CA Biolife 596,BAKERSFIELD,CA,6219,Plasmapheresis Center,20-49,45,64449,0,12,209,37.24,43.45,41.8,1162,0.00,2.53,14.69,,7.76,0.9977
223292324,945641,Trinity Solar Inc.,Mechanicsburg,HARRISBURG,PA,2382,Installation of photovoltaic panels,50-99,52,120674,0,18,65,29.83,33.15,10.8,2049,1.25,2.04,14.61,23.93,8.5,0.9991
421112447,1316808,Aldi Inc New York,1136  Tul79,GATES,NY,4451,Supermarkets and Other Grocery Retailers except Convenience Retailers,20-49,20,24089,0,5,37,41.51,41.51,9.3,2551,0.00,2.85,14.55,,7.85,0.9981
680161630,1114687,,"Vacuum Process Engineering, Inc.",SACRAMENTO,CA,5417,Engineering research and development laboratories or services,100-249,131,221952,0,5,0,4.51,5.41,,54,0.00,0.31,14.55,,5.62,1.0
992443572,1392126,Jazz Home Services,JAZZ HEATING & COOLING LLC,PLEASANTON,CA,2382,"Heating, ventilation and air-conditioning (HVAC) contractors",100-249,105,114919,0,14,345,24.36,31.33,86.3,1414,0.97,1.68,14.53,25.24,9.21,1.0
043599310,1285095,Foundations Health Solutions,Terrace View Gardens,CINCINNATI,OH,6231,Nursing homes,100-249,104,108819,0,39,154,71.68,71.68,3.9,3641,3.20,4.95,14.47,22.43,9.02,0.9991
231893537,804897,Buckman's Inc.,Buckman's Inc.,POTTSTOWN,PA,3251,Sodium aluminate manufacturing,250-999,370,407841,0,13,290,6.38,6.38,29.0,56,0.22,0.44,14.46,28.36,5.67,1.0
411649617,1051696,Design Ready Controls,Design Ready Controls - OK,OKLAHOMA CITY,MN,3345,Computerized environmental control systems for buildings manufacturing,50-99,64,109698,0,6,18,10.94,12.76,9.0,216,0.00,0.76,14.46,,6.59,1.0
010572882,931979,Wilson Concrete Construction Inc,WCCI,AUBURN,WA,2389,"Curb and gutter construction, residential and commercial driveway and parking area, concrete",50-99,61,91235,0,8,200,17.54,17.54,50.0,734,0.00,1.22,14.35,,8.0,1.0
205742294,1391775,Diversified Protection Corporation,Diversified Protection Corporation - (LV Contract),LAS VEGAS,NV,5616,Security guard services,50-99,79,65453,0,8,95,24.45,36.67,11.9,36,1.13,1.70,14.35,21.72,5.21,1.0
386000134,1017924,STATE OF MICHIGAN,LUDINGTON STATE PARK - DNR,LUDINGTON,MI,7121,STATE GOVERNMENT,20-49,20,34638,0,5,6,28.87,28.87,2.0,122,0.00,2.01,14.35,,6.21,1.0
946050274,691894,Barton Healthcare,Barton Memorial Hospital,SOUTH LAKE TAHOE,CA,6221,General medical and surgical hospitals,250-999,509,805082,0,117,1408,29.07,33.29,14.2,1142,1.60,2.03,14.33,18.17,13.71,1.0
760686758,1110472,"Insperity Services, L.P. BRADFORD AIRPORT LOGISTICS, LTD-BRADFORD AIRPORT L","01009200-00W007 BRADFORD AIRPORT LOGISTICS, LTD-BRADFORD AIRPORT LOGISTICS, LTD",DETROIT,MI,4931,General Warehousing and Storage,20-49,25,49953,0,8,151,32.03,36.03,75.5,2398,0.00,2.24,14.29,,7.74,1.0
222486319,932150,Consolidated School District of New Britain,The Catalyst Academy,NEW BRITAIN,CT,6111,Education,20-49,21,30216,0,5,1,33.10,39.71,1.0,422,0.00,2.32,14.29,,5.37,0.976
274212702,1275792,Goodwill of the Finger Lakes,417 Canadaigua,CANADAIGUA,NY,6243,Vocational rehabilitation job training facilities (except schools),20-49,24,36866,0,8,11,43.40,54.25,2.8,384,0.00,3.04,14.29,,7.27,0.9933
010538607,48655,,Taylor-Made Builders Inc,NORTHPORT,ME,2361,"Housing, single-family, construction general contractors",20-49,28,43265,0,7,12,32.36,46.23,3.0,871,0.00,2.27,14.25,,6.77,0.9969
464394771,1067576,Papaya Natural Foods,Papaya,KAPAA,HI,4451,Grocery stores,20-49,22,34472,0,7,9,40.61,40.61,3.0,2551,0.00,2.85,14.24,,7.66,0.9971
462332064,1144659,EDM LLC,EDM LLC,HOLMDEL,NJ,2389,"Demolition, building and structure",20-49,30,61874,0,6,6,19.39,19.39,3.0,1483,0.00,1.36,14.23,,5.76,0.985
362922962,271188,Peddinghaus Corp.,Peddinghaus Corporation - ASW,KANKAKEE,IL,3335,Sheet metal forming machines manufacturing,20-49,30,53473,0,5,0,18.70,22.44,,380,0.00,1.32,14.18,,6.37,1.0
455089569,1177738,"Semper Solaris Construction, Inc.","Semper Solaris Construction, Inc.",EL CAJON,CA,2382,Electrical work,20-49,39,61356,0,9,0,29.34,35.86,,3383,0.00,2.08,14.10,,6.93,0.9976
800061183,1147496,Sevita 310114_NWA BAXTER_7938 COLLEGE RD_SCHOOL,583658 310114_NWA BAXTER_7938 COLLEGE RD_SCHOOL,BAXTER,MN,6241,Child and Youth Services,20-49,33,46743,0,12,29,51.34,68.46,5.8,559,0.00,3.66,14.04,,5.54,0.9868
853273904,1065473,Cogir Senior Living,Acoya Cherry Creek,DENVER,CO,6233,Assisted-living facilities with on-site nursing facilities,20-49,38,33342,0,10,19,59.98,77.98,9.5,1893,0.00,4.28,14.03,,8.21,0.9989
832976157,997918,"Amergis Healthcare Staffing Services, Inc.",Sacramento Field Office,SACRAMENTO,CA,5613,Temporary staffing services,250-999,289,417703,0,42,3530,20.11,31.12,84.0,95,0.69,1.43,14.02,29.34,6.32,1.0
592199023,954482,Health and Palliative Services of The Treasure Coast Inc,HPSTC - SLHH,FORT PIERCE,FL,6216,Home health agencies,50-99,50,53780,0,9,45,33.47,37.19,5.0,433,1.63,2.39,14.00,20.52,8.6,1.0
042762050,932271,NDX HOLDINGS,NDX CONNECTICUT,ROCKY HILL,CT,3391,Dental Laboratories,20-49,45,69696,0,6,239,17.22,20.09,39.8,262,0.00,1.23,13.99,,5.97,1.0
521333483,1197691,,DOT-Transportation,CHARLOTTE,NC,2371,Highway Mainenance,250-999,352,606731,0,21,380,6.92,7.91,76.0,232,0.32,0.50,13.98,21.94,7.32,1.0
421395082,43431,Slabach Construction Co.,Slabach Construction Co.,KALONA,IA,2371,"Utility line (i.e., sewer, water), construction",20-49,21,43315,0,5,163,23.09,36.94,32.6,976,0.00,1.65,13.98,,6.45,1.0
273361441,1205359,FoxTrot Aviation Services LLC,TUS-MHIRJ,TUCSON,AZ,5617,Aircraft janitorial services,1-19,18,23041,0,5,11,43.40,43.40,3.7,503,0.00,3.10,13.98,,6.4,1.0
223801105,1184176,Lapp Holding NA Inc.,Lapp Cable Works Inc,FLORHAM PARK,NJ,4236,Insulated wire or cable merchant wholesalers,20-49,45,79556,0,6,162,15.08,15.08,32.4,755,0.00,1.08,13.97,,5.81,1.0
330656932,304709,"Sanyo Denki America, Inc.","Sanyo Denki America, Inc.",TORRANCE,CA,4236,"Electronic parts (e.g., condensers, connectors, switches) merchant wholesalers",100-249,110,228314,0,26,147,22.78,22.78,5.7,131,0.87,1.63,13.95,26.12,7.0,1.0
020240297,344055,"Chappell Tractor Sales, Inc",Chappell Tractor Concord,CONCORD,NH,4238,Industrial machinery and equipment (except electrical) merchant wholesalers,20-49,20,41600,0,5,9,24.04,24.04,1.8,1517,0.00,1.72,13.94,,7.24,0.9981
680400630,955294,"Applied Behavior Consultants, Inc.",Elk Grove,ELK GROVE,CA,6241,"Individual and family social services, multi-purpose",50-99,52,59903,0,12,64,40.06,40.06,5.8,273,1.60,2.88,13.93,25.00,6.96,1.0
952142237,1369175,Dart Warehouse Corporation,Dart Warehouse Corporation- Spanaway,SPANAWAY,WA,4931,"Warehousing and storage, general merchandise",1-19,17,32609,0,5,138,30.67,30.67,46.0,586,0.00,2.20,13.92,,5.69,0.9851
910664709,930940,Morning Star Boy's Ranch,Morning Star Boy's Ranch,SPOKANE,WA,6239,"Boys' and girls' residential facilities (e.g., homes, ranches, villages)",20-49,43,61096,0,13,353,42.56,62.20,58.8,188,0.00,3.06,13.91,,6.76,1.0
340939177,965766,AVI Foodsystems Inc.,PENNWEST CALIFORNIA**,CALIFORNIA,PA,7223,Food Service,20-49,36,46918,0,6,121,25.58,42.63,60.5,756,0.00,1.84,13.90,,6.02,1.0
854233921,1256894,Mad Engine,Kerns,(OTAY) SAN DIEGO,CA,4931,General warehousing and storage,1-19,17,32640,0,5,5,30.64,30.64,1.0,586,0.00,2.20,13.90,,5.69,0.9776
330866963,1008426,"Sabater USA, Inc.","Sabater USA, Inc. - Production",CARSON,CA,3119,Spices and spice mix manufacturing,20-49,24,49920,0,10,88,40.06,40.06,14.7,217,0.00,2.88,13.89,,8.11,1.0
951987958,323115,Trader Joe's,Trader Joe's 0192 Los Angeles,LOS ANGELES,CA,4451,Grocery Store,50-99,61,87494,0,18,790,41.15,52.58,43.9,5288,2.22,2.97,13.86,18.52,11.77,1.0
911224762,1219556,Life Works,Cedarview,LONGVIEW,WA,6232,"Group homes, intellectual and developmental disability",20-49,29,40558,0,9,39,44.38,69.04,5.6,827,0.00,3.21,13.84,,6.6,0.9942
911275815,991228,DESC,216,SEATTLE,WA,6242,Homeless shelters,50-99,64,82739,0,27,295,65.27,67.68,12.3,83,2.44,4.72,13.82,26.73,4.33,0.9828
112164120,652378,Ace Wire & Cable Co. Inc.,Ace Wire & Cable Co. Inc.,WOODSIDE,NY,4236,"Electric motors, wiring supplies, and lighting fixtures merchant wholesalers",20-49,42,80657,0,6,130,14.88,14.88,21.7,755,0.00,1.08,13.78,,5.72,0.9938
381898268,805691,Farmington Community Library,Farmington Community Library,FARMINGTON HILLS,MI,5191,"Libraries (except motion picture stock footage, motion picture commercial distribution)",50-99,89,105180,0,24,166,45.64,45.64,6.9,18,0.00,3.31,13.78,,3.98,1.0
160968914,1225551,The Resource Center (Chautauqua County Chapter of NYSARC),The Resource Center - Foote Avenue B3,JAMESTOWN,NY,6241,"Activity centers for disabled persons, the elderly, and persons diagnosed with intellectual and developmental disabilities",20-49,28,31774,0,8,37,50.36,50.36,4.6,559,0.00,3.66,13.77,,5.42,0.9825
411893115,1285367,EMP,NWP Sows LLC,FAIR OAKS,IN,5416,,20-49,20,48211,0,5,98,20.74,29.04,24.5,145,0.00,1.51,13.75,,5.02,1.0
200552624,1097570,L.R. Baggs Corporation,L.R. Baggs Corporation,NIPOMO,CA,3399,"Guitars and parts, electric and nonelectric, manufacturing",20-49,44,48580,0,7,18,28.82,28.82,2.6,348,0.00,2.10,13.75,,6.9,0.9922
844733169,1250548,"Intermountain Packing, LLC","Intermountain Packing, LLC",IDAHO FALLS,ID,3339,"Retail scales (e.g., butcher, delicatessen, produce) manufacturing",100-249,230,210278,0,22,99,20.92,28.53,24.8,287,0.93,1.52,13.74,22.51,9.43,1.0
134227465,1010885,"Dedicated Repair, Inc","Dedicated Repair, Inc",GREEN BAY,WI,8111,"Truck repair shops, general",20-49,29,34336,0,6,2,34.95,40.77,1.0,549,0.00,2.54,13.74,,7.8,1.0
954516492,359261,"Ultimate Removal, Inc.","Ultimate Removal, Inc.",POMONA,CA,2389,Demolition contractor,100-249,121,142200,0,11,541,15.47,16.88,135.3,411,0.48,1.13,13.72,32.38,7.25,1.0
822660206,1371741,AMERICAN MED RESPONSEGLOBAL MED RESPONSE 015025,Comtrans Or - 25866,MILWAUKIE,OR,6219,,20-49,38,69229,0,12,270,34.67,34.67,30.0,1162,0.00,2.53,13.68,,7.18,0.9954
417600000,1162765,US Postal Service,SAN JUAN PR MPA3_1566215,CAROLINA,PR,4911,Mail and Parcel Delivery,20-49,21,40514,0,14,480,69.11,69.11,34.3,3667,3.82,5.06,13.67,18.08,11.67,1.0
941546068,992412,DA McCosker Construction Co,DA McCosker Construction Co,VALENCIA,CA,2379,Breakwater construction,100-249,118,147981,0,8,123,10.81,10.81,17.6,122,0.00,0.79,13.62,,6.73,1.0
352561816,1280899,Greenix Holdings LLC,Greenix Philadelphia,DOWNINGTOWN,PA,5617,Exterminating and Pest Control Services,1-19,17,23671,0,5,5,42.25,42.25,2.5,503,0.00,3.10,13.61,,6.22,0.9932
870548214,977450,Hogan & Associates Construction Inc.,Hogan & Associates Construction Inc.,CENTERVILLE,UT,2362,Commercial building construction,250-999,277,567807,0,27,15,9.51,9.51,15.0,248,0.41,0.70,13.58,23.44,6.46,1.0
814623568,1000019,Ion Developer,Denver Warehouse,DENVER,CO,2211,"Electric power generation, solar",20-49,35,56827,0,5,303,17.60,24.64,101.0,1297,0.00,1.30,13.57,,5.8,0.9886
462429563,1067475,Cornerstone Valley Inc,Cornerstone Valley Inc,SALEM,OR,6232,"Intellectual and developmental disability facilities (e.g., homes, hospitals, intermediate care facilities), residential",100-249,150,253722,0,60,308,47.30,47.30,5.3,331,2.31,3.49,13.56,20.48,9.28,1.0
272887196,1213677,Tec Group Inc.,Troy,TROY,MI,5613,Employment agencies,50-99,55,64418,0,14,140,43.47,77.62,28.0,96,0.36,3.21,13.54,119.25,3.45,0.9787
942664285,1244014,Southern Humboldt Community Healthcare District,Southern Humboldt Community Healthcare District,GARBERVILLE,CA,6221,General medical and surgical hospitals,100-249,150,252040,0,32,361,25.39,30.15,11.3,635,1.19,1.88,13.53,21.37,9.32,1.0
800829296,1277053,Ankeny Glass Inc,The Kitchen and Bath Company - Industry Dr,DES MOINES,IA,2381,Glass installation (except automotive) contractors,1-19,15,30470,0,6,4,39.38,45.95,1.0,392,0.00,2.92,13.49,,6.04,0.9813
421496015,972443,Accura Healthcare,Accura Healthcare of Sioux City,SIOUX CITY,IA,6231,Skilled nursing facilities,50-99,55,92362,0,32,135,69.29,69.29,5.0,2691,2.78,5.14,13.47,24.88,7.77,0.9995
473779374,1067443,COLLEGE HUNKS MOVING OF MID-MICHIGAN,Hunky Monkey LLC,LANSING,MI,4842,Used household and office goods moving,20-49,25,27264,0,6,44,44.01,73.36,8.8,938,2.03,3.27,13.46,21.69,7.3,1.0
852930545,1088795,S&S Fuels Management V LLC,SSFuels Store 5; 1200 N. Towncenter Dr,LAS VEGAS,NV,4471,Gasoline stations with convenience stores,20-49,21,32598,0,6,8,36.81,67.49,1.6,109,0.00,2.74,13.44,,5.85,1.0
411893115,1285359,EMP,Flyway Farms LLC,BRADLEY,SD,5416,,20-49,23,59360,0,6,7,20.22,20.22,3.5,145,0.00,1.51,13.40,,4.88,0.9667
660433568,742538,Programa Head Start/Early Head Start/MAC,Mariolga I II III IV,CAGUAS,PR,6244,Child day care services,1-19,12,24400,0,6,13,49.18,65.57,4.3,34,0.00,3.67,13.39,,5.01,1.0
522016416,1401457,Aldi Inc Connecticut,643 Swn59,TORRINGTON,CT,4451,Supermarkets and Other Grocery Retailers except Convenience Retailers,20-49,21,31419,0,6,19,38.19,38.19,3.8,2551,0.00,2.85,13.39,,7.17,0.9962
912197729,899194,Tesla,NA-US-IL-Elk Grove -Arthur Ave-Energy,ELK GROVE,IL,2371,Solar Construction and Design,20-49,24,63589,0,7,53,22.02,25.16,13.3,976,0.00,1.65,13.33,,6.13,0.9965
731687897,1304567,Cozzini Bros.,"Cozzini Bros, Inc. - Youngstown",YOUNGSTOWN,OH,5322,All Other Consumer Goods Rental,20-49,24,38612,0,8,234,41.44,46.62,39.0,139,0.00,3.11,13.32,,5.79,1.0
861890938,1333850,A1 Garage Door Service,TMII EnterprisesFL,ORLANDO,FL,2383,Garage Door Residential-Type Installation,1-19,16,29521,0,5,12,33.87,33.87,2.4,224,0.00,2.55,13.29,,5.78,0.9831
861890938,1302423,A1 Garage Door Service,A1 Garage Door Service - Florida,ORLANDO,FL,2383,"Garage door, residential-type, installation",1-19,16,29521,0,5,12,33.87,33.87,2.4,224,0.00,2.55,13.29,,5.78,0.9831
931325326,220021,,Windsor Square,MARYSVILLE,WA,5311,Apartment building rental or leasing,20-49,25,33319,0,5,51,30.01,30.01,25.5,512,0.00,2.26,13.25,,7.03,1.0
561326126,493298,Monarch,Karen Lane Group Home,MONROE,NC,6232,Human Services Non-Profit,1-19,14,24980,0,6,0,48.04,48.04,,604,0.00,3.63,13.25,,6.23,0.9945
463813555,456784,,Hibbard Skilled Nursing Center,DOVER-FOXCROFT,ME,6231,Skilled nursing facilities,100-249,101,140308,0,46,321,65.57,67.00,7.6,3641,3.20,4.95,13.24,20.52,8.19,0.9988
042197449,441061,"May Institute, Inc.",14-2 Pacella Park Drive,RANDOLPH,MA,6111,"Schools for the intellectually and developmentally disabled (except preschool, job training, vocational rehabilitation)",20-49,45,58792,0,9,18,30.62,37.42,4.5,422,0.00,2.32,13.22,,4.94,0.968
912158906,1328057,"North Valley Mechanical, Inc","North Valley Mechanical, Inc",OKANOGAN,WA,2382,"Refrigeration system (e.g., commercial, industrial, scientific) installation",20-49,22,36447,0,5,15,27.44,27.44,3.8,3383,0.00,2.08,13.19,,6.45,0.9969
208908225,916443,Northwest Fence,Western Pacific Fence LLC DBA Northwest Fence,FERNDALE,WA,2389,Chain link fence installation,20-49,41,55653,0,5,21,17.97,17.97,7.0,1483,0.00,1.36,13.19,,5.3,0.9775
820487995,1322624,"Big D Builders, Inc.",Big D Builders Inc.,MERIDIAN,ID,2362,,20-49,43,94273,3,8,1383,16.97,16.97,172.9,1852,0.00,1.29,13.17,,4.51,0.9802
840833457,284490,Dish Network,Manufacturing - El Paso,EL PASO,TX,3342,Airborne radio communications equipment manufacturing,250-999,309,573548,0,14,41,4.88,5.93,41.0,36,0.15,0.37,13.15,32.32,4.7,1.0
200422146,1176368,Vision Builders,Vision Builders,SIOUX CENTER,IA,2381,"Carpentry, framing",20-49,32,27859,0,5,14,35.90,50.25,2.8,1799,0.00,2.74,13.11,,7.38,1.0
330491865,291636,Robertson's Ready Mix,Riverside Plant #1,RIVERSIDE,CA,3273,Ready-mix concrete manufacturing and distributing,20-49,35,73974,0,14,75,37.85,37.85,37.5,836,1.83,2.90,13.05,20.63,8.35,1.0
160968914,715865,The Resource Center / Chautauqua County Chapter of NYSARC Inc.,Michael J Raymond Center / Jones and Gifford,JAMESTOWN,NY,6241,"Activity centers for disabled persons, the elderly, and persons diagnosed with intellectual and developmental disabilities",50-99,73,106763,0,20,119,37.47,43.09,6.3,273,1.60,2.88,13.03,23.38,6.47,0.9937
