domain,table,column,kind,description,dtype
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_COUNTRY_NAME,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,COUNTY_LOCAL_GOVERNMENT,county,county name or code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIMARY_PLACE_OF_PERFORMANCE_COUNTY_NAME,county,county name or code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_COUNTY_NAME,county,county name or code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PLACE_OF_MANUFACTURE,facility_site,site / location / place name,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PLACE_OF_MANUFACTURE_CODE,facility_site,site / location / place name,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_CD_CURRENT,facility_site,site / location / place name,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_CD_ORIGINAL,facility_site,site / location / place name,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE,fips,FIPS / GEOID census code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_STATE_FIPS_CODE,fips,FIPS / GEOID census code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE,fips,FIPS / GEOID census code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIME_AWARD_TRANSACTION_RECIPIENT_STATE_FIPS_CODE,fips,FIPS / GEOID census code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,HISTORICALLY_UNDERUTILIZED_BUSINESS_ZONE_HUBZONE_FIRM,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIMARY_PLACE_OF_PERFORMANCE_STATE_CODE,state,state name or 2-letter code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIMARY_PLACE_OF_PERFORMANCE_STATE_NAME,state,state name or 2-letter code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_STATE_CODE,state,state name or 2-letter code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_STATE_NAME,state,state name or 2-letter code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,STATE_CONTROLLED_INSTITUTION_OF_HIGHER_LEARNING,state,state name or 2-letter code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,US_STATE_GOVERNMENT,state,state name or 2-letter code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,PRIMARY_PLACE_OF_PERFORMANCE_ZIP_4,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_ZIP_4_CODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__FED_USASPENDING_TOPTIER_AGENCIES,CONGRESSIONAL_JUSTIFICATION_URL,cong_district,congressional / legislative district,TEXT
ECONOMICS,ECONOMICS__FED_US_SEC_EDGAR,BUSINESS_ADDRESS,address,street / mailing address,TEXT
ECONOMICS,ECONOMICS__FED_US_SEC_EDGAR,STATE_OF_INCORPORATION,state,state name or 2-letter code,TEXT
ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,PLACE_OF_PERFORMANCE_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,PLACE_OF_PERFORMANCE_FIPS,fips,FIPS / GEOID census code,TEXT
ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,RECIPIENT_LOCATION_FIPS,fips,FIPS / GEOID census code,TEXT
ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,PLACE_OF_PERFORMANCE_STATE,state,state name or 2-letter code,TEXT
ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,RECIPIENT_LOCATION_STATE,state,state name or 2-letter code,TEXT
ECONOMICS,ECONOMICS__INTL_GFI_TRADE,COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_HEADQUARTERSADDRESS_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_LEGALADDRESS_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_1_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_2_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_3_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_4_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_5_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_1_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_2_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_3_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_4_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_5_CITY,city,city / town / municipality,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_HEADQUARTERSADDRESS_COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_LEGALADDRESS_COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_1_COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_2_COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_3_COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_4_COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_5_COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_1_COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_2_COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_3_COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_4_COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_5_COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_HEADQUARTERSADDRESS_REGION,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_LEGALADDRESS_REGION,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_1_REGION,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_2_REGION,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_3_REGION,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_4_REGION,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_5_REGION,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_1_REGION,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_2_REGION,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_3_REGION,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_4_REGION,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_5_REGION,region,region / area / territory / jurisdiction,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_HEADQUARTERSADDRESS_POSTALCODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_LEGALADDRESS_POSTALCODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_1_POSTALCODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_2_POSTALCODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_3_POSTALCODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_4_POSTALCODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_OTHERADDRESSES_OTHERADDRESS_5_POSTALCODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_1_POSTALCODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_2_POSTALCODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_3_POSTALCODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_4_POSTALCODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__INTL_GLEIF,ENTITY_TRANSLITERATEDOTHERADDRESSES_TRANSLITERATEDOTHERADDRESS_5_POSTALCODE,zip,ZIP / postal code,TEXT
ECONOMICS,ECONOMICS__INTL_IPC_FOOD_INSECURITY_GLOBAL,COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__INTL_IPC_FOOD_INSECURITY_GLOBAL,TOTAL_COUNTRY_POPULATION,country,country name / ISO code,FLOAT
ECONOMICS,ECONOMICS__INTL_IT_ISTAT,COUNTRY,country,country name / ISO code,TEXT
ECONOMICS,ECONOMICS__XC_OWID_GINI,WORLD_REGION_ACCORDING_TO_OWID,region,region / area / territory / jurisdiction,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,ASSET_MGR_POSITIONS_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CHANGE_IN_ASSET_MGR_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CHANGE_IN_DEALER_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CHANGE_IN_LEV_MONEY_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CHANGE_IN_NONREPT_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CHANGE_IN_OTHER_REPT_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CHANGE_IN_TOT_REPT_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CONC_GROSS_LE_4_TDR_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CONC_GROSS_LE_8_TDR_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CONC_NET_LE_4_TDR_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CONC_NET_LE_8_TDR_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,DEALER_POSITIONS_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,LEV_MONEY_POSITIONS_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,NONREPT_POSITIONS_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,OTHER_REPT_POSITIONS_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,PCT_OF_OI_ASSET_MGR_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,PCT_OF_OI_DEALER_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,PCT_OF_OI_LEV_MONEY_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,PCT_OF_OI_NONREPT_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,PCT_OF_OI_OTHER_REPT_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,PCT_OF_OI_TOT_REPT_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,TOT_REPT_POSITIONS_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,TRADERS_ASSET_MGR_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,TRADERS_DEALER_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,TRADERS_LEV_MONEY_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,TRADERS_OTHER_REPT_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,TRADERS_TOT_REPT_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,CFTC_REGION_CODE,region,region / area / territory / jurisdiction,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CHANGE_IN_COMMERCIAL_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CHANGE_IN_NONCOMMERCIAL_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CHANGE_IN_NONREPORTABLE_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CHANGE_IN_TOTAL_REPORTABLE_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,COMMERCIAL_POSITIONS_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,COMMERCIAL_POSITIONS_LONG_OLD,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,COMMERCIAL_POSITIONS_LONG_OTHER,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_GROSS_LT_4_TDR_LONG_ALL,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_GROSS_LT_4_TDR_LONG_OLD,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_GROSS_LT_4_TDR_LONG_OTHER,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_GROSS_LT_8_TDR_LONG_ALL,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_GROSS_LT_8_TDR_LONG_OLD,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_GROSS_LT_8_TDR_LONG_OTHER,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_NET_LT_4_TDR_LONG_ALL,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_NET_LT_4_TDR_LONG_OLD,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_NET_LT_4_TDR_LONG_OTHER,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_NET_LT_8_TDR_LONG_ALL,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_NET_LT_8_TDR_LONG_OLD,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CONCENTRATION_NET_LT_8_TDR_LONG_OTHER,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,NONCOMMERCIAL_POSITIONS_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,NONCOMMERCIAL_POSITIONS_LONG_OLD,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,NONCOMMERCIAL_POSITIONS_LONG_OTHER,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,NONREPORTABLE_POSITIONS_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,NONREPORTABLE_POSITIONS_LONG_OLD,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,NONREPORTABLE_POSITIONS_LONG_OTHER,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_COMMERCIAL_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_COMMERCIAL_LONG_OLD,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_COMMERCIAL_LONG_OTHER,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_NONCOMMERCIAL_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_NONCOMMERCIAL_LONG_OLD,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_NONCOMMERCIAL_LONG_OTHER,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_NONREPORTABLE_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_NONREPORTABLE_LONG_OLD,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_NONREPORTABLE_LONG_OTHER,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_TOTAL_REPORTABLE_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_TOTAL_REPORTABLE_LONG_OLD,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,OF_OI_TOTAL_REPORTABLE_LONG_OTHER,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TOTAL_REPORTABLE_POSITIONS_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TOTAL_REPORTABLE_POSITIONS_LONG_OLD,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TOTAL_REPORTABLE_POSITIONS_LONG_OTHER,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_COMMERCIAL_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_COMMERCIAL_LONG_OLD,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_COMMERCIAL_LONG_OTHER,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_NONCOMMERCIAL_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_NONCOMMERCIAL_LONG_OLD,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_NONCOMMERCIAL_LONG_OTHER,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_LONG_ALL,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_LONG_OLD,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,TRADERS_TOTAL_REPORTABLE_LONG_OTHER,coordinates,latitude / longitude point,TEXT
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,CFTC_REGION_CODE,region,region / area / territory / jurisdiction,TEXT
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,CITY,city,city / town / municipality,TEXT
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,LATITUDE,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,LONGITUDE,coordinates,latitude / longitude point,FLOAT
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,STATE_FIPS,fips,FIPS / GEOID census code,TEXT
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,REGION_CODE,region,region / area / territory / jurisdiction,NUMBER
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,STATE,state,state name or 2-letter code,TEXT
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,TUITION_IN_STATE,state,state name or 2-letter code,NUMBER
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,TUITION_OUT_OF_STATE,state,state name or 2-letter code,NUMBER
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,ZIP,zip,ZIP / postal code,TEXT
EDUCATION,EDUCATION__FED_ED_EDFACTS,STATE_FIPS,fips,FIPS / GEOID census code,TEXT
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_DECLARED_STATS,ADVERTISER_DECLARED_PROMOTER_ADDRESS,address,street / mailing address,TEXT
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_DECLARED_STATS,REGION,region,region / area / territory / jurisdiction,TEXT
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,COUNTRY,country,country name / ISO code,TEXT
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,COUNTRY_SUBDIVISION_PRIMARY,country,country name / ISO code,TEXT
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,REGIONS,region,region / area / territory / jurisdiction,TEXT
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,REGIONS,region,region / area / territory / jurisdiction,TEXT
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,COUNTRY,country,country name / ISO code,TEXT
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,COUNTRY_SUBDIVISION_PRIMARY,country,country name / ISO code,TEXT
