domain,name,tier,bulk,horizon,have,why,have_v
Banking & Depository Institutions,IBAN (International Bank Account Number),STRONG,no,nice-to-have-later,unclear -- OFAC(1 table) SDN records sometimes carry an identificat...,the first pass's own BIC entry says the goal is tracing a wire through correspondent banks -- BIC only proves which banks could be involv...,unclear
Banking & Depository Institutions,FATCA GIIN (Global Intermediary Identification Number),STRONG,yes,now,unclear -- IRS(9) exists in AGENCY_CONTEXT but content is unconfirm...,Foreign private banks that shelter hidden wealth register for a GIIN specifically so they can claim FATCA compliance -- a foreign bank th...,unclear
Banking & Depository Institutions,"OTS Docket Number (legacy, defunct 2011)",WEAK,unclear,nice-to-have-later,no -- OTS is defunct and absent from AGENCY_CONTEXT entirely; OCC i...,OTS was notoriously the 'weakest regulator' thrifts shopped for during the run-up to 2008; without a docket-number crosswalk to today's s...,no
Banking & Depository Institutions,"State Bank Charter/License Number (generic, per-state banking department)",WEAK,unclear,nice-to-have-later,no -- the state-regulator feeds already in AGENCY_CONTEXT (CH/ES/GR...,Industrial loan companies and state-only trust charters are a known 'rent-a-bank' vector for high-cost fintech lending that evades federa...,no
Banking & Depository Institutions,HMDA Universal Loan Identifier (ULI),WEAK,unclear,nice-to-have-later,unclear -- same HMDA-absence caveat as the legacy Respondent ID above,The mission needs a receipt -- one real loan that proves the pattern is real. HMDA's LEI field identifies the bank; only ULI identifies t...,unclear
Banking & Depository Institutions,NACHA / ACH Company ID (Originator ID),WEAK,no,nice-to-have-later,no -- no ACH/NACHA source anywhere in AGENCY_CONTEXT; this is a tra...,"When a predatory lender or scammer drains a victim's account via unauthorized recurring ACH debits, the bank's routing number only says w...",no
Banking & Depository Institutions,"Resolution Trust Corporation (RTC) Institution/Case Number (legacy, defunct 1995)",WEAK,unclear,nice-to-have-later,"no -- RTC is defunct and absent from AGENCY_CONTEXT entirely, same ...","The S&L crisis wiped out depositor and taxpayer money on a scale that dwarfs most modern bank-failure stories, and the executives, holdin...",no
"Securities, Investment Funds & Markets",FINRA Central Registration Depository Number,STEEL,no,nice-to-have-later,no -- FINRA is not among Ripple's listed source prefixes at all; Br...,"A broker with a disciplinary record (churning, unsuitable sales, elder fraud) resigns and gets rehired at a new firm; without CRD as a jo...",no
"Securities, Investment Funds & Markets",Investment Adviser Registration Depository Number,STEEL,yes,now,no -- SEC's Investment Adviser Public Disclosure (IAPD) bulk Form A...,"An adviser gets an enforcement action (e.g. fee overcharging, undisclosed conflicts) at Firm A, then reopens as Firm B under a new LLC na...",no
"Securities, Investment Funds & Markets",National Futures Association Registration ID,STEEL,unclear,nice-to-have-later,no -- CFTC and NFA are both completely absent from Ripple's source-...,Commodity pool operators who defraud investors in managed futures funds (a classic vehicle for elder fraud and retirement-account scams) ...,no
"Securities, Investment Funds & Markets",EDGAR Accession Number,STEEL,yes,now,"yes, almost certainly -- this is the backbone identifier of any EDG...",The mission requires every aggregated finding to be traceable back to a citable receipt document; without treating accession number as a ...,yes
"Securities, Investment Funds & Markets",Investment Company Series ID / Class ID,STEEL,yes,now,"unclear -- SEC.gov publishes a free bulk ""Investment Company Series...",Retirement savers are disproportionately sold high-load Class C / Class B shares of the same underlying fund that institutional investors...,unclear
"Securities, Investment Funds & Markets",PCAOB Firm ID,STEEL,yes,now,unclear -- every 10-K's XBRL cover page has tagged the PCAOB Firm I...,Accounting fraud and restatements currently read as one-off company stories; the systemic version is a small audit shop that keeps blessi...,unclear
"Securities, Investment Funds & Markets",Global Intermediary Identification Number,STEEL,yes,now,unclear -- IRS is administered separately from FATCA registration; ...,US persons hiding assets or routing investments through offshore funds/shell banks to dodge taxes or disclosure requirements show up in F...,unclear
"Securities, Investment Funds & Markets",International Securities Identification Number,STEEL,no,nice-to-have-later,unclear -- no full free bulk ISIN file exists (licensed via ANNA/na...,A firm sanctioned or investigated in the US that keeps raising capital via foreign-listed shares or bonds tied by ISIN back to the same u...,unclear
"Securities, Investment Funds & Markets",SEC Litigation Release Number / Administrative Proceeding File Number,STEEL,unclear,now,no -- SEC(26 tables) reads as EDGAR-filing-centric (issuer disclosu...,"This is the literal 'who gets hurt, does the data show it' receipt the mission requires for every finding. CRD/IARD/CIK tell Ripple who s...",no
"Securities, Investment Funds & Markets",Financial Instrument Global Identifier,STRONG,yes,now,"no -- genuinely free (MIT-licensed, no paywall, 25,000 mapping jobs...","Manipulative trading (spoofing, wash trading, cross-venue layering) that Ripple would want to pattern-match requires knowing that trades ...",no
"Securities, Investment Funds & Markets",SEC Investment Company Act File Number,STRONG,yes,now,"yes, likely -- SEC(26 tables) almost certainly ingests EDGAR filing...",Fund families that repeatedly launch and quietly liquidate underperforming funds (burying bad track records) are only visible as a patter...,yes
"Securities, Investment Funds & Markets",SEC Investment Adviser Act File Number,STRONG,yes,now,"yes, likely -- same reasoning as the 811- number, sitting in SEC(26...","Same mechanism as the CRD/IARD case but from the EDGAR-filing side: without this key, an adviser's SEC litigation releases and their ADV ...",yes
"Securities, Investment Funds & Markets",SEC Business Development Company File Number,STRONG,yes,now,"yes, likely -- same EDGAR file-number mechanism as 811-/801-, insid...","BDCs are a documented vehicle for high-rate, high-fee lending to businesses that can't get bank credit; grouping BDC filings by 814- regi...",yes
"Securities, Investment Funds & Markets",MSRB Dealer Executing Broker Symbol,STRONG,unclear,nice-to-have-later,no -- MSRB is entirely absent from Ripple's sources; the dealer-ID ...,"Underwriters and dealers who systematically overprice municipal bonds sold to school districts, small cities, and public pension funds ex...",no
"Securities, Investment Funds & Markets",Municipal Advisor Registration (Form MA),STRONG,yes,now,"yes, likely -- Form MA/MA-I filings live in EDGAR (confirmed at sec...","Municipal advisors have been sanctioned for steering local governments into unsuitable, high-fee bond structures; without their registrat...",yes
"Securities, Investment Funds & Markets",DTC / NSCC Participant Number,STRONG,yes,nice-to-have-later,"no -- DTCC is absent from Ripple's sources, though the participant ...","This ID maps WHO clears trades, not who beneficially owns the shares -- so on its own it doesn't unmask hidden ownership (the actual inve...",no
"Securities, Investment Funds & Markets",FINRA Market Participant Identifier,STRONG,yes,now,no -- FINRA is entirely absent from Ripple's sources; this is a rea...,FINRA publishes free weekly ATS transparency data (volume by MPID) -- this is the concrete mechanism to identify which specific dark pool...,no
"Securities, Investment Funds & Markets",EDGAR Filing Agent CIK,STRONG,yes,now,unclear -- this only exists if Ripple's SEC(26) ingestion parses th...,A small number of filing agents are documented to disproportionately midwife the paperwork for reverse-merger shell companies later used ...,unclear
"Securities, Investment Funds & Markets",SEDOL,STRONG,no,nice-to-have-later,"no -- SEDOL Masterfile is a paid LSEG/Refinitiv product, no free bu...","Marginal for a US-focused platform; mainly useful if tracing a US-sanctioned or barred individual/entity's UK-listed holdings, a narrow a...",no
"Securities, Investment Funds & Markets",FINRA Disciplinary Action / AWC Case Number,STRONG,no,nice-to-have-later,no -- FINRA is entirely absent from Ripple's source list,CRD already lets Ripple follow a broker across firms; the case number is what lets a finding cite the actual sanction document (elder-fra...,no
"Securities, Investment Funds & Markets",PCAOB Form AP Engagement Partner ID,STRONG,yes,now,unclear -- same caveat the first pass already applied to the firm-l...,The first pass's own harm story (a small audit shop keeps blessing books at companies that later collapse) is sharper at the partner leve...,unclear
"Securities, Investment Funds & Markets",SEC Regulation A Offering File Number,STRONG,yes,now,"yes, likely -- same logic the first pass already used for 333-/001-...","Reg A (up to $75M, minimal vetting, marketed hard to retail-adjacent investors) is a documented magnet for weak/fraudulent issuers. The f...",yes
"Securities, Investment Funds & Markets",SEC Regulation Crowdfunding Form C File Number,STRONG,yes,now,"yes, likely -- same reasoning as Reg A above",Reg CF is ordinary retail investors funding small companies with a few million dollars and almost no vetting -- the 'who gets hurt' test ...,yes
"Securities, Investment Funds & Markets",SEC Transfer Agent Registration Number,STRONG,unclear,nice-to-have-later,no -- transfer agent registration is a separate SEC regulatory stre...,Transfer agents are a documented weak link in microcap fraud: a small number of complicit or negligent agents disproportionately process ...,no
"Securities, Investment Funds & Markets",Options Clearing Corporation (OCC) Clearing Member Number,STRONG,unclear,nice-to-have-later,no -- OCC is completely absent from Ripple's source list,Naked/abusive options market-making tied to failures-to-deliver and 'phantom shares' -- the mechanism behind documented retail-harm episo...,no
"Securities, Investment Funds & Markets",State Blue Sky / NASAA Electronic Filing Depository (EFD) Notice-Filing Number,STRONG,unclear,nice-to-have-later,no -- NASAA/state Blue Sky regulators are entirely absent from Ripp...,"Reg D private placements are the single most common vehicle in actual SEC Ponzi-scheme enforcement (GPB Capital, Woodbridge, etc.) precis...",no
