source,schema_name,table_name,model,clock,clock_column,grain,dtype,has_view,n_rows,why
ENERGY.ENERGY__FED_EIA860_3_2_WIND,ENERGY,ENERGY__FED_EIA860_3_2_WIND,energy__fed_eia860_3_2_wind,happened,OPERATING_YEAR,year,NUMBER,true,1563,try_to_number(trim(OPERATING_YEAR)) - the year the wind generator entered commercial service; the only clock on this 2024-snapshot table.
ENERGY.ENERGY__FED_EIA860_3_3_SOLAR,ENERGY,ENERGY__FED_EIA860_3_3_SOLAR,energy__fed_eia860_3_3_solar,happened,OPERATING_YEAR,year,NUMBER,true,7154,try_to_number(trim(OPERATING_YEAR)) - the year the solar generator entered commercial service; the only clock on this 2024-snapshot table.
ENERGY.ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,energy__fed_eia860_3_4_energy_storage,happened,OPERATING_YEAR,year,NUMBER,true,786,try_to_number(trim(OPERATING_YEAR)) - the year the battery/storage unit entered commercial service; the only clock on this 2024-snapshot table.
ENERGY.ENERGY__FED_EIA860_3_5_MULTIFUEL,ENERGY,ENERGY__FED_EIA860_3_5_MULTIFUEL,energy__fed_eia860_3_5_multifuel,happened,OPERATING_YEAR,year,NUMBER,true,2893,try_to_number(trim(OPERATING_YEAR)) - the year the generator entered commercial service; the only real clock on this 2024-snapshot table.
ENERGY.ENERGY__FED_EIA860_4_OWNER,ENERGY,ENERGY__FED_EIA860_4_OWNER,energy__fed_eia860_4_owner,none,,none,,false,5495,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENERGY.ENERGY__FED_EIA860_6_1_ENVIROASSOC,ENERGY,ENERGY__FED_EIA860_6_1_ENVIROASSOC,energy__fed_eia860_6_1_enviroassoc,none,,none,,false,7020,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENERGY.ENERGY__FED_EIA860_6_2_ENVIROEQUIP,ENERGY,ENERGY__FED_EIA860_6_2_ENVIROEQUIP,energy__fed_eia860_6_2_enviroequip,decided,NEW_SOURCE_REVIEW_YEAR,year,NUMBER,true,4428,"try_to_number() year the New Source Review permit was issued - an authority acting on the boiler. Best real clock here, but sparse: only boilers that went through NSR carry it."
ENERGY.ENERGY__FED_EIA861_ADVANCED_METERS,ENERGY,ENERGY__FED_EIA861_ADVANCED_METERS,energy__fed_eia861_advanced_meters,happened,DATA_YEAR,year,NUMBER,true,2725,"try_to_number(nullif(trim(DATA_YEAR),'.')) - a plain NUMBER year (2024), the survey year the meter counts describe. Year grain, and it is a number not a date: bare-date-parsing it is what produced this batch's junk census ranges."
ENERGY.ENERGY__FED_EIA861_DELIVERY_COMPANIES,ENERGY,ENERGY__FED_EIA861_DELIVERY_COMPANIES,energy__fed_eia861_delivery_companies,happened,DATA_YEAR,year,NUMBER,true,7,"try_to_number(nullif(trim(UNNAMED_0),'.')) - a NUMBER year recovered positionally after the loader ate the Excel header; per the model it is the 2024 reporting year the revenue/sales describe."
ENERGY.ENERGY__FED_EIA861_DEMAND_RESPONSE,ENERGY,ENERGY__FED_EIA861_DEMAND_RESPONSE,energy__fed_eia861_demand_response,happened,DATA_YEAR,year,NUMBER,true,339,"try_to_number(nullif(trim(UNNAMED_0),'.')) - NUMBER year recovered positionally from a header-damaged load; the 2024 program year the demand-response savings occurred in."
ENERGY.ENERGY__FED_EIA861_DISTRIBUTION_SYSTEMS,ENERGY,ENERGY__FED_EIA861_DISTRIBUTION_SYSTEMS,energy__fed_eia861_distribution_systems,happened,DATA_YEAR,year,NUMBER,true,1353,"try_to_number(nullif(trim(C_2024),'.')) - the loader consumed the header row so the source column is literally named C_2024; it holds the reporting year the circuit counts describe."
ENERGY.ENERGY__FED_EIA861_DYNAMIC_PRICING,ENERGY,ENERGY__FED_EIA861_DYNAMIC_PRICING,energy__fed_eia861_dynamic_pricing,happened,DATA_YEAR,year,NUMBER,true,857,"try_to_number(nullif(trim(UNNAMED_0),'.')) - NUMBER year recovered positionally; the 2024 program year the enrollment counts describe. Only clock on the table."
ENERGY.ENERGY__FED_EIA861_ENERGY_EFFICIENCY,ENERGY,ENERGY__FED_EIA861_ENERGY_EFFICIENCY,energy__fed_eia861_energy_efficiency,happened,DATA_YEAR,year,NUMBER,true,458,"try_to_number(nullif(trim(UNNAMED_0),'.')) - NUMBER year recovered positionally; the 2024 program year the efficiency savings occurred in. Only clock on the table."
ENERGY.ENERGY__FED_EIA861_FRAME,ENERGY,ENERGY__FED_EIA861_FRAME,energy__fed_eia861_frame,happened,DATA_YEAR,year,NUMBER,true,3412,"try_to_number(nullif(trim(C_2024),'.')) - the header row was consumed at load so the source column is literally named C_2024; it carries the reporting year of the respondent frame."
ENERGY.ENERGY__FED_EIA861_MERGERS,ENERGY,ENERGY__FED_EIA861_MERGERS,energy__fed_eia861_mergers,happened,EFFECTIVE_DATE,day,DATE,true,4,"try_to_date(trim(C_03_01_2024),'MM/DD/YYYY') - the day the utility merger/acquisition took legal effect; a real corporate event at day grain, and the only true date in the whole EIA-861 family."
ENERGY.ENERGY__FED_EIA861_NET_METERING,ENERGY,ENERGY__FED_EIA861_NET_METERING,energy__fed_eia861_net_metering,happened,DATA_YEAR,year,NUMBER,true,1004,"try_to_number(nullif(trim(UNNAMED_0),'.')) - NUMBER year recovered positionally; the 2024 reporting year the net-metering capacity describes."
ENERGY.ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED,ENERGY,ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED,energy__fed_eia861_non_net_metering_distributed,happened,DATA_YEAR,year,NUMBER,true,507,"try_to_number(nullif(trim(YEAR),'.')) - a NUMBER year (2024) naming the reporting year of the distributed-capacity figures."
ENERGY.ENERGY__FED_EIA861_OPERATIONAL_DATA,ENERGY,ENERGY__FED_EIA861_OPERATIONAL_DATA,energy__fed_eia861_operational_data,happened,DATA_YEAR,year,NUMBER,true,1711,"try_to_number(nullif(trim(UNNAMED_0),'.')) - NUMBER year recovered positionally; the 2024 year the peak demand and energy flows occurred in."
ENERGY.ENERGY__FED_EIA861_RELIABILITY,ENERGY,ENERGY__FED_EIA861_RELIABILITY,energy__fed_eia861_reliability,happened,DATA_YEAR,year,NUMBER,true,971,"try_to_number(nullif(trim(UNNAMED_0),'.')) - NUMBER year recovered positionally; the 2024 year the SAIDI/SAIFI outage metrics were measured over."
ENERGY.ENERGY__FED_EIA861_SALES_ULT_CUST,ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST,energy__fed_eia861_sales_ult_cust,happened,DATA_YEAR,year,NUMBER,true,2815,"try_to_number(nullif(trim(UNNAMED_0),'.')) - NUMBER year recovered positionally; the 2024 year the sales and revenue occurred in."
ENERGY.ENERGY__FED_EIA861_SALES_ULT_CUST_CS,ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST_CS,energy__fed_eia861_sales_ult_cust_cs,happened,DATA_YEAR,year,NUMBER,true,674,"try_to_number(nullif(trim(UNNAMED_0),'.')) - NUMBER year recovered positionally; the 2024 year the customer-sited sales occurred in."
ENERGY.ENERGY__FED_EIA861_SERVICE_TERRITORY,ENERGY,ENERGY__FED_EIA861_SERVICE_TERRITORY,energy__fed_eia861_service_territory,happened,DATA_YEAR,year,NUMBER,true,11775,"try_to_number(nullif(trim(C_2024),'.')) - header row consumed at load so the column is named C_2024; it carries the year this county-service footprint was reported for."
ENERGY.ENERGY__FED_EIA861_SHORT_FORM,ENERGY,ENERGY__FED_EIA861_SHORT_FORM,energy__fed_eia861_short_form,happened,DATA_YEAR,year,NUMBER,true,1724,"try_to_number(nullif(trim(C_2024),'.')) - header row consumed at load; the reporting year the short-form revenue/sales describe."
ENERGY.ENERGY__FED_EIA861_UTILITY_DATA,ENERGY,ENERGY__FED_EIA861_UTILITY_DATA,energy__fed_eia861_utility_data,happened,DATA_YEAR,year,NUMBER,true,1701,"try_to_number(nullif(trim(DATA_YEAR),'.')) - a clean NUMBER year (2024) naming the year this utility profile describes."
ENERGY.ENERGY__FED_EIA_861_BALANCING_AUTHORITY,ENERGY,ENERGY__FED_EIA_861_BALANCING_AUTHORITY,energy__fed_eia_861_balancing_authority,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
ENERGY.ENERGY__INTL_EMBER_ELEC,ENERGY,ENERGY__INTL_EMBER_ELEC,energy__intl_ember_elec,happened,DATE,day,DATE,true,369264,"Staging casts try_to_date(trim(DATE),'YYYY'), so every value is a bare year snapped to Jan-1; real resolution is YEAR not day, and the census range 2000-01-01..2025-01-01 confirms it."
ENVIRONMENT.ENVIRONMENT__EPA_PENALTY_GAP,ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,environment__epa_penalty_gap,happened,DATE_LAST_INSPECTION,day,DATE,true,93808,try_to_date of ECHO FAC_DATE_LAST_INSPECTION: the day the most recent inspection actually took place at the facility.
ENVIRONMENT.ENVIRONMENT__FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS,ENVIRONMENT,ENVIRONMENT__FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS,environment__fed_epa_air_emissions_poll_rpt_combined_emissions,happened,REPORTING_YEAR,year,TEXT,true,10411826,Raw passthrough of REPORTING_YEAR (no cast): the inventory year the emissions occurred in. Integer year - date-parsing it is the epoch-1970 trap.
ENVIRONMENT.ENVIRONMENT__FED_EPA_AQS_SITES,ENVIRONMENT,ENVIRONMENT__FED_EPA_AQS_SITES,environment__fed_epa_aqs_sites,span_start,SITE_ESTABLISHED_DATE,day,DATE,true,20994,"Staging casts try_to_date(SITE_ESTABLISHED_DATE,'YYYY-MM-DD'); with site_closed_date it bounds the monitoring site's operating tenure, so it is the span start and the best row anchor."
ENVIRONMENT.ENVIRONMENT__FED_EPA_ECHO,ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,environment__fed_epa_echo,happened,DATE_LAST_INSPECTION,day,DATE,true,3135554,try_to_date(FAC_DATE_LAST_INSPECTION): the day the facility's most recent inspection occurred; the best whole-table anchor for a facility row.
ENVIRONMENT.ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,environment__fed_epa_egrid_plant_2022,happened,DATA_YEAR,year,TEXT,true,11974,"Raw passthrough of DATA_YEAR (no cast) in a 2022-vintage eGRID extract: the calendar year the generation and emissions figures describe. Integer year, not a date."
ENVIRONMENT.ENVIRONMENT__FED_EPA_ENVIROFACTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_ENVIROFACTS,environment__fed_epa_envirofacts,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
ENVIRONMENT.ENVIRONMENT__FED_EPA_FRS_FACILITIES,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,environment__fed_epa_frs_facilities,none,,none,,false,0,no column in this table holds a readable time value
ENVIRONMENT.ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,environment__fed_epa_frs_frs_facilities,none,,none,,false,3277557,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENVIRONMENT.ENVIRONMENT__FED_EPA_FRS_FRS_NAICS_CODES,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_NAICS_CODES,environment__fed_epa_frs_frs_naics_codes,none,,none,,false,2179702,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENVIRONMENT.ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,environment__fed_epa_frs_frs_program_links,none,,none,,false,4406498,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENVIRONMENT.ENVIRONMENT__FED_EPA_FRS_FRS_SIC_CODES,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_SIC_CODES,environment__fed_epa_frs_frs_sic_codes,none,,none,,false,1085211,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENVIRONMENT.ENVIRONMENT__FED_EPA_GHGRP_EMISSION,ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_EMISSION,environment__fed_epa_ghgrp_emission,happened,REPORTING_YEAR,year,NUMBER,true,346683,"Staging casts try_to_number(trim(YEAR)) and renames it reporting_year: the calendar year the emissions were emitted and reported for, 2010+. Integer year."
ENVIRONMENT.ENVIRONMENT__FED_EPA_GHGRP_FACILITY,ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,environment__fed_epa_ghgrp_facility,happened,REPORTING_YEAR,year,NUMBER,true,136005,try_to_number(trim(YEAR)): the GHGRP reporting year this facility row describes; facility_id + year is the declared grain.
ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,environment__fed_epa_icis_air_icis_air_facilities,none,,none,,false,279728,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FCES_PCES,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FCES_PCES,environment__fed_epa_icis_air_icis_air_fces_pces,none,,none,,false,0,no column in this table holds a readable time value
ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FORMAL_ACTIONS,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FORMAL_ACTIONS,environment__fed_epa_icis_air_icis_air_formal_actions,decided,SETTLEMENT_ENTERED_DATE,day,DATE,true,106009,try_to_date(SETTLEMENT_ENTERED_DATE): the day the authority entered the settlement on a formal Clean Air Act enforcement action.
ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_INFORMAL_ACTIONS,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_INFORMAL_ACTIONS,environment__fed_epa_icis_air_icis_air_informal_actions,decided,ACHIEVED_DATE,day,DATE,true,175736,"try_to_date(ACHIEVED_DATE): the day the informal enforcement action was issued/achieved by the agency. Census max 8888-01-01 with 5 far-future rows = publisher sentinel values, and min 0001-01-01 is try_to_date junk."
ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_POLLUTANTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_POLLUTANTS,environment__fed_epa_icis_air_icis_air_pollutants,none,,none,,false,948342,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_PROGRAMS,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_PROGRAMS,environment__fed_epa_icis_air_icis_air_programs,reported,UPDATED_DATE,day,DATE,true,457581,try_to_date(UPDATED_DATE): when the ICIS-Air program record was last maintained in EPA's system. Record housekeeping - census max 2028-10-29 and 109 epoch-1970 rows show it also carries junk.
ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_PROGRAM_SUBPARTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_PROGRAM_SUBPARTS,environment__fed_epa_icis_air_icis_air_program_subparts,none,,none,,false,190980,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_STACK_TESTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_STACK_TESTS,environment__fed_epa_icis_air_icis_air_stack_tests,happened,ACTUAL_END_DATE,day,DATE,true,620302,try_to_date(ACTUAL_END_DATE): the day the stack test was performed/completed. Census min 0201-07-24 plus 1 epoch-1970 row = try_to_date passing malformed source strings.
ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_TITLEV_CERTS,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_TITLEV_CERTS,environment__fed_epa_icis_air_icis_air_titlev_certs,reported,ACTUAL_END_DATE,day,DATE,true,499113,"try_to_date(ACTUAL_END_DATE), the only clock: the completion/receipt date of a Title V annual compliance certification the facility submits to the regulator. LOW - the compiled SQL proves the cast but not whether EPA means 'received' or 'period end'."
ENVIRONMENT.ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY,environment__fed_epa_icis_air_icis_air_violation_history,none,,none,,false,0,no column in this table holds a readable time value
ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,environment__fed_epa_npdes_icis_facilities,none,,none,,false,1213737,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_CS_VIOLATIONS,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_NPDES_CS_VIOLATIONS,environment__fed_epa_npdes_npdes_cs_violations,happened,ACTUAL_DATE,day,DATE,true,82187,try_to_date(ACTUAL_DATE): the day the scheduled compliance event actually occurred; the violation is the gap between this and schedule_date.
ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_FORMAL_ENFORCEMENT_ACTIONS,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_NPDES_FORMAL_ENFORCEMENT_ACTIONS,environment__fed_epa_npdes_npdes_formal_enforcement_actions,decided,SETTLEMENT_ENTERED_DATE,day,DATE,true,112373,"try_to_date(SETTLEMENT_ENTERED_DATE): the day the authority entered the settlement on a Clean Water Act formal enforcement action. Census min 1970-09-07 with 1 epoch-1970 row - one junk row, not a systemic collapse."
ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS,environment__fed_epa_npdes_npdes_informal_enforcement_actions,decided,ACHIEVED_DATE,day,DATE,true,478855,try_to_date(ACHIEVED_DATE): the day the informal enforcement action was achieved by the agency. Census 0001-01-01 to 8202-06-10 with 3 far-future rows = source sentinels/typos surviving try_to_date.
ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_INSPECTIONS,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_NPDES_INSPECTIONS,environment__fed_epa_npdes_npdes_inspections,span_start,ACTUAL_BEGIN_DATE,day,DATE,true,1900067,"try_to_date(ACTUAL_BEGIN_DATE): the day the inspection started; paired with actual_end_date it bounds the inspection, and it is the best anchor for the row."
ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_NAICS,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_NPDES_NAICS,environment__fed_epa_npdes_npdes_naics,none,,none,,false,326473,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_PS_VIOLATIONS,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_NPDES_PS_VIOLATIONS,environment__fed_epa_npdes_npdes_ps_violations,happened,ACTUAL_DATE,day,DATE,true,397615,try_to_date(ACTUAL_DATE): the day the permit-schedule milestone actually happened - the real-world clock on this table.
