column_name,plain,confidence,varies,author,written_on
FIRST_REPORTED_DATE,The date this record was first reported into the EPA's drinking-water system.,checked,no,claude-code,2026-09-23
CONTRIBUTION_DATE,The date the donation was made. The 2001 New York City table leaves it empty.,checked,no,claude-code,2026-09-23
FIRM_ID,"The ID of the firm, like an audit firm or a lobbying firm.",checked,no,claude-code,2026-09-23
FILING_DATE,"The date the filing was made. Watch out: one SEC table stores it as text like 31-AUG-2022, and two others show year 0026 when they mean 2026.",checked,no,claude-code,2026-09-23
DOCUMENT_TYPE,"What kind of document it is, like SEC insider Form 4 or a FARA Supplemental Statement; categories depend on the source. It is almost always blank in the slave narratives table and empty in one table.",checked,no,claude-code,2026-09-23
OWNER,,sampled,yes,claude-code,2026-09-23
FACILITY_TYPE,"What kind of facility it is, like Hospital, Nursing home, Health Center, or Apartment in the HUD housing table. One table leaves it empty.",checked,no,claude-code,2026-09-23
CERTIFICATION_DATE,The date the facility was certified to take Medicare. In the NPI registry it is when the provider last confirmed their record.,checked,no,claude-code,2026-09-23
ENROLLMENT_STATE,"The state where the provider is enrolled in Medicare, as two letters.",checked,no,claude-code,2026-09-23
PROVIDER_TYPE_CODE,"Medicare's code for the kind of provider, like 00-09 for a hospital. Each table mostly holds one value.",checked,no,claude-code,2026-09-23
PROVIDER_TYPE_TEXT,"The kind of provider in words, like PART A PROVIDER - HOSPITAL.",checked,no,claude-code,2026-09-23
DOING_BUSINESS_AS_NAME,"The name the facility operates under, when it differs from its legal name. Often empty.",checked,no,claude-code,2026-09-23
INCORPORATION_STATE,"The state where the organization is legally formed, as two letters. Often empty.",checked,no,claude-code,2026-09-23
ORGANIZATION_TYPE_STRUCTURE,"The organization's legal form: CORPORATION, LLC, PARTNERSHIP, SOLE PROPRIETOR, or OTHER.",checked,no,claude-code,2026-09-23
ORGANIZATION_OTHER_TYPE_TEXT,"A free-text description of the legal form when it is OTHER, like COUNTY OWNED or 501C3. Empty for most rows.",checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_CITY,The city of the doctor or hospital that gave the care.,checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_ZIP5,"The 5-digit ZIP code of the doctor or hospital that gave the care, stored as text.",checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_STATE_ABRVTN,"The state of the doctor or hospital that gave the care, as two letters.",checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_STATE_FIPS,"The state of the doctor or hospital that gave the care, as a two-digit number code like 01 for Alabama.",checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_RUCA,"How urban or rural the provider's area is, on a 1 to 10 scale where 1 is a city core. Decimals like 1.1 are sub-levels; stored as text in most tables.",checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_RUCA_DESC,"The urban-rural level in words, like Metropolitan area core or Small town core.",checked,no,claude-code,2026-09-23
TOTAL_UNITS,How many homes or apartments are in the property. The mortgage tables store it as text with ranges like 5-24.,checked,no,claude-code,2026-09-23
SEQUENCE_NUMBER,"The loan's row number inside the lender's yearly mortgage report, as 7-digit text. The New York City donation tables have this column but leave it empty.",checked,no,claude-code,2026-09-23
EMPLOYER_CITY,"The city of the employer. Casing and naming vary, like Bronx versus The Bronx.",checked,no,claude-code,2026-09-23
EMPLOYER_STATE,"The state of the employer, as two letters.",checked,no,claude-code,2026-09-23
DATE_FILED,"The date the case, opinion, or document was filed. One settlements table stores messy text like 7/26/2019 or N/A.",checked,no,claude-code,2026-09-23
PAGE_NUMBER,The page of the source document the line came from. The New York City donation tables leave it empty.,checked,no,claude-code,2026-09-23
CIRCUIT,"The federal appeals court region, numbered 1 to 11. Some tables add a leading zero, like 05.",checked,no,claude-code,2026-09-23
TIME,,sampled,yes,claude-code,2026-09-23
REFERENCE_NUMBER,"The source's reference number for the record, like QDi.150 on the UN sanctions list or R0004075 for a New York City donation.",checked,no,claude-code,2026-09-23
ESTABLISHMENT_ID,OSHA's ID number for the work site. Use it to join the injury summary and case tables.,checked,no,claude-code,2026-09-23
NAICS_YEAR,"Which edition of the industry code list was used: 2012, 2017 or 2022. A few rows hold 0 instead.",checked,no,claude-code,2026-09-23
INDUSTRY_DESCRIPTION,"The industry in words, as the employer wrote it. Not standardized, so the same industry is spelled several ways.",checked,no,claude-code,2026-09-23
SIZE,"A code for how many people work at the site, like 1, 2, 3, 21, or 22. Needs OSHA's lookup to read.",checked,no,claude-code,2026-09-23
ANNUAL_AVERAGE_EMPLOYEES,The average number of employees at the site over the year.,checked,no,claude-code,2026-09-23
TOTAL_HOURS_WORKED,The total hours all employees worked at the site that year. Some rows hold 0.,checked,no,claude-code,2026-09-23
CREATED_TIMESTAMP,When the report was sent to OSHA. Watch out: two tables show year 0024 or 0026 when they mean 2024 or 2026.,checked,no,claude-code,2026-09-23
LICENSE,"The license the dataset is published under, like Creative Commons Attribution, written as text or a web link. Many rows are blank or say no license was specified, and two small tables leave it empty.",checked,no,claude-code,2026-09-23
BILL_NUMBER,"The bill's number. Some tables store only the number, like 4210; others add the type, like HR5326 or HRES643.",checked,no,claude-code,2026-09-23
SESSION_ID,"The two-year state legislative session, named by its first year, like 1999.",checked,no,claude-code,2026-09-23
RECIPIENT_ID,"The ID of the candidate or committee that got the money. Some New York City rows hold the code FI instead of a number, which needs a lookup.",checked,no,claude-code,2026-09-23
ICPSR,"The member of Congress's ICPSR number, a standard ID used by the Voteview voting data. Use it to join member tables.",checked,no,claude-code,2026-09-23
COMMITTEE_ID,The ID of the campaign committee. The FEC table uses IDs like C00808311; the New York City tables use one letter that only means something together with the candidate ID.,checked,no,claude-code,2026-09-23
CONTRIBUTION_RECORD_ID,"A long random-looking code for the donation row, one per row: no two rows share it.",checked,no,claude-code,2026-09-23
CREDITCARDFLAG,"Y if the lobbyist paid by credit card, N if not.",checked,no,claude-code,2026-09-23
RECIPIENTPERSENTTYPECD,Whether the recipient is a person or an organization. INDIVIDUAL in every sample.,checked,no,claude-code,2026-09-23
RECIPIENTNAMEORGANIZATION,"The organization that got the gift or spending, when it was not a person. Empty in every table here.",checked,no,claude-code,2026-09-23
RECIPIENTNAMELAST,The last name of the official who got the gift or spending.,checked,no,claude-code,2026-09-23
RECIPIENTNAMESUFFIXCD,"The suffix of the recipient's name, like JR or III. Almost always empty.",checked,no,claude-code,2026-09-23
RECIPIENTNAMEFIRST,The first name of the official who got the gift or spending.,checked,no,claude-code,2026-09-23
RECIPIENTNAMEPREFIXCD,"The title in front of the recipient's name, like MR, MS, JUDGE, or COMMISSNR. Often empty.",checked,no,claude-code,2026-09-23
RECIPIENTNAMESHORT,"The recipient's nickname, like Chuy or Doc, blank in almost every row. A few rows hold stray text like Airfare or Plaque instead.",checked,no,claude-code,2026-09-23
DEATHS,How many people died.,checked,no,claude-code,2026-09-23
COUNTRY_CODES,"The countries tied to the record, as three-letter codes like GBR, with several joined by semicolons. XXX shows up as a filler.",checked,no,claude-code,2026-09-23
VALID_UNTIL,"A note on how current the data is, like Provider data is current through 2017. Text, not a date.",checked,no,claude-code,2026-09-23
END_DATE,"The date it ended or is set to end, like an award or a listing. Some are in the future.",checked,no,claude-code,2026-09-23
ASSET_AMT,"The nonprofit's total assets in dollars, from its latest filing. Zero often means not reported, and one table stores it as text.",checked,no,claude-code,2026-09-23
REVENUE_AMT,"The nonprofit's total yearly revenue in dollars, from its latest filing. Zero often means not reported, and one table stores it as text.",checked,no,claude-code,2026-09-23
COMPANY_ID,,sampled,yes,claude-code,2026-09-23
VERSION,,sampled,yes,claude-code,2026-09-23
FILING_TYPE,,sampled,yes,claude-code,2026-09-23
OBJECT_ID,,sampled,yes,claude-code,2026-09-23
CONGRESSIONAL_DISTRICT,"The congressional district, written differently per table: a bare number like 05, a state plus number like NJ-11 or AZ3, or a full phrase like Oklahoma, Congressional District 1.",checked,no,claude-code,2026-09-23
RACE,"The person's race as the source recorded it: spelled out like White or Asian, or as short codes like W, B or mena that need a lookup. Many rows say Unknown or Unanswered.",checked,no,claude-code,2026-09-23
SRC_LINE_NBR,The line number of this row in the original Treasury report.,checked,no,claude-code,2026-09-23
RECORD_CALENDAR_MONTH,"The calendar month of the record, as two-digit text like 01 for January.",checked,no,claude-code,2026-09-23
FEDERAL_ACTION_OBLIGATION,The dollars the government committed or took back in this one transaction. Negative numbers are cuts or cancellations.,checked,no,claude-code,2026-09-23
PERIOD_OF_PERFORMANCE_START_DATE,The date the work or grant was set to begin. Some tables store it as text.,checked,no,claude-code,2026-09-23
PERIOD_OF_PERFORMANCE_CURRENT_END_DATE,"The date the work or grant is currently set to end, which can be in the future. Some tables store it as text.",checked,no,claude-code,2026-09-23
AWARDING_SUB_AGENCY_NAME,"The office inside the agency that gave the award, like Department of the Navy or National Park Service.",checked,no,claude-code,2026-09-23
RECIPIENT_PARENT_UEI,The 12-character federal ID of the recipient's parent company. Often blank in the grants table.,checked,no,claude-code,2026-09-23
RECIPIENT_PARENT_NAME,"The name of the recipient's parent company or government, in capitals. Often blank in the grants table.",checked,no,claude-code,2026-09-23
RECIPIENT_COUNTRY_NAME,"The country where the recipient is based, in capitals. The US shows up as both UNITED STATES and UNITED STATES OF AMERICA.",checked,no,claude-code,2026-09-23
RECIPIENT_CITY_NAME,"The city where the recipient is based, in capitals.",checked,no,claude-code,2026-09-23
RECIPIENT_STATE_CODE,"The recipient's state, as two letters. Territories like GU for Guam appear too.",checked,no,claude-code,2026-09-23
