K	ID	NM	ACT	CITY	ST	FIPS	DU	TOT	SHARE
county_top	BE4726901	VILAS PHARMACY	RETAIL PHARMACY	EUREKA	SD	46089	158120.0	158120.0	1.0
county_top	BK4972370	KEN'S U-SAVE PHARMACY	RETAIL PHARMACY	CRETE	NE	31151	919300.0	2404080.0	0.3823916009450601
county_top	BW4448533	WARREN PHARMACY	RETAIL PHARMACY	WARREN	MN	27089	369440.0	369440.0	1.0
county_top	BF6382179	FAMILY PHARMACY OF MOBRIDGE	RETAIL PHARMACY	MOBRIDGE	SD	46129	728900.0	1020800.0	0.7140478056426333
county_top	BO7001364	OCONTO FALLS PHARMACY	RETAIL PHARMACY	OCONTO FALLS	WI	55083	1471400.0	5037462.0	0.2920915333951899
county_top	AH3909439	HEIKE PHARMACY INC	RETAIL PHARMACY	DURAND	WI	55091	634100.0	932320.0	0.6801312853955723
county_top	AK3125564	KAISER PERMANENTE	RETAIL PHARMACY	FALLS CHURCH	VA	51610	2783180.0	5484588.0	0.5074547076279932
county_top	BP4202610	P C A CORRECTIONS	RETAIL PHARMACY	LOUISVILLE	KY	21111	9611380.0	308104226.0	0.031195222878896832
county_top	BW2632835	WAL-MART PHARMACY 10-1632	CHAIN PHARMACY	ALEXANDRIA	MN	27041	1264400.0	6969800.0	0.18141123131223277
county_top	BW5396393	WAL-MART PHARMACY 10-0090	CHAIN PHARMACY	GROVE	OK	40041	2448110.0	9372690.0	0.26119609205041455
county_top	BV7934018	VARIETY DRUG	RETAIL PHARMACY	SKOWHEGAN	ME	23025	3669820.0	18989890.0	0.19325125106043267
county_top	AS1127819	SKILLED CARE PHARMACY INC	RETAIL PHARMACY	MASON	OH	39165	8349030.0	58474710.0	0.14278018651139954
county_top	BW8623969	WAL-MART PHARMACY 10-5117	CHAIN PHARMACY	WAYNESBORO	VA	51820	3309000.0	16247450.0	0.2036627286127977
county_top	BW3814818	WALGREEN CO.	CHAIN PHARMACY	LAWRENCE	KS	20045	2649180.0	20682860.0	0.12808576763561713
county_top	BF9379543	FRUTH PHARMACY #23	RETAIL PHARMACY	SCOTT DEPOT	WV	54079	3371110.0	19513440.0	0.17275836551628007
county_top	BD5263796	DANA'S PHARMACY	RETAIL PHARMACY	SPUR	TX	48125	362400.0	362400.0	1.0
county_top	BS0845199	SAFEWAY INC	CHAIN PHARMACY	HAWTHORNE	NV	32021	2175110.0	2175110.0	1.0
county_top	AM3215159	MCCOY & TYGART DRUG STORE INC	RETAIL PHARMACY	SHERIDAN	AR	05053	2403260.0	3928060.0	0.6118185567430233
county_top	BP6121432	PIERATTS PHARMACY	RETAIL PHARMACY	GIDDINGS	TX	48287	1293920.0	2493580.0	0.5189005365779321
county_top	AE6125454	EASTSIDE PHAR OF CYNTHIANA	RETAIL PHARMACY	CYNTHIANA	KY	21097	1905790.0	5502710.0	0.3463366232274643
county_top	FH0336328	USA DRUG EXPRESS #8023	CHAIN PHARMACY	PRESCOTT	AR	05099	705070.0	1728660.0	0.4078708363703678
county_top	FP1084855	PHARMFILL, INC.	RETAIL PHARMACY	CHESTER	MT	30051	65700.0	139000.0	0.47266187050359715
county_top	FS0082292	SOUTHSIDE PHARMACY	RETAIL PHARMACY	LORAIN	OH	39093	3904700.0	67845758.0	0.05755260336246815
county_top	AH0473645	CENTER DRUG STORE	RETAIL PHARMACY	GENEVA	AL	01061	1993740.0	7780500.0	0.25624831309041834
county_top	AC2723117	CONNECTICUT CVS PHARMACY, L.L.C.	CHAIN PHARMACY	NEW BRITAIN	CT	09003	4678400.0	158992384.729576	0.029425308689830083
county_top	FB0590263	BRENT FAMILY PHARMACY	RETAIL PHARMACY	OQUAWKA	IL	17071	277500.0	315800.0	0.8787207093096897
county_top	AB0851091	CARL'S PHARMACY LTD	RETAIL PHARMACY	ASPEN	CO	08097	1183600.0	1597821.0	0.7407588209192394
county_top	FW0789719	WRAGGE PHARMACY	RETAIL PHARMACY	TEKAMAH	NE	31021	405120.0	846320.0	0.47868418565081766
county_top	BP7142033	PRINEVILLE BI-MART PHCY #660	CHAIN PHARMACY	PRINEVILLE	OR	41013	1844430.0	6776280.0	0.272189165736953
county_top	BW4046543	WALGREEN OF PUERTO RICO, INC.	CHAIN PHARMACY	AGUADILLA	PR	72005	432400.0	1486100.0	0.2909629230872754
county_top	AA2441385	ALBRECHT'S PHARMACY	RETAIL PHARMACY	CLIFTON	TX	48035	1245730.0	2799060.0	0.44505298207255295
county_top	BW2983612	WAL-MART PHARMACY 10-1685	CHAIN PHARMACY	PIERRE	SD	46065	1269130.0	3717295.0	0.34141223658601216
county_top	BP6273015	PLENTYWOOD DRUG INC	RETAIL PHARMACY	PLENTYWOOD	MT	30091	568860.0	568860.0	1.0
county_top	BT6705606	THRIFTY WHITE PHARMACY #740	RETAIL PHARMACY	RED LAKE FALLS	MN	27125	193020.0	194020.0	0.9948458921760643
county_top	BT9205685	REX ENTERPRISES INC	RETAIL PHARMACY	WESSINGTON SPRINGS	SD	46073	361500.0	361500.0	1.0
county_top	AM2794267	MEDI-QUIK PHARMACY	RETAIL PHARMACY	OZARK	AR	05047	3281640.0	6632120.0	0.49481010596913205
county_top	BR6313972	RAFFERTY-ROBBINS-JOHNSON INC	RETAIL PHARMACY	HOWARD	SD	46097	117420.0	117420.0	1.0
county_top	AR4161080	ROBERTA DRUGS INC	RETAIL PHARMACY	ROBERTA	GA	13079	953840.0	953840.0	1.0
county_top	BW0426521	WEGMANS FOOD MARKETS, INC.	CHAIN PHARMACY	CORNING	NY	36101	3112890.0	21889300.0	0.14221057777087434
county_top	BP6379324	PLAIN CITY DRUGGIST	RETAIL PHARMACY	PLAIN CITY	OH	39097	1787790.0	10405156.0	0.1718177026850919
county_top	BH8226169	HALL'S DRUG CENTER	RETAIL PHARMACY	CENTRALIA	WA	53041	4584980.0	32741700.0	0.14003487906858839
county_top	BA2761446	ANDERSON DRUGS	RETAIL PHARMACY	PURVIS	MS	28073	2758550.0	8127890.0	0.33939312662942045
county_top	AL4039485	LA GRANGE PHARMACY INC	RETAIL PHARMACY	VINTON	IA	19011	956110.0	2558140.0	0.37375202295417764
county_top	BW6734001	WALGREEN CO.	CHAIN PHARMACY	ROANOKE	VA	51161	2941040.0	24909168.0	0.11807058348958102
county_top	BK5027289	KILLDEER PHARMACY	RETAIL PHARMACY	KILLDEER	ND	38025	208000.0	208000.0	1.0
county_top	BP8797497	CVS PHARMACY, INC.	CHAIN PHARMACY	PITTSFIELD	MA	25003	3792960.0	32603610.0	0.11633558369763349
county_top	FS1985110	SMART PHARMACY	RETAIL PHARMACY	OSAGE	IA	19131	229700.0	823300.0	0.2789991497631483
county_top	BC5288522	HOLIDAY CVS, L.L.C.	CHAIN PHARMACY	LAKE BUTLER	FL	12125	1853330.0	2852670.0	0.649682578075978
county_top	BH7555583	HY-VEE PHARMACY #1009	CHAIN PHARMACY	ALBIA	IA	19135	1507300.0	1690400.0	0.8916824420255561
county_top	BS6076207	SAFEWAY INC	CHAIN PHARMACY	DILLON	MT	30001	739500.0	1801190.0	0.41056190629528255
county_top	BR1287259	RITE AID OF GEORGIA, INC.	CHAIN PHARMACY	ASHBURN	GA	13287	829640.0	2090570.0	0.39684870633367936
county_top	BU6132221	U SAVE IT PHARMACY	RETAIL PHARMACY	BYRON	GA	13225	2009690.0	6210560.0	0.3235923974649629
county_top	BV5655800	THE VONS COMPANIES INC	CHAIN PHARMACY	OAKHURST	CA	06039	4109230.0	29706215.0	0.13832896584098647
county_top	AC0484066	BOAZ DISCOUNT DRUGS INC	RETAIL PHARMACY	BOAZ	AL	01095	5635920.0	49005540.0	0.11500577281670603
county_top	BE9435884	EVERGREEN PHARMACEUTICAL OF CA	RETAIL PHARMACY	LODI	CA	06077	16713130.0	188056095.0	0.08887310990904071
county_top	BF5717333	FARMACIA GABRIELLA	RETAIL PHARMACY	CAGUAS	PR	72025	1169000.0	8135070.0	0.14369882496401384
county_top	BQ9221312	QVL PHARMACY 224, LLC	RETAIL PHARMACY	METAIRIE	LA	22051	13560100.0	189981351.0	0.07137595310604987
county_top	AF2953657	FRANKLIN PHARM & HEALTH CARE	RETAIL PHARMACY	WARREN	OH	39155	6797320.0	81844830.0	0.08305130574527432
county_top	BH7440299	VIRGINIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	DANVILLE	VA	51590	2591300.0	20369146.5	0.12721691603523988
county_top	BW3329441	WAL-MART PHARMACY 10-1808	CHAIN PHARMACY	STEAMBOAT SPRINGS	CO	08107	1279800.0	4583029.0	0.2792476329519189
county_top	BC7987160	COBORN'S PHARMACY	RETAIL PHARMACY	PARK RAPIDS	MN	27057	917600.0	3604630.0	0.2545614945223227
county_top	AR3080811	PENNSYLVANIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	READING	PA	42011	3116400.0	63544363.0	0.04904290251520815
county_top	BF5334494	FOREST PARK PHARMACY	RETAIL PHARMACY	MASON CITY	IA	19033	2030330.0	12752500.0	0.15921035091158597
county_top	BW8181997	WALGREEN CO.	CHAIN PHARMACY	SCOTTS BLUFF	NE	31157	2440400.0	9497790.0	0.2569439838109708
county_top	AM8423080	MANOR PHARMACY	RETAIL PHARMACY	NEW CASTLE	DE	10003	9947300.0	148742486.0	0.06687598323454134
county_top	BM0144939	MEDICAL PARK PHARMACY	RETAIL PHARMACY	GRUNDY	VA	51027	3298330.0	15219060.0	0.21672363470542857
county_top	AN2412649	NEW RIVER FAMILY HLTH CTR PHY	RETAIL PHARMACY	SCARBRO	WV	54019	2516420.0	20031940.0	0.12562038424635857
county_top	BW9291206	WALGREEN CO.	CHAIN PHARMACY	BLUFFTON	SC	45013	2552130.0	24395780.0	0.10461358480852016
county_top	AW0843032	WALGREEN CO.	CHAIN PHARMACY	COLORADO SPRINGS	CO	08041	6210990.0	125820253.0	0.049363992297805984
county_top	BR3522528	RITE AID OF VIRGINIA, INC.	CHAIN PHARMACY	KEYSVILLE	VA	51037	1199000.0	2151200.0	0.5573633320937151
county_top	AN8319344	PLAZA DRUGS	RETAIL PHARMACY	LAS VEGAS	NM	35047	3215900.0	9077220.0	0.3542824785562099
county_top	BN7185386	NORTHSIDE PHARMACY LLC	RETAIL PHARMACY	LAFAYETTE	LA	22055	7419750.0	86640148.0	0.08563870412594402
county_top	BW6997906	WALGREEN CO.	CHAIN PHARMACY	PUEBLO	CO	08101	7224460.0	74629205.0	0.09680472946214555
county_top	BH1622732	HIGHLAND PARK CVS, L.L.C.	CHAIN PHARMACY	FLORA	IL	17025	1297990.0	2409950.0	0.5385962364364406
county_top	BM7606455	MEDICINE CHEST #110	RETAIL PHARMACY	MOUNT VERNON	TX	48159	1204200.0	2330250.0	0.5167685870614741
county_top	BB6406575	BEAR LAKE DRUG LLC.	RETAIL PHARMACY	MONTPELIER	ID	16007	1316980.0	2029980.0	0.648765012463177
county_top	BW6111001	WALGREEN CO.	CHAIN PHARMACY	CONWAY	AR	05045	4002020.0	24321360.0	0.16454754174931008
county_top	BH9064647	HEALTH FIRST PHARMACY PSC	RETAIL PHARMACY	GREENSBURG	KY	21087	986350.0	3087100.0	0.3195069806614622
county_top	BW4739530	WALGREEN CO.	CHAIN PHARMACY	JOPLIN	MO	29097	3095920.0	42103958.0	0.07353037925793104
county_top	BH0815879	H & M PHARMACY	RETAIL PHARMACY	BORGER	TX	48233	1342400.0	5194580.0	0.2584232026458347
county_top	AA3293115	AR-EX DRUG STORE INC	RETAIL PHARMACY	MARYSVILLE	KS	20117	1323370.0	2552230.0	0.518515180841852
county_top	BF8118932	FALLS DRUG AND HARDWARE	RETAIL PHARMACY	SAINT ANTHONY	ID	16043	808260.0	1193600.0	0.6771615281501341
county_top	BJ4145707	JACK'S DISCOUNT DRUGS	RETAIL PHARMACY	MIDLAND CITY	AL	01045	3767850.0	12726580.0	0.2960614713457975
county_top	BT5159315	THRIFTY PAYLESS INC.	CHAIN PHARMACY	KENNEWICK	WA	53005	4061010.0	49698498.0	0.0817129322499847
county_top	AS1185900	B S D INC	RETAIL PHARMACY	COVINGTON	KY	21117	6222200.0	59197594.0	0.10510900155840792
county_top	FP0618213	PURVIS PHARMACIES,P.C.	RETAIL PHARMACY	ELLIJAY	GA	13123	2444830.0	10988830.0	0.2224831942982101
county_top	BF5839090	FRED MEYER STORES	CHAIN PHARMACY	SHELTON	WA	53045	3989400.0	16493810.0	0.2418725570380646
county_top	BW7116711	WALGREEN CO.	CHAIN PHARMACY	CROSSVILLE	TN	47035	5720330.0	27204300.0	0.2102730083111861
county_top	BP1600546	POMEROY PHARMACY INC	RETAIL PHARMACY	POMEROY	WA	53023	958300.0	958300.0	1.0
county_top	FT0439946	THRIFTY PAYLESS INC.	CHAIN PHARMACY	MARIPOSA	CA	06043	2339190.0	3638650.0	0.6428730435738529
county_top	AW3883421	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	CHAIN PHARMACY	KANKAKEE	IL	17091	4577930.0	24271933.5	0.18861002564958412
county_top	AR3263972	VIRGINIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	ALTAVISTA	VA	51031	1744000.0	5913890.0	0.2948989582153202
county_top	BW8142185	WALGREEN LOUISIANA CO., INC.	CHAIN PHARMACY	ABBEVILLE	LA	22113	1673100.0	12874405.0	0.1299555202745292
county_top	BB6690235	OMNICARE OF DAYTON	RETAIL PHARMACY	ENGLEWOOD	OH	39113	6933415.0	175177195.0	0.03957943840806447
county_top	BO4110627	OAKES DRUG	RETAIL PHARMACY	OAKES	ND	38021	314400.0	570920.0	0.5506901142016395
county_top	BC5853280	COMMUNITY DRUG OF BENZONIA	RETAIL PHARMACY	BENZONIA	MI	26019	1288240.0	4825630.0	0.26695788943619797
county_top	BW6169735	WALGREEN CO.	CHAIN PHARMACY	ABILENE	TX	48441	5698160.0	42289670.0	0.13474117911064334
county_top	AH5854218	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	COLUMBIA CITY	IN	18183	2557000.0	8665160.0	0.29508976175858265
county_top	FH0107397	HUDSON DRUG SHOP	RETAIL PHARMACY	PAXTON	IL	17053	1089220.0	3013970.0	0.3613904584319021
county_top	AR8893011	GEORGIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	SYLVESTER	GA	13321	1309990.0	3747240.0	0.34958796340773474
county_top	BW7597492	WALGREEN CO.	CHAIN PHARMACY	NORMAN	OK	40027	3917160.0	70479231.3	0.05557892627015641
county_top	AP1001851	PENINSULA PHARMACIES	RETAIL PHARMACY	LONG BEACH	WA	53049	2640800.0	10180550.0	0.2593965944865454
county_top	BC5189774	CITY PHARMACY	RETAIL PHARMACY	SAYRE	OK	40009	2756730.0	12715550.0	0.21679990248160716
county_top	BG5190777	GILL'S FAMILY PHARMACY	RETAIL PHARMACY	MCARTHUR	OH	39163	1570300.0	1570300.0	1.0
county_top	BP6640949	PROHEALTH PHARMACY INC	RETAIL PHARMACY	NEW YORK	NY	36061	5071500.0	213144189.5	0.02379375206941778
county_top	BW6953079	WALGREEN CO.	CHAIN PHARMACY	HANFORD	CA	06031	6364660.0	34634654.0	0.18376565852224191
county_top	AR3397406	RICHARD'S PHARMACY	RETAIL PHARMACY	PIERRE PART	LA	22007	944800.0	1868510.0	0.5056435341528812
county_top	BW5432860	WAL-MART PHARMACY 10-1544	CHAIN PHARMACY	CLARKSBURG	WV	54033	4659700.0	40214600.0	0.11587085287432923
county_top	AR1767029	RITE AID OF WEST VIRGINIA, INC.	CHAIN PHARMACY	CLAY	WV	54015	1280300.0	2339360.0	0.5472864373161891
county_top	BS9658862	SHANE'S PHARMACY	RETAIL PHARMACY	FORT PIERRE	SD	46117	289140.0	289140.0	1.0
county_top	BG9603906	GLENWOOD PHARMACY INC.	RETAIL PHARMACY	OROFINO	ID	16035	2012800.0	3077330.0	0.6540734987797864
county_top	BW2521272	WALGREEN CO.	CHAIN PHARMACY	BIG RAPIDS	MI	26107	2786300.0	11662360.0	0.2389139076481947
county_top	BU7725003	UNITED PHARMACY #550	CHAIN PHARMACY	MULESHOE	TX	48017	724100.0	982810.0	0.7367649901812151
county_top	BK2412081	KAISER FOUNDATION HEALTH PLAN	RETAIL PHARMACY	NAPA	CA	06055	4762510.0	30932475.0	0.15396472477549888
county_top	AM2766446	MR DISCOUNT DRUGS OF BUTLER	RETAIL PHARMACY	BUTLER	AL	01023	1848320.0	5313070.0	0.3478817331599245
county_top	BY2335861	YELLOWSTONE PHARMACY	RETAIL PHARMACY	FORSYTH	MT	30087	889160.0	901940.0	0.9858305430516442
county_top	BP9765136	PHARMACY INVESTMENT COORDINATORS, INC	RETAIL PHARMACY	BRISTOL	FL	12077	794930.0	836490.0	0.950316202225968
county_top	FW0164549	WAL-MART PHARMACY 10-1714	CHAIN PHARMACY	FAIRMONT	WV	54049	2320360.0	22113348.0	0.10493028916290739
county_top	BO8743052	OWL PHARMACY	RETAIL PHARMACY	MILAN	MO	29211	1550660.0	1550660.0	1.0
county_top	AS9090034	STOVALL'S PRESCRIPTION SHOP	RETAIL PHARMACY	SCOTTSVILLE	KY	21003	2991330.0	9472350.0	0.3157959745997561
county_top	AR5549603	OHIO CVS STORES, L.L.C.	CHAIN PHARMACY	HILLSBORO	OH	39071	2633700.0	17388100.0	0.1514656575474031
county_top	BD0400325	DESTREHAN DISCOUNT PHARMACY	RETAIL PHARMACY	DESTREHAN	LA	22089	6129080.0	14339366.0	0.42743033408868986
county_top	BF0588220	FAMILY HEALTH CENTER, INC	RETAIL PHARMACY	KALAMAZOO	MI	26077	4340130.0	63456978.0	0.06839484225044565
county_top	BG0380458	GENE LAFITTE PHARMACY	RETAIL PHARMACY	TISHOMINGO	OK	40069	2821190.0	5024740.0	0.5614598964324522
county_top	AD9542689	DAUNER PHARMACIES CHT DBA	RETAIL PHARMACY	MANKATO	KS	20089	405520.0	405520.0	1.0
county_top	BR2210564	RITE AID OF PENNSYLVANIA, INC.	CHAIN PHARMACY	ASHLAND	PA	42107	3047890.0	39413590.0	0.07733094092672096
county_top	FR1435355	ROCKY'S MED SHOPPE, LLC	RETAIL PHARMACY	BOGALUSA	LA	22117	2774600.0	18831090.0	0.14734144438797755
county_top	AP2331851	PERRY COUNTY FOOD AND DRUG	RETAIL PHARMACY	PERRYVILLE	AR	05105	1360600.0	2169290.0	0.6272098244125959
county_top	AR6951734	ROSE DRUG INC	RETAIL PHARMACY	DARDANELLE	AR	05149	1558000.0	6564990.0	0.23731947801900688
county_top	AT8520911	OMNICARE OF NORTHWEST OHIO	RETAIL PHARMACY	PERRYSBURG	OH	39173	10899930.0	29710335.0	0.3668733455883281
county_top	BM6617104	MONTEZUMA CREEK COMMUNITY HEALTH CENTER	RETAIL PHARMACY	MONTEZUMA CREEK	UT	49037	960910.0	2527800.0	0.3801368779175568
county_top	BC1850189	COMMUNITY PHARMACY	RETAIL PHARMACY	ROCKWELL CITY	IA	19025	289500.0	1165950.0	0.24829538144860414
county_top	BC3458230	MONTANA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	BUTTE	MT	30093	3075400.0	11392150.0	0.2699578218334555
county_top	FG0274009	GREGORY DRUG	RETAIL PHARMACY	GREGORY	SD	46053	444360.0	832140.0	0.5339966832504146
county_top	BW6622319	WALGREEN CO.	CHAIN PHARMACY	WEATHERFORD	TX	48367	4265500.0	23511260.0	0.18142370932055535
county_top	FV1927930	VIRGINIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	RUCKERSVILLE	VA	51079	894520.0	1952910.0	0.4580446615563441
county_top	AM2517247	MEDICAL PARK PHARMACY	RETAIL PHARMACY	MOREHEAD CITY	NC	37031	2690130.0	25234520.0	0.10660515833073107
county_top	BW2288620	WYATTS PHARMACY	RETAIL PHARMACY	LITHIA SPRINGS	GA	13097	5487610.0	36565939.0	0.1500743629200935
county_top	BC6118233	OMNICARE OF LITTLE ROCK	RETAIL PHARMACY	NORTH LITTLE ROCK	AR	05119	3435710.0	112301502.0	0.030593624651609735
county_top	BR6083391	RANDALL PHARMACY	RETAIL PHARMACY	REDFIELD	SD	46115	655000.0	655000.0	1.0
county_top	BB9183601	BUY RITE DRUGS #7	RETAIL PHARMACY	FT. GAINES	GA	13061	770890.0	770890.0	1.0
county_top	BC8624997	COMMUNITY DRUG OF MANCHESTER	RETAIL PHARMACY	MANCHESTER	KY	21051	5691230.0	21003830.0	0.270961534158294
county_top	AR9124556	RITE AID OF VIRGINIA, INC.	CHAIN PHARMACY	PEARISBURG	VA	51071	3685680.0	10130780.0	0.36381009162177047
county_top	BA2513275	ADAMS DRUG	RETAIL PHARMACY	IMPERIAL	NE	31029	652030.0	670430.0	0.9725549274346315
county_top	BW2568321	WAL-MART PHARMACY 10-1609	CHAIN PHARMACY	GRAND RAPIDS	MN	27061	1758800.0	10093640.0	0.17424833855774527
county_top	FC0433627	CATHLAMET PHARMACY, INC.	RETAIL PHARMACY	CATHLAMET	WA	53069	788500.0	1000500.0	0.7881059470264867
county_top	BS8540230	SARMED OUTPATIENT PHARMACY	RETAIL PHARMACY	BOISE	ID	16001	5426780.0	100077145.0	0.054225967377466655
county_top	AU2120828	WALTER'S PHARMACY	RETAIL PHARMACY	MURRAY	KY	21035	3607430.0	14635835.0	0.2464792750123242
county_top	BD8692560	DISCOUNT DRUG MART #72	CHAIN PHARMACY	CLYDE	OH	39143	1928780.0	12651330.0	0.1524566982285657
county_top	AB2266547	BOSCOBEL PHARMACY INC.	RETAIL PHARMACY	BOSCOBEL	WI	55043	1000720.0	6433605.0	0.155545763222952
county_top	AW2964458	WAL-MART PHARMACY 10-0076	CHAIN PHARMACY	BERRYVILLE	AR	05015	2082830.0	11789330.0	0.17667076924642877
county_top	BA7686504	SAV-ON PHARMACY 130	CHAIN PHARMACY	HAILEY	ID	16013	881360.0	2742780.0	0.3213382043036627
county_top	BN2060957	NOBLE DRUG	RETAIL PHARMACY	BAUDETTE	MN	27077	695450.0	695450.0	1.0
county_top	FR1912321	REALO DISCOUNT DRUG STORES OF GREENE CO., INC	RETAIL PHARMACY	SNOW HILL	NC	37079	952200.0	2452380.0	0.3882758789420889
county_top	BE4243589	ENNIS PHARMACY	RETAIL PHARMACY	ENNIS	MT	30057	460100.0	983600.0	0.4677714518096787
county_top	AL8593825	LAWRENCE COUNTY DRUGS	RETAIL PHARMACY	MONTICELLO	MS	28077	2734390.0	4050640.0	0.6750513499101377
county_top	FW0817063	WALGREEN CO	CHAIN PHARMACY	GRAY	GA	13169	1098290.0	3913270.0	0.2806578641391982
county_top	AS6321258	STEPHENS PHARMACY	RETAIL PHARMACY	BOLIVAR	MO	29167	2482705.0	11713165.0	0.21195850993305396
county_top	AH8656184	HAMPTON MEDICAL PHARMACY	RETAIL PHARMACY	HAMPTON	AR	05013	1522950.0	1522950.0	1.0
county_top	BH7444487	HOWELL & HEGGIE DRUG CO	RETAIL PHARMACY	DURANT	MS	28051	598400.0	2475280.0	0.24175042823438156
county_top	AM6240802	MARTIN DRUG & MERCANTILE	RETAIL PHARMACY	MARTIN	SD	46007	289360.0	291260.0	0.9934766188285381
county_top	BW6664381	WALGREEN CO.	CHAIN PHARMACY	SALINA	KS	20169	4168100.0	17521910.0	0.23787931795106812
county_top	BW9272509	WALGREEN CO.	CHAIN PHARMACY	LAFAYETTE	TN	47111	2374500.0	8336950.0	0.2848163896868759
county_top	BW4183846	WALGREEN CO.	CHAIN PHARMACY	HANNIBAL	MO	29127	2480100.0	9593770.0	0.2585115132007542
county_top	BS5484744	ST MATTHEW'S PHARMACY	RETAIL PHARMACY	ST MATTHEWS	SC	45017	947190.0	1271980.0	0.7446579348731899
county_top	BR5155963	ALABAMA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	GORDO	AL	01107	1918690.0	3995210.0	0.48024759649680493
county_top	BK0830681	KPH HEALTHCARE SERVICES, INC.	CHAIN PHARMACY	WATERTOWN	NY	36045	2016740.0	20720260.0	0.09733179023815339
county_top	AH4710491	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	PORTLAND	IN	18075	3585360.0	8743030.0	0.4100820882462945
county_top	BC6671615	CAMPBELL DRUG	RETAIL PHARMACY	OSHKOSH	NE	31069	257530.0	305630.0	0.8426201616333475
county_top	BW4999869	NOVANT HEALTH PHARMACY SERVICES LLC	RETAIL PHARMACY	WINSTON-SALEM	NC	37067	5596840.0	93103418.0	0.06011422695566343
county_top	AC2524507	CLAUDE PHARMACY INC	RETAIL PHARMACY	CLAUDE	TX	48011	116630.0	116630.0	1.0
county_top	BD0931180	DISCOUNT DRUG MART #30	CHAIN PHARMACY	WOOSTER	OH	39169	2897690.0	20679918.0	0.1401209617949162
county_top	BM8470510	MONTGOMERY PHARMACY LLC	RETAIL PHARMACY	MONTGOMERY	LA	22043	833900.0	2152010.0	0.38749819935780966
county_top	FK1142621	KAISER PERMANENTE PHRMCY #266	RETAIL PHARMACY	ROSEVILLE	CA	06061	9893260.0	126006698.6	0.07851376244215004
county_top	AC9632591	CARSON DRUG	RETAIL PHARMACY	CUSTER	SD	46033	1193500.0	1193600.0	0.9999162198391421
county_top	BD0108072	DIGHTON DRUG	RETAIL PHARMACY	DIGHTON	KS	20101	374710.0	374710.0	1.0
county_top	BG3127203	G L DAVIS DRUGS INC	RETAIL PHARMACY	CALDWELL	OH	39121	2039690.0	4050870.0	0.5035189971536979
county_top	BT2211996	TABLE ROCK PHARMACY	RETAIL PHARMACY	MORGANTON	NC	37023	4463010.0	43093145.0	0.10356658814296334
county_top	AW8818811	WALGREEN CO.	CHAIN PHARMACY	MIDLAND	TX	48329	5613300.0	29640050.0	0.1893822716223488
county_top	BW3209257	WAL-MART PHARMACY 10-1834	CHAIN PHARMACY	GRANTS PASS	OR	41033	7299800.0	45540612.0	0.16029209269300113
county_top	AB8014069	RITE AID OF KENTUCKY, INC.	CHAIN PHARMACY	IRVINE	KY	21065	2418500.0	6498117.0	0.3721847421337597
county_top	BW2581090	WALGREEN CO.	CHAIN PHARMACY	FESTUS	MO	29099	6439520.0	53947853.0	0.11936564000053904
county_top	BF3831193	FRED MEYER STORES	CHAIN PHARMACY	BURLINGTON	WA	53057	2935420.0	39930310.0	0.07351357903307036
county_top	AW1649790	WALKER DRUG CO	RETAIL PHARMACY	MOAB	UT	49019	1645900.0	3015400.0	0.5458313988193938
county_top	BM8902050	MEDIC PHARMACY	RETAIL PHARMACY	CANADIAN	TX	48211	559040.0	559140.0	0.9998211539149408
county_top	BO8159914	OMNICARE PHARMACY OF FLORIDA	RETAIL PHARMACY	SANFORD	FL	12117	10554700.0	126485525.0	0.08344591209152194
county_top	BK5369207	KERR DRUG	CHAIN PHARMACY	PLYMOUTH	NC	37187	1644660.0	2968880.0	0.5539664789415537
county_top	BT5237311	THRIFTY PAYLESS INC.	CHAIN PHARMACY	YREKA	CA	06093	3338530.0	20364645.0	0.16393754961110296
county_top	AC0937613	CITY DRUG STORE & PROFESSIONAL	RETAIL PHARMACY	ALPINE	TX	48043	813720.0	2440220.0	0.3334617370564949
county_top	AH1595808	HERRIN DRUG INC	RETAIL PHARMACY	HERRIN	IL	17199	3491910.0	34695355.0	0.10064488459622332
county_top	BS5834189	SAFEWAY INC	CHAIN PHARMACY	MCMINVILLE	OR	41071	3889530.0	27266371.0	0.14264934633215398
county_top	BS8819457	SUTHERLAND PHARMACY	RETAIL PHARMACY	SUTHERLAND	VA	51053	443260.0	799410.0	0.5544839318997761
county_top	BW8475306	WAL-MART PHARMACY 10-1592	CHAIN PHARMACY	BAD AXE	MI	26063	1768300.0	8558740.0	0.20660751465753135
county_top	AK8220282	KAISER PERMANENTE MT SCOTT PHARMACY	RETAIL PHARMACY	CLACKAMAS	OR	41005	8420260.0	141877060.0	0.05934898848340951
