EIN,COMPANY,ESTABLISHMENT,CITY,STATE,NAICS,INDUSTRY,SIZE_BAND,EMPLOYEES,HOURS,DEATHS,DART_CASES,DAFW_DAYS,DART_RATE,TRIR,DAYS_PER_CASE,COHORT_N,COHORT_MEDIAN_DART,COHORT_POOLED_DART,FOLD_VS_POOLED,FOLD_VS_MEDIAN,Z_SCORE,PCT_RANK_IN_COHORT
800061183,Sevita 310117_NWA ST MICHAEL_SCHOOLS,583421 310117_NWA ST MICHAEL_SCHOOLS,SAINT MICHAEL,MN,6241,Child and Youth Services,20-49,35,39603,0,11,182,55.55,75.75,30.3,561,0.00,3.64,15.28,,6.04,0.9912
450351830,Sanitation Products,Sanitation Products,FARGO,ND,4238,Road construction and maintenance machinery merchant wholesalers,20-49,20,45593,0,6,25,26.32,35.09,12.5,1517,0.00,1.72,15.26,,7.98,1.0
911526682,All the Best Pet Care,All the Best Pet Care,SEATTLE,WA,4539,Pet supply stores,20-49,27,53081,0,7,34,26.37,26.37,4.9,108,0.00,1.73,15.25,,6.04,1.0
832976157,"Amergis Healthcare Staffing Services, Inc.",San Jose Field Office,SAN JOSE,CA,5613,Temporary staffing services,100-249,106,174085,0,29,37,33.32,42.51,1.3,129,0.69,2.19,15.21,48.02,5.56,0.9851
203856297,Greg Orick II Marine Construction Inc.,Greg Orick II Marine Construction Inc.,NAPLES,FL,2379,Marine construction,50-99,73,107973,0,9,220,16.67,22.23,36.7,174,0.00,1.10,15.19,,6.84,1.0
330916661,Torres General Inc,Torres General Inc,EL CAJON,CA,2361,Multifamily building construction general contractors,100-249,164,247100,0,26,34,21.04,21.04,17.0,285,0.55,1.39,15.10,38.61,7.22,1.0
954451904,AARDVARK,AARDVARK HQ,LA VERNE,CA,3399,"Novelties, not specified elsewhere, manufacturing",20-49,33,44484,0,7,4,31.47,31.47,1.3,348,0.00,2.10,15.02,,7.59,1.0
831612469,Framework Builders LLC,Framework Builders LLC,SEQUIM,WA,2381,"Carpentry, framing",1-19,17,31980,0,7,24,43.78,43.78,6.0,392,0.00,2.92,14.99,,6.77,1.0
237437479,"Goodwill Industries of Southern Nevada, Inc.",Centennial Store,LAS VEGAS,NV,4533,"Thrift shops, used merchandise",20-49,39,71954,0,28,0,77.83,77.83,,730,3.68,5.20,14.98,21.15,11.02,1.0
391520326,INTEC,"Insulation Technologies, Inc.   DBA: Intec",WEST ALLIS,WI,2383,Building insulation contractors,20-49,40,73634,0,12,2,32.59,35.31,2.0,1036,0.00,2.18,14.97,,6.21,0.9947
421112447,Aldi Inc New York,1136  Tul79,GATES,NY,4451,Supermarkets and Other Grocery Retailers except Convenience Retailers,20-49,20,24089,0,5,37,41.51,41.51,9.3,2633,0.00,2.77,14.96,,7.95,0.9981
952743174,CBRE Inc,CBRE - Lam Research - Fremont,FREMONT,CA,5612,Activities related to Real Estate and Facilities Support Services,20-49,36,75039,0,5,259,13.33,15.99,86.3,264,0.00,0.89,14.95,,5.49,0.9796
020369938,Marbucco Corp dba Granite State Glass,Manchester,MANCHESTER,NH,2381,"Curtain wall, glass, installation",1-19,10,22946,0,5,9,43.58,43.58,3.0,392,0.00,2.92,14.92,,6.73,0.9907
461638969,Lakefield Veterinary Group,Lakefield Veterinary Group - 078,SPRING,TX,5419,Animal hospitals,20-49,36,54647,0,7,7,25.62,25.62,7.0,188,0.00,1.72,14.92,,5.65,0.9787
461638969,Lakefield Veterinary Group,Lakefield Veterinary Group - 78,SPRING,TX,5419,Veterinary Services,20-49,36,54647,0,7,7,25.62,25.62,7.0,188,0.00,1.72,14.92,,5.65,0.9787
470830657,AFC - Grand Island,"TLCB, Inc",GRAND ISLAND,NE,2389,Artificial turf installation,20-49,33,58915,0,6,0,20.37,23.76,,1492,0.00,1.37,14.90,,6.08,0.9877
370661233,Hospital Sisters Health System HSHS ST. ANTHONY S MEMORIAL HOSP,SAE-EFFINGHAM-5 HSHS ST ANTHONY S MEMORIAL HOSP,EFFINGHAM,IL,6221,General Medical and Surgical Hospital,20-49,46,71660,0,6,199,16.75,25.12,66.3,292,0.00,1.13,14.87,,5.79,0.9811
150543657,"Upstate Cerebral Palsy, Inc.",Chadwicks Campus,CHADWICKS,NY,6111,"Private schools, elementary or secondary",20-49,38,52456,0,9,409,34.31,38.13,45.4,424,0.00,2.31,14.86,,5.6,0.984
810402506,West Mont,Caldwell Group Home,HELENA,MT,6232,"Group homes, intellectual and developmental disability",20-49,48,42242,0,10,1,47.35,56.82,1.0,827,0.00,3.21,14.77,,7.08,0.9971
813351778,HORIZON GOODWILL,Charles Town Goodwill Retail Store,CHARLES TOWN,WV,6243,624310 Vocational Rehabilitation Services,20-49,33,44684,0,10,25,44.76,44.76,2.5,384,0.00,3.04,14.74,,7.52,1.0
366005895,City of Genoa,City of Genoa - Public Works Department,GENOA,IL,9241,Waste management program administration,20-49,20,20861,0,5,11,47.94,47.94,11.0,110,0.00,3.26,14.72,,7.47,1.0
274666427,Inland Xmile,DCS3,COLORADO SPRINGS,CO,4842,,50-99,66,96531,0,20,137,41.44,51.80,19.6,401,1.89,2.82,14.71,21.96,9.58,1.0
471971756,BioLife Plasma Services Inc,Bakersfield CA Biolife 596,BAKERSFIELD,CA,6219,Plasmapheresis Center,20-49,45,64449,0,12,209,37.24,43.45,41.8,1162,0.00,2.53,14.69,,7.76,0.9977
464394771,Papaya Natural Foods,Papaya,KAPAA,HI,4451,Grocery stores,20-49,22,34472,0,7,9,40.61,40.61,3.0,2633,0.00,2.77,14.64,,7.76,0.9972
874771463,Viva Senior Living,RADISSON AL OPCO LLC,BALDWINSVILLE,NY,6233,Assisted-living facilities without on-site nursing care facilities,20-49,47,44563,0,14,62,62.83,67.32,4.8,1899,0.00,4.30,14.62,,8.6,1.0
223292324,Trinity Solar Inc.,Mechanicsburg,HARRISBURG,PA,2382,Installation of photovoltaic panels,50-99,52,120674,0,18,65,29.83,33.15,10.8,2054,1.25,2.04,14.62,23.92,8.51,0.9991
992443572,Jazz Home Services,JAZZ HEATING & COOLING LLC,PLEASANTON,CA,2382,"Heating, ventilation and air-conditioning (HVAC) contractors",100-249,105,114919,0,14,345,24.36,31.33,86.3,1418,0.96,1.67,14.55,25.29,9.21,1.0
680161630,,"Vacuum Process Engineering, Inc.",SACRAMENTO,CA,5417,Engineering research and development laboratories or services,100-249,131,221952,0,5,0,4.51,5.41,,54,0.00,0.31,14.55,,5.62,1.0
043599310,Foundations Health Solutions,Terrace View Gardens,CINCINNATI,OH,6231,Nursing homes,100-249,104,108819,0,39,154,71.68,71.68,3.9,3657,3.20,4.95,14.49,22.43,9.03,0.9991
411649617,Design Ready Controls,Design Ready Controls - OK,OKLAHOMA CITY,MN,3345,Computerized environmental control systems for buildings manufacturing,50-99,64,109698,0,6,18,10.94,12.76,9.0,216,0.00,0.76,14.46,,6.59,1.0
231893537,Buckman's Inc.,Buckman's Inc.,POTTSTOWN,PA,3251,Sodium aluminate manufacturing,250-999,370,407841,0,13,290,6.38,6.38,29.0,56,0.22,0.44,14.46,28.36,5.67,1.0
010572882,Wilson Concrete Construction Inc,WCCI,AUBURN,WA,2389,"Curb and gutter construction, residential and commercial driveway and parking area, concrete",50-99,61,91235,0,8,200,17.54,17.54,50.0,734,0.00,1.22,14.35,,8.0,1.0
386000134,STATE OF MICHIGAN,LUDINGTON STATE PARK - DNR,LUDINGTON,MI,7121,STATE GOVERNMENT,20-49,20,34638,0,5,6,28.87,28.87,2.0,122,0.00,2.01,14.35,,6.21,1.0
205742294,Diversified Protection Corporation,Diversified Protection Corporation - (LV Contract),LAS VEGAS,NV,5616,Security guard services,50-99,79,65453,0,8,95,24.45,36.67,11.9,36,1.13,1.70,14.35,21.72,5.21,1.0
222486319,Consolidated School District of New Britain,The Catalyst Academy,NEW BRITAIN,CT,6111,Education,20-49,21,30216,0,5,1,33.10,39.71,1.0,424,0.00,2.31,14.33,,5.39,0.976
946050274,Barton Healthcare,Barton Memorial Hospital,SOUTH LAKE TAHOE,CA,6221,General medical and surgical hospitals,250-999,509,805082,0,117,1408,29.07,33.29,14.2,1142,1.60,2.03,14.33,18.17,13.71,1.0
010538607,,Taylor-Made Builders Inc,NORTHPORT,ME,2361,"Housing, single-family, construction general contractors",20-49,28,43265,0,7,12,32.36,46.23,3.0,877,0.00,2.26,14.30,,6.79,0.9969
760686758,"Insperity Services, L.P. BRADFORD AIRPORT LOGISTICS, LTD-BRADFORD AIRPORT L","01009200-00W007 BRADFORD AIRPORT LOGISTICS, LTD-BRADFORD AIRPORT LOGISTICS, LTD",DETROIT,MI,4931,General Warehousing and Storage,20-49,25,49953,0,8,151,32.03,36.03,75.5,2398,0.00,2.24,14.29,,7.74,1.0
274212702,Goodwill of the Finger Lakes,417 Canadaigua,CANADAIGUA,NY,6243,Vocational rehabilitation job training facilities (except schools),20-49,24,36866,0,8,11,43.40,54.25,2.8,384,0.00,3.04,14.29,,7.27,0.9933
462332064,EDM LLC,EDM LLC,HOLMDEL,NJ,2389,"Demolition, building and structure",20-49,30,61874,0,6,6,19.39,19.39,3.0,1492,0.00,1.37,14.18,,5.77,0.9852
362922962,Peddinghaus Corp.,Peddinghaus Corporation - ASW,KANKAKEE,IL,3335,Sheet metal forming machines manufacturing,20-49,30,53473,0,5,0,18.70,22.44,,380,0.00,1.32,14.18,,6.37,1.0
951987958,Trader Joe's,Trader Joe's 0192 Los Angeles,LOS ANGELES,CA,4451,Grocery Store,50-99,61,87494,0,18,790,41.15,52.58,43.9,5418,2.16,2.91,14.12,19.02,11.83,1.0
800061183,Sevita 310114_NWA BAXTER_7938 COLLEGE RD_SCHOOL,583658 310114_NWA BAXTER_7938 COLLEGE RD_SCHOOL,BAXTER,MN,6241,Child and Youth Services,20-49,33,46743,0,12,29,51.34,68.46,5.8,561,0.00,3.64,14.12,,5.55,0.9868
455089569,"Semper Solaris Construction, Inc.","Semper Solaris Construction, Inc.",EL CAJON,CA,2382,Electrical work,20-49,39,61356,0,9,0,29.34,35.86,,3387,0.00,2.08,14.08,,6.93,0.9976
832976157,"Amergis Healthcare Staffing Services, Inc.",Sacramento Field Office,SACRAMENTO,CA,5613,Temporary staffing services,250-999,289,417703,0,42,3530,20.11,31.12,84.0,95,0.69,1.43,14.02,29.34,6.32,1.0
592199023,Health and Palliative Services of The Treasure Coast Inc,HPSTC - SLHH,FORT PIERCE,FL,6216,Home health agencies,50-99,50,53780,0,9,45,33.47,37.19,5.0,433,1.63,2.39,14.00,20.52,8.6,1.0
042762050,NDX HOLDINGS,NDX CONNECTICUT,ROCKY HILL,CT,3391,Dental Laboratories,20-49,45,69696,0,6,239,17.22,20.09,39.8,262,0.00,1.23,13.99,,5.97,1.0
521333483,,DOT-Transportation,CHARLOTTE,NC,2371,Highway Mainenance,250-999,352,606731,0,21,380,6.92,7.91,76.0,232,0.32,0.50,13.98,21.94,7.32,1.0
273361441,FoxTrot Aviation Services LLC,TUS-MHIRJ,TUCSON,AZ,5617,Aircraft janitorial services,1-19,18,23041,0,5,11,43.40,43.40,3.7,503,0.00,3.10,13.98,,6.4,1.0
223801105,Lapp Holding NA Inc.,Lapp Cable Works Inc,FLORHAM PARK,NJ,4236,Insulated wire or cable merchant wholesalers,20-49,45,79556,0,6,162,15.08,15.08,32.4,755,0.00,1.08,13.97,,5.81,1.0
853273904,Cogir Senior Living,Acoya Cherry Creek,DENVER,CO,6233,Assisted-living facilities with on-site nursing facilities,20-49,38,33342,0,10,19,59.98,77.98,9.5,1899,0.00,4.30,13.96,,8.19,0.9989
330656932,"Sanyo Denki America, Inc.","Sanyo Denki America, Inc.",TORRANCE,CA,4236,"Electronic parts (e.g., condensers, connectors, switches) merchant wholesalers",100-249,110,228314,0,26,147,22.78,22.78,5.7,131,0.87,1.63,13.95,26.12,7.0,1.0
020240297,"Chappell Tractor Sales, Inc",Chappell Tractor Concord,CONCORD,NH,4238,Industrial machinery and equipment (except electrical) merchant wholesalers,20-49,20,41600,0,5,9,24.04,24.04,1.8,1517,0.00,1.72,13.94,,7.24,0.9981
680400630,"Applied Behavior Consultants, Inc.",Elk Grove,ELK GROVE,CA,6241,"Individual and family social services, multi-purpose",50-99,52,59903,0,12,64,40.06,40.06,5.8,273,1.60,2.88,13.93,25.00,6.96,1.0
952142237,Dart Warehouse Corporation,Dart Warehouse Corporation- Spanaway,SPANAWAY,WA,4931,"Warehousing and storage, general merchandise",1-19,17,32609,0,5,138,30.67,30.67,46.0,586,0.00,2.20,13.92,,5.69,0.9851
421395082,Slabach Construction Co.,Slabach Construction Co.,KALONA,IA,2371,"Utility line (i.e., sewer, water), construction",20-49,21,43315,0,5,163,23.09,36.94,32.6,978,0.00,1.66,13.91,,6.45,1.0
910664709,Morning Star Boy's Ranch,Morning Star Boy's Ranch,SPOKANE,WA,6239,"Boys' and girls' residential facilities (e.g., homes, ranches, villages)",20-49,43,61096,0,13,353,42.56,62.20,58.8,188,0.00,3.06,13.91,,6.76,1.0
854233921,Mad Engine,Kerns,(OTAY) SAN DIEGO,CA,4931,General warehousing and storage,1-19,17,32640,0,5,5,30.64,30.64,1.0,586,0.00,2.20,13.90,,5.69,0.9776
340939177,AVI Foodsystems Inc.,PENNWEST CALIFORNIA**,CALIFORNIA,PA,7223,Food Service,20-49,36,46918,0,6,121,25.58,42.63,60.5,756,0.00,1.84,13.90,,6.02,1.0
330866963,"Sabater USA, Inc.","Sabater USA, Inc. - Production",CARSON,CA,3119,Spices and spice mix manufacturing,20-49,24,49920,0,10,88,40.06,40.06,14.7,217,0.00,2.88,13.89,,8.11,1.0
160968914,The Resource Center (Chautauqua County Chapter of NYSARC),The Resource Center - Foote Avenue B3,JAMESTOWN,NY,6241,"Activity centers for disabled persons, the elderly, and persons diagnosed with intellectual and developmental disabilities",20-49,28,31774,0,8,37,50.36,50.36,4.6,561,0.00,3.64,13.85,,5.43,0.9825
911224762,Life Works,Cedarview,LONGVIEW,WA,6232,"Group homes, intellectual and developmental disability",20-49,29,40558,0,9,39,44.38,69.04,5.6,827,0.00,3.21,13.84,,6.6,0.9942
911275815,DESC,216,SEATTLE,WA,6242,Homeless shelters,50-99,64,82739,0,27,295,65.27,67.68,12.3,83,2.44,4.72,13.82,26.73,4.33,0.9828
112164120,Ace Wire & Cable Co. Inc.,Ace Wire & Cable Co. Inc.,WOODSIDE,NY,4236,"Electric motors, wiring supplies, and lighting fixtures merchant wholesalers",20-49,42,80657,0,6,130,14.88,14.88,21.7,755,0.00,1.08,13.78,,5.72,0.9938
381898268,Farmington Community Library,Farmington Community Library,FARMINGTON HILLS,MI,5191,"Libraries (except motion picture stock footage, motion picture commercial distribution)",50-99,89,105180,0,24,166,45.64,45.64,6.9,18,0.00,3.31,13.78,,3.98,1.0
522016416,Aldi Inc Connecticut,643 Swn59,TORRINGTON,CT,4451,Supermarkets and Other Grocery Retailers except Convenience Retailers,20-49,21,31419,0,6,19,38.19,38.19,3.8,2633,0.00,2.77,13.77,,7.26,0.9962
200552624,L.R. Baggs Corporation,L.R. Baggs Corporation,NIPOMO,CA,3399,"Guitars and parts, electric and nonelectric, manufacturing",20-49,44,48580,0,7,18,28.82,28.82,2.6,348,0.00,2.10,13.75,,6.9,0.9922
411893115,EMP,NWP Sows LLC,FAIR OAKS,IN,5416,,20-49,20,48211,0,5,98,20.74,29.04,24.5,145,0.00,1.51,13.75,,5.02,1.0
844733169,"Intermountain Packing, LLC","Intermountain Packing, LLC",IDAHO FALLS,ID,3339,"Retail scales (e.g., butcher, delicatessen, produce) manufacturing",100-249,230,210278,0,22,99,20.92,28.53,24.8,287,0.93,1.52,13.74,22.51,9.43,1.0
134227465,"Dedicated Repair, Inc","Dedicated Repair, Inc",GREEN BAY,WI,8111,"Truck repair shops, general",20-49,29,34336,0,6,2,34.95,40.77,1.0,549,0.00,2.54,13.74,,7.8,1.0
954516492,"Ultimate Removal, Inc.","Ultimate Removal, Inc.",POMONA,CA,2389,Demolition contractor,100-249,121,142200,0,11,541,15.47,16.88,135.3,411,0.48,1.13,13.72,32.38,7.25,1.0
822660206,AMERICAN MED RESPONSEGLOBAL MED RESPONSE 015025,Comtrans Or - 25866,MILWAUKIE,OR,6219,,20-49,38,69229,0,12,270,34.67,34.67,30.0,1162,0.00,2.53,13.68,,7.18,0.9954
417600000,US Postal Service,SAN JUAN PR MPA3_1566215,CAROLINA,PR,4911,Mail and Parcel Delivery,20-49,21,40514,0,14,480,69.11,69.11,34.3,3667,3.82,5.06,13.67,18.08,11.67,1.0
941546068,DA McCosker Construction Co,DA McCosker Construction Co,VALENCIA,CA,2379,Breakwater construction,100-249,118,147981,0,8,123,10.81,10.81,17.6,122,0.00,0.79,13.62,,6.73,1.0
352561816,Greenix Holdings LLC,Greenix Philadelphia,DOWNINGTOWN,PA,5617,Exterminating and Pest Control Services,1-19,17,23671,0,5,5,42.25,42.25,2.5,503,0.00,3.10,13.61,,6.22,0.9932
870548214,Hogan & Associates Construction Inc.,Hogan & Associates Construction Inc.,CENTERVILLE,UT,2362,Commercial building construction,250-999,277,567807,0,27,15,9.51,9.51,15.0,248,0.41,0.70,13.58,23.44,6.46,1.0
462429563,Cornerstone Valley Inc,Cornerstone Valley Inc,SALEM,OR,6232,"Intellectual and developmental disability facilities (e.g., homes, hospitals, intermediate care facilities), residential",100-249,150,253722,0,60,308,47.30,47.30,5.3,331,2.31,3.49,13.56,20.48,9.28,1.0
272887196,Tec Group Inc.,Troy,TROY,MI,5613,Employment agencies,50-99,55,64418,0,14,140,43.47,77.62,28.0,96,0.36,3.21,13.54,119.25,3.45,0.9787
942664285,Southern Humboldt Community Healthcare District,Southern Humboldt Community Healthcare District,GARBERVILLE,CA,6221,General medical and surgical hospitals,100-249,150,252040,0,32,361,25.39,30.15,11.3,635,1.19,1.88,13.53,21.37,9.32,1.0
800829296,Ankeny Glass Inc,The Kitchen and Bath Company - Industry Dr,DES MOINES,IA,2381,Glass installation (except automotive) contractors,1-19,15,30470,0,6,4,39.38,45.95,1.0,392,0.00,2.92,13.49,,6.04,0.9813
421496015,Accura Healthcare,Accura Healthcare of Sioux City,SIOUX CITY,IA,6231,Skilled nursing facilities,50-99,55,92362,0,32,135,69.29,69.29,5.0,2693,2.78,5.14,13.48,24.88,7.77,0.9995
473779374,COLLEGE HUNKS MOVING OF MID-MICHIGAN,Hunky Monkey LLC,LANSING,MI,4842,Used household and office goods moving,20-49,25,27264,0,6,44,44.01,73.36,8.8,940,2.02,3.27,13.48,21.75,7.31,1.0
852930545,S&S Fuels Management V LLC,SSFuels Store 5; 1200 N. Towncenter Dr,LAS VEGAS,NV,4471,Gasoline stations with convenience stores,20-49,21,32598,0,6,8,36.81,67.49,1.6,109,0.00,2.74,13.44,,5.85,1.0
411893115,EMP,Flyway Farms LLC,BRADLEY,SD,5416,,20-49,23,59360,0,6,7,20.22,20.22,3.5,145,0.00,1.51,13.40,,4.88,0.9667
660433568,Programa Head Start/Early Head Start/MAC,Mariolga I II III IV,CAGUAS,PR,6244,Child day care services,1-19,12,24400,0,6,13,49.18,65.57,4.3,34,0.00,3.67,13.39,,5.01,1.0
731687897,Cozzini Bros.,"Cozzini Bros, Inc. - Youngstown",YOUNGSTOWN,OH,5322,All Other Consumer Goods Rental,20-49,24,38612,0,8,234,41.44,46.62,39.0,139,0.00,3.11,13.32,,5.79,1.0
861890938,A1 Garage Door Service,TMII EnterprisesFL,ORLANDO,FL,2383,Garage Door Residential-Type Installation,1-19,16,29521,0,5,12,33.87,33.87,2.4,224,0.00,2.55,13.29,,5.78,0.9831
861890938,A1 Garage Door Service,A1 Garage Door Service - Florida,ORLANDO,FL,2383,"Garage door, residential-type, installation",1-19,16,29521,0,5,12,33.87,33.87,2.4,224,0.00,2.55,13.29,,5.78,0.9831
042197449,"May Institute, Inc.",14-2 Pacella Park Drive,RANDOLPH,MA,6111,"Schools for the intellectually and developmentally disabled (except preschool, job training, vocational rehabilitation)",20-49,45,58792,0,9,18,30.62,37.42,4.5,424,0.00,2.31,13.26,,4.95,0.968
912197729,Tesla,NA-US-IL-Elk Grove -Arthur Ave-Energy,ELK GROVE,IL,2371,Solar Construction and Design,20-49,24,63589,0,7,53,22.02,25.16,13.3,978,0.00,1.66,13.26,,6.13,0.9965
561326126,Monarch,Karen Lane Group Home,MONROE,NC,6232,Human Services Non-Profit,1-19,14,24980,0,6,0,48.04,48.04,,604,0.00,3.63,13.25,,6.23,0.9945
463813555,,Hibbard Skilled Nursing Center,DOVER-FOXCROFT,ME,6231,Skilled nursing facilities,100-249,101,140308,0,46,321,65.57,67.00,7.6,3657,3.20,4.95,13.25,20.52,8.2,0.9988
931325326,,Windsor Square,MARYSVILLE,WA,5311,Apartment building rental or leasing,20-49,25,33319,0,5,51,30.01,30.01,25.5,512,0.00,2.26,13.25,,7.03,1.0
814623568,Ion Developer,Denver Warehouse,DENVER,CO,2211,"Electric power generation, solar",20-49,35,56827,0,5,303,17.60,24.64,101.0,1335,0.00,1.33,13.19,,5.71,0.9892
912158906,"North Valley Mechanical, Inc","North Valley Mechanical, Inc",OKANOGAN,WA,2382,"Refrigeration system (e.g., commercial, industrial, scientific) installation",20-49,22,36447,0,5,15,27.44,27.44,3.8,3387,0.00,2.08,13.17,,6.44,0.9969
820487995,"Big D Builders, Inc.",Big D Builders Inc.,MERIDIAN,ID,2362,,20-49,43,94273,3,8,1383,16.97,16.97,172.9,1852,0.00,1.29,13.17,,4.51,0.9802
840833457,Dish Network,Manufacturing - El Paso,EL PASO,TX,3342,Airborne radio communications equipment manufacturing,250-999,309,573548,0,14,41,4.88,5.93,41.0,36,0.15,0.37,13.15,32.32,4.7,1.0
208908225,Northwest Fence,Western Pacific Fence LLC DBA Northwest Fence,FERNDALE,WA,2389,Chain link fence installation,20-49,41,55653,0,5,21,17.97,17.97,7.0,1492,0.00,1.37,13.14,,5.31,0.9778
200422146,Vision Builders,Vision Builders,SIOUX CENTER,IA,2381,"Carpentry, framing",20-49,32,27859,0,5,14,35.90,50.25,2.8,1800,0.00,2.74,13.12,,7.38,1.0
204960524,Aldi Texas LLC,2072  Far97,DULUTH,MN,4451,Supermarkets and Other Grocery Retailers except Convenience Retailers,20-49,22,33130,0,6,179,36.22,36.22,35.8,2633,0.00,2.77,13.06,,6.86,0.9953
160968914,The Resource Center / Chautauqua County Chapter of NYSARC Inc.,Michael J Raymond Center / Jones and Gifford,JAMESTOWN,NY,6241,"Activity centers for disabled persons, the elderly, and persons diagnosed with intellectual and developmental disabilities",50-99,73,106763,0,20,119,37.47,43.09,6.3,273,1.60,2.88,13.03,23.38,6.47,0.9937
262841711,Sunrun Inc,BRANCH - CA - Bay Area North  BRANCH - CA - Bay Area South,MILPITAS,CA,2382,"Photovoltaic solar energy generation systems and battery energy storage products,primarily for residential customers",250-999,386,740573,0,45,151,12.15,12.96,9.4,519,0.55,0.93,13.02,22.00,8.25,1.0
660524417,"Softex Products, Inc PR",Softex Products Inc PR,SAN GERMAN,PR,3332,Paper and paperboard converting machinery manufacturing,20-49,33,47756,0,5,44,20.94,29.32,8.8,233,0.00,1.61,13.01,,5.71,1.0
526000769,Mayor and City Council of Baltimore City DBA Department of Public Works,Bowleys Lane Yard,BATIMORE,MD,5621,Waste Disposal,100-249,127,254000,0,70,290,55.12,62.20,5.5,295,2.81,4.24,13.00,19.59,8.92,1.0
330491865,Robertson's Ready Mix,Riverside Plant #1,RIVERSIDE,CA,3273,Ready-mix concrete manufacturing and distributing,20-49,35,73974,0,14,75,37.85,37.85,37.5,840,1.86,2.91,13.00,20.40,8.32,1.0
262331164,MD OMG EMP LLC,Holly Hill Healthcare Center,TOWSON,MD,6231,Nursing Care Facilities,50-99,52,90032,0,30,175,66.64,71.09,6.7,2693,2.78,5.14,12.97,23.93,7.45,0.999
820544687,Amazon.com Services LLC,Amazon.com Services LLC - VUPA,SHOEMAKERSVILLE,PA,4931,General Warehousing and Storage,20-49,21,41277,0,6,70,29.07,29.07,35.0,2398,0.00,2.24,12.97,,6.97,0.9989
546001727,Department of Behavioral Health and Developmental Services,Commonwealth Center for Children and Adolescents,STAUNTON,VA,6222,"Hospitals, psychiatric pediatric",100-249,179,378838,0,113,2300,59.66,87.64,23.7,209,3.62,4.62,12.93,16.48,9.64,1.0
331186670,Hocking Hills Canopy Tours,Hocking Hills Canopy Tours,ROCKBRIDGE,OH,7139,"Outdoor adventure operations (e.g., white water rafting) without accommodations",20-49,22,39282,0,5,7,25.46,25.46,2.3,203,0.00,1.97,12.93,,5.09,0.9767
